timestamp,index,memory_used_mib,memory_total_mib,utilization_gpu_percent
2026-07-21 02:28:35,3,25648,40960,0
2026-07-21 02:28:35,4,40260,40960,64
2026-07-21 02:28:35,5,20347,40960,0
2026-07-21 02:28:35,6,36030,40960,82
2026-07-21 02:28:35,7,33443,40960,31
2026-07-21 02:28:36,0,40340,40960,17
2026-07-21 02:28:36,1,8529,40960,5
2026-07-21 02:28:36,2,15685,40960,3
2026-07-21 02:28:36,3,25648,40960,26
2026-07-21 02:28:36,4,40260,40960,53
2026-07-21 02:28:36,5,20347,40960,0
2026-07-21 02:28:36,6,36030,40960,0
2026-07-21 02:28:36,7,33443,40960,29
2026-07-21 02:28:38,0,40340,40960,21
2026-07-21 02:28:38,1,8529,40960,29
2026-07-21 02:28:38,2,15685,40960,39
2026-07-21 02:28:38,3,25648,40960,26
2026-07-21 02:28:38,4,40260,40960,28
2026-07-21 02:28:38,5,20347,40960,0
2026-07-21 02:28:38,6,36030,40960,0
2026-07-21 02:28:38,7,33443,40960,30
2026-07-21 02:28:39,0,40340,40960,0
2026-07-21 02:28:39,1,8529,40960,2
2026-07-21 02:28:39,2,15685,40960,2
2026-07-21 02:28:39,3,25648,40960,100
2026-07-21 02:28:39,4,40260,40960,50
2026-07-21 02:28:39,5,20347,40960,0
2026-07-21 02:28:39,6,36030,40960,0
2026-07-21 02:28:39,7,33443,40960,23
2026-07-21 02:28:47,0,40304,40960,3
2026-07-21 02:28:47,1,8529,40960,39
2026-07-21 02:28:47,2,15685,40960,2
2026-07-21 02:28:47,3,25648,40960,0
2026-07-21 02:28:47,4,40260,40960,23
2026-07-21 02:28:47,5,20347,40960,0
2026-07-21 02:28:47,6,36030,40960,78
2026-07-21 02:28:47,7,33443,40960,25
2026-07-21 02:28:48,0,40304,40960,0
2026-07-21 02:28:48,1,8529,40960,40
2026-07-21 02:28:48,2,15685,40960,24
2026-07-21 02:28:48,3,25648,40960,5
2026-07-21 02:28:48,4,40260,40960,0
2026-07-21 02:28:48,5,20347,40960,27
2026-07-21 02:28:48,6,36030,40960,0
2026-07-21 02:28:48,7,33443,40960,9
2026-07-21 02:28:49,0,40304,40960,42
2026-07-21 02:28:49,1,8529,40960,39
2026-07-21 02:28:49,2,15685,40960,39
2026-07-21 02:28:49,3,25648,40960,23
2026-07-21 02:28:49,4,40260,40960,0
2026-07-21 02:28:49,5,20347,40960,0
2026-07-21 02:28:49,6,36030,40960,0
2026-07-21 02:28:49,7,33443,40960,23
2026-07-21 02:28:50,0,40304,40960,45
2026-07-21 02:28:50,1,8529,40960,3
2026-07-21 02:28:50,2,15685,40960,3
2026-07-21 02:28:50,3,25648,40960,23
2026-07-21 02:28:50,4,40260,40960,39
2026-07-21 02:28:50,5,20347,40960,0
2026-07-21 02:28:50,6,36030,40960,0
2026-07-21 02:28:50,7,33443,40960,20
