root_family_id,horizon_ns,episode_id,can_score,visual_count
L2RAR2_R24_BOUNDARY_01_896001,250000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__RECOVERY_DISABLED,True,47
L2RAR2_R24_BOUNDARY_01_896001,500000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__RECOVERY_DISABLED,True,47
L2RAR2_R24_BOUNDARY_01_896001,750000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__RECOVERY_DISABLED,True,47
L2RAR2_R24_BOUNDARY_01_896001,1000000000,L2RAR2_R24_BOUNDARY_01_896001__R24C2_loss_signal_missing__RECOVERY_DISABLED,True,47
L2RAR2_R24_BOUNDARY_01_896001,100000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__O_C3_CLP3_CANONICAL_TIME,True,126
L2RAR2_R24_BOUNDARY_01_896001,250000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__O_C3_CLP3_CANONICAL_TIME,True,126
L2RAR2_R24_BOUNDARY_01_896001,500000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__O_C3_CLP3_CANONICAL_TIME,True,126
L2RAR2_R24_BOUNDARY_01_896001,750000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__O_C3_CLP3_CANONICAL_TIME,True,126
L2RAR2_R24_BOUNDARY_01_896001,1000000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__O_C3_CLP3_CANONICAL_TIME,True,126
L2RAR2_R24_BOUNDARY_01_896001,100000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__O_C3_RAW,True,161
L2RAR2_R24_BOUNDARY_01_896001,250000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__O_C3_RAW,True,161
L2RAR2_R24_BOUNDARY_01_896001,500000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__O_C3_RAW,True,161
L2RAR2_R24_BOUNDARY_01_896001,750000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__O_C3_RAW,True,161
L2RAR2_R24_BOUNDARY_01_896001,1000000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__O_C3_RAW,True,161
L2RAR2_R24_BOUNDARY_01_896001,100000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__RECOVERY_DISABLED,True,126
L2RAR2_R24_BOUNDARY_01_896001,250000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__RECOVERY_DISABLED,True,126
L2RAR2_R24_BOUNDARY_01_896001,500000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__RECOVERY_DISABLED,True,126
L2RAR2_R24_BOUNDARY_01_896001,750000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__RECOVERY_DISABLED,True,126
L2RAR2_R24_BOUNDARY_01_896001,1000000000,L2RAR2_R24_BOUNDARY_01_896001__R24C3_partial_slip__RECOVERY_DISABLED,True,126
L2RAR2_R24_BOUNDARY_01_896001,100000000,L2RAR2_R24_BOUNDARY_01_896001__R24C4_multisource_missing_then_loss__O_C3_CLP3_CANONICAL_TIME,True,47
L2RAR2_R24_BOUNDARY_01_896001,250000000,L2RAR2_R24_BOUNDARY_01_896001__R24C4_multisource_missing_then_loss__O_C3_CLP3_CANONICAL_TIME,True,47
L2RAR2_R24_BOUNDARY_01_896001,500000000,L2RAR2_R24_BOUNDARY_01_896001__R24C4_multisource_missing_then_loss__O_C3_CLP3_CANONICAL_TIME,True,47
