job_id	task_id	condition	method	policy_seed	rollout_start	rollout_count	output_dir	command
transport_recovery__drop_regrasp__linear_sarm_equiv__s20260913__r040	transport_recovery	drop_regrasp	linear_sarm_equiv	20260913	40	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__drop_regrasp__linear_sarm_equiv__s20260913__r040	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition drop_regrasp --method linear_sarm_equiv --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__linear_sarm_equiv__s20260913/checkpoints/best_val.pt --checkpoint-sha256 6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 40 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__drop_regrasp__linear_sarm_equiv__s20260913__r040/rollouts.csv --device cuda:0"
transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r000	transport_recovery	gripper_reopen	linear_sarm_equiv	20260913	0	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r000	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition gripper_reopen --method linear_sarm_equiv --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__linear_sarm_equiv__s20260913/checkpoints/best_val.pt --checkpoint-sha256 6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 0 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r000/rollouts.csv --device cuda:0"
transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r010	transport_recovery	gripper_reopen	linear_sarm_equiv	20260913	10	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r010	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition gripper_reopen --method linear_sarm_equiv --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__linear_sarm_equiv__s20260913/checkpoints/best_val.pt --checkpoint-sha256 6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 10 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r010/rollouts.csv --device cuda:0"
transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r020	transport_recovery	gripper_reopen	linear_sarm_equiv	20260913	20	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r020	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition gripper_reopen --method linear_sarm_equiv --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__linear_sarm_equiv__s20260913/checkpoints/best_val.pt --checkpoint-sha256 6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 20 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r020/rollouts.csv --device cuda:0"
transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r030	transport_recovery	gripper_reopen	linear_sarm_equiv	20260913	30	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r030	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition gripper_reopen --method linear_sarm_equiv --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__linear_sarm_equiv__s20260913/checkpoints/best_val.pt --checkpoint-sha256 6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 30 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r030/rollouts.csv --device cuda:0"
transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r040	transport_recovery	gripper_reopen	linear_sarm_equiv	20260913	40	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r040	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition gripper_reopen --method linear_sarm_equiv --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__linear_sarm_equiv__s20260913/checkpoints/best_val.pt --checkpoint-sha256 6001e00f29b74f2d809502b0f8dd4c611c67d544ec0c9186a0e529dd1d5c5901 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 40 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__linear_sarm_equiv__s20260913__r040/rollouts.csv --device cuda:0"
transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r000	transport_recovery	natural	pathgraph_reward_v1_locked	20260913	0	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r000	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition natural --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 0 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r000/rollouts.csv --device cuda:0"
transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r010	transport_recovery	natural	pathgraph_reward_v1_locked	20260913	10	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r010	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition natural --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 10 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r010/rollouts.csv --device cuda:0"
transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r020	transport_recovery	natural	pathgraph_reward_v1_locked	20260913	20	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r020	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition natural --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 20 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r020/rollouts.csv --device cuda:0"
transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r030	transport_recovery	natural	pathgraph_reward_v1_locked	20260913	30	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r030	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition natural --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 30 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r030/rollouts.csv --device cuda:0"
transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r040	transport_recovery	natural	pathgraph_reward_v1_locked	20260913	40	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r040	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition natural --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 40 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__natural__pathgraph_reward_v1_locked__s20260913__r040/rollouts.csv --device cuda:0"
transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r000	transport_recovery	drop_regrasp	pathgraph_reward_v1_locked	20260913	0	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r000	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition drop_regrasp --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 0 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r000/rollouts.csv --device cuda:0"
transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r010	transport_recovery	drop_regrasp	pathgraph_reward_v1_locked	20260913	10	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r010	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition drop_regrasp --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 10 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r010/rollouts.csv --device cuda:0"
transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r020	transport_recovery	drop_regrasp	pathgraph_reward_v1_locked	20260913	20	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r020	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition drop_regrasp --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 20 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r020/rollouts.csv --device cuda:0"
transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r030	transport_recovery	drop_regrasp	pathgraph_reward_v1_locked	20260913	30	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r030	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition drop_regrasp --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 30 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r030/rollouts.csv --device cuda:0"
transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r040	transport_recovery	drop_regrasp	pathgraph_reward_v1_locked	20260913	40	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r040	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition drop_regrasp --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 40 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__drop_regrasp__pathgraph_reward_v1_locked__s20260913__r040/rollouts.csv --device cuda:0"
transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r000	transport_recovery	gripper_reopen	pathgraph_reward_v1_locked	20260913	0	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r000	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition gripper_reopen --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 0 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r000/rollouts.csv --device cuda:0"
transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r010	transport_recovery	gripper_reopen	pathgraph_reward_v1_locked	20260913	10	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r010	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition gripper_reopen --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 10 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r010/rollouts.csv --device cuda:0"
transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r020	transport_recovery	gripper_reopen	pathgraph_reward_v1_locked	20260913	20	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r020	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition gripper_reopen --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 20 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r020/rollouts.csv --device cuda:0"
transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r030	transport_recovery	gripper_reopen	pathgraph_reward_v1_locked	20260913	30	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r030	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition gripper_reopen --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 30 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r030/rollouts.csv --device cuda:0"
transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r040	transport_recovery	gripper_reopen	pathgraph_reward_v1_locked	20260913	40	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r040	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition gripper_reopen --method pathgraph_reward_v1_locked --policy-seed 20260913 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__pathgraph_reward_v1_locked__s20260913/checkpoints/best_val.pt --checkpoint-sha256 eacbf69fdf04d7afb0691cf7a91e26631be5c581a848acb12123ba1b2fc945a8 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 40 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__gripper_reopen__pathgraph_reward_v1_locked__s20260913__r040/rollouts.csv --device cuda:0"
transport_recovery__natural__linear_sarm_equiv__s20260914__r000	transport_recovery	natural	linear_sarm_equiv	20260914	0	10	/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__natural__linear_sarm_equiv__s20260914__r000	"PYTHONPATH=""$PWD"" /home/xushijie/.conda/envs/cupid/bin/python tools/stage6_refine1/evaluate_refine1_shard.py --task transport_recovery --condition natural --method linear_sarm_equiv --policy-seed 20260914 --checkpoint /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_training_v1/jobs/transport_recovery__linear_sarm_equiv__s20260914/checkpoints/best_val.pt --checkpoint-sha256 19a6e4bdbb915c4bff1b6b14587891b920c47abc145ea23e254faf7a2c015480 --seed-registry /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/locks/evaluation_seed_registry.csv --rollout-start 0 --rollout-count 10 --output /home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6_refine1/policy_evaluation_v1/jobs/transport_recovery__natural__linear_sarm_equiv__s20260914__r000/rollouts.csv --device cuda:0"
