candidate_request_physical_time_ns,candidate_request_time,candidate_requested_action,case_id,contact_fault_injected,executed_action,expected_action,failure_stage,false_executed_action,family_id,family_seed,final_task_success,method,overall_success,recovery,rollout_seed,schema,trigger_correct
1300000000,1.300000000000001,recover_object,L3C4_single_frame_contact_fault,True,recover_object,none,TRIGGERING_ERROR,True,L2RAR2_R23_L3_00_892000,892000,True,O_C3_RAW,False,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00025857833395175403, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300003,l2rar2_r23_closed_loop_outcome_v1,False
,,,L3C4_single_frame_contact_fault,True,,none,,False,L2RAR2_R23_L3_00_892000,892000,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300003,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23_L3_00_892000,892000,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300004,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23_L3_00_892000,892000,True,O_C3_RAW,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300004,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23_L3_00_892000,892000,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300004,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,retry_grasp,retry_grasp,,False,L2RAR2_R23_L3_01_892001,892001,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': 6.399999999999898, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 3.73850343308642e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300100,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,retry_grasp,retry_grasp,,False,L2RAR2_R23_L3_01_892001,892001,True,O_C3_RAW,True,"{'duration_s': 6.399999999999898, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 3.73850343308642e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300100,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,,retry_grasp,TRIGGERING_ERROR,False,L2RAR2_R23_L3_01_892001,892001,False,RECOVERY_DISABLED,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89300100,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C2_transport_loss_recover,False,,recover_object,TRIGGERING_ERROR,False,L2RAR2_R23_L3_01_892001,892001,False,O_C3_CLP3_CANONICAL_TIME,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89300101,l2rar2_r23_closed_loop_outcome_v1,False
,,,L3C2_transport_loss_recover,False,,recover_object,TRIGGERING_ERROR,False,L2RAR2_R23_L3_01_892001,892001,False,O_C3_RAW,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89300101,l2rar2_r23_closed_loop_outcome_v1,False
,,,L3C2_transport_loss_recover,False,,recover_object,TRIGGERING_ERROR,False,L2RAR2_R23_L3_01_892001,892001,False,RECOVERY_DISABLED,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89300101,l2rar2_r23_closed_loop_outcome_v1,False
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23_L3_01_892001,892001,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300102,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23_L3_01_892001,892001,True,O_C3_RAW,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300102,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23_L3_01_892001,892001,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300102,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C4_single_frame_contact_fault,True,,none,,False,L2RAR2_R23_L3_01_892001,892001,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300103,l2rar2_r23_closed_loop_outcome_v1,True
1300000000,1.300000000000001,recover_object,L3C4_single_frame_contact_fault,True,recover_object,none,TRIGGERING_ERROR,True,L2RAR2_R23_L3_01_892001,892001,True,O_C3_RAW,False,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00021158039561028092, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300103,l2rar2_r23_closed_loop_outcome_v1,False
,,,L3C4_single_frame_contact_fault,True,,none,,False,L2RAR2_R23_L3_01_892001,892001,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300103,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23_L3_01_892001,892001,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300104,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23_L3_01_892001,892001,True,O_C3_RAW,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300104,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23_L3_01_892001,892001,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300104,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,retry_grasp,retry_grasp,,False,L2RAR2_R23_L3_02_892002,892002,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': 6.399999999999898, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 5.293908131751532e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300200,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,retry_grasp,retry_grasp,,False,L2RAR2_R23_L3_02_892002,892002,True,O_C3_RAW,True,"{'duration_s': 6.399999999999898, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 5.293908131751532e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300200,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,,retry_grasp,TRIGGERING_ERROR,False,L2RAR2_R23_L3_02_892002,892002,False,RECOVERY_DISABLED,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89300200,l2rar2_r23_closed_loop_outcome_v1,True
2750000000,2.7499999999999853,recover_object,L3C2_transport_loss_recover,False,recover_object,recover_object,,False,L2RAR2_R23_L3_02_892002,892002,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 3.600007456265153e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300201,l2rar2_r23_closed_loop_outcome_v1,True
2700000000,2.6999999999999864,recover_object,L3C2_transport_loss_recover,False,recover_object,recover_object,,False,L2RAR2_R23_L3_02_892002,892002,True,O_C3_RAW,True,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 3.600007456265153e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300201,l2rar2_r23_closed_loop_outcome_v1,True
2750000000,2.7499999999999853,recover_object,L3C2_transport_loss_recover,False,,recover_object,TRIGGERING_ERROR,False,L2RAR2_R23_L3_02_892002,892002,False,RECOVERY_DISABLED,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89300201,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23_L3_02_892002,892002,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300202,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23_L3_02_892002,892002,True,O_C3_RAW,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300202,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23_L3_02_892002,892002,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300202,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C4_single_frame_contact_fault,True,,none,,False,L2RAR2_R23_L3_02_892002,892002,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300203,l2rar2_r23_closed_loop_outcome_v1,True
1300000000,1.300000000000001,recover_object,L3C4_single_frame_contact_fault,True,recover_object,none,TRIGGERING_ERROR,True,L2RAR2_R23_L3_02_892002,892002,True,O_C3_RAW,False,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00015545261644007944, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300203,l2rar2_r23_closed_loop_outcome_v1,False
,,,L3C4_single_frame_contact_fault,True,,none,,False,L2RAR2_R23_L3_02_892002,892002,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300203,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23_L3_02_892002,892002,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300204,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23_L3_02_892002,892002,True,O_C3_RAW,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300204,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23_L3_02_892002,892002,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300204,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,retry_grasp,retry_grasp,,False,L2RAR2_R23_L3_03_892003,892003,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': 6.399999999999898, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 3.243003535738765e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300300,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,retry_grasp,retry_grasp,,False,L2RAR2_R23_L3_03_892003,892003,True,O_C3_RAW,True,"{'duration_s': 6.399999999999898, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 3.243003535738765e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300300,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,,retry_grasp,TRIGGERING_ERROR,False,L2RAR2_R23_L3_03_892003,892003,False,RECOVERY_DISABLED,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89300300,l2rar2_r23_closed_loop_outcome_v1,True
2850000000,2.849999999999983,recover_object,L3C2_transport_loss_recover,False,recover_object,recover_object,,False,L2RAR2_R23_L3_03_892003,892003,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00031568462853338777, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300301,l2rar2_r23_closed_loop_outcome_v1,True
2800000000,2.7999999999999843,recover_object,L3C2_transport_loss_recover,False,recover_object,recover_object,,False,L2RAR2_R23_L3_03_892003,892003,True,O_C3_RAW,True,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00031568462853338777, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300301,l2rar2_r23_closed_loop_outcome_v1,True
2850000000,2.849999999999983,recover_object,L3C2_transport_loss_recover,False,,recover_object,TRIGGERING_ERROR,False,L2RAR2_R23_L3_03_892003,892003,False,RECOVERY_DISABLED,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89300301,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23_L3_03_892003,892003,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300302,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23_L3_03_892003,892003,True,O_C3_RAW,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300302,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23_L3_03_892003,892003,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300302,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C4_single_frame_contact_fault,True,,none,,False,L2RAR2_R23_L3_03_892003,892003,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300303,l2rar2_r23_closed_loop_outcome_v1,True
1300000000,1.300000000000001,recover_object,L3C4_single_frame_contact_fault,True,recover_object,none,TRIGGERING_ERROR,True,L2RAR2_R23_L3_03_892003,892003,True,O_C3_RAW,False,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.0002310881075334752, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89300303,l2rar2_r23_closed_loop_outcome_v1,False
,,,L3C4_single_frame_contact_fault,True,,none,,False,L2RAR2_R23_L3_03_892003,892003,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300303,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23_L3_03_892003,892003,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300304,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23_L3_03_892003,892003,True,O_C3_RAW,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300304,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23_L3_03_892003,892003,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89300304,l2rar2_r23_closed_loop_outcome_v1,True
