state_hash,condition,profile,phase_A,phase_B,action,valid_action,next_phase_A,next_phase_B,next_valid_count,loss_event_created,recovery_event_created,task_reward,geom_shaping,graph_shaping,geom_training_reward,graph_training_reward,geom_rank,graph_rank
00ba6b9c16b8899d34629a77c114180b95c6ef35d4608db154926035f79d6286,B_STARTED,LONG_CHAIN128,WAIT,HELD,REGRASP_B,False,WAIT,HELD,0,False,False,0.0,0.009900714768940166,0.00666666666666671,0.009900714768940166,0.00666666666666671,12,12
00ba6b9c16b8899d34629a77c114180b95c6ef35d4608db154926035f79d6286,B_STARTED,LONG_CHAIN128,WAIT,HELD,RELEASE_B,True,WAIT,WAIT,0,False,False,0.0,7.147689402065005e-05,-0.07583333333333331,7.147689402065005e-05,-0.07583333333333331,13,13
007f73da363709062147602fb360c44196468f825f134992750e03309bc68029,B_STARTED,LONG_CHAIN128,WAIT,HELD,WAIT,True,WAIT,HELD,0,False,False,0.0,0.009900714768940166,0.00666666666666671,0.009900714768940166,0.00666666666666671,2,2
007f73da363709062147602fb360c44196468f825f134992750e03309bc68029,B_STARTED,LONG_CHAIN128,WAIT,HELD,ACQUIRE_A,False,WAIT,HELD,0,False,False,0.0,0.009900714768940166,0.00666666666666671,0.009900714768940166,0.00666666666666671,3,3
007f73da363709062147602fb360c44196468f825f134992750e03309bc68029,B_STARTED,LONG_CHAIN128,WAIT,HELD,ADVANCE_A,False,WAIT,HELD,0,False,False,0.0,0.009900714768940166,0.00666666666666671,0.009900714768940166,0.00666666666666671,4,4
007f73da363709062147602fb360c44196468f825f134992750e03309bc68029,B_STARTED,LONG_CHAIN128,WAIT,HELD,PLACE_A,False,WAIT,HELD,0,False,False,0.0,0.009900714768940166,0.00666666666666671,0.009900714768940166,0.00666666666666671,5,5
007f73da363709062147602fb360c44196468f825f134992750e03309bc68029,B_STARTED,LONG_CHAIN128,WAIT,HELD,START_RECOVERY_A,False,WAIT,HELD,0,False,False,0.0,0.009900714768940166,0.00666666666666671,0.009900714768940166,0.00666666666666671,6,6
007f73da363709062147602fb360c44196468f825f134992750e03309bc68029,B_STARTED,LONG_CHAIN128,WAIT,HELD,REGRASP_A,False,WAIT,HELD,0,False,False,0.0,0.009900714768940166,0.00666666666666671,0.009900714768940166,0.00666666666666671,7,7
007f73da363709062147602fb360c44196468f825f134992750e03309bc68029,B_STARTED,LONG_CHAIN128,WAIT,HELD,RELEASE_A,False,WAIT,HELD,0,False,False,0.0,0.009900714768940166,0.00666666666666671,0.009900714768940166,0.00666666666666671,8,8
007f73da363709062147602fb360c44196468f825f134992750e03309bc68029,B_STARTED,LONG_CHAIN128,WAIT,HELD,ACQUIRE_B,False,WAIT,HELD,0,False,False,0.0,0.009900714768940166,0.00666666666666671,0.009900714768940166,0.00666666666666671,9,9
007f73da363709062147602fb360c44196468f825f134992750e03309bc68029,B_STARTED,LONG_CHAIN128,WAIT,HELD,ADVANCE_B,True,WAIT,TRANSPORT,0,False,False,0.0,0.019729952643859683,0.10227231716655927,0.019729952643859683,0.10227231716655927,1,1
007f73da363709062147602fb360c44196468f825f134992750e03309bc68029,B_STARTED,LONG_CHAIN128,WAIT,HELD,PLACE_B,False,WAIT,HELD,0,False,False,0.0,0.009900714768940166,0.00666666666666671,0.009900714768940166,0.00666666666666671,10,10
007f73da363709062147602fb360c44196468f825f134992750e03309bc68029,B_STARTED,LONG_CHAIN128,WAIT,HELD,START_RECOVERY_B,False,WAIT,HELD,0,False,False,0.0,0.009900714768940166,0.00666666666666671,0.009900714768940166,0.00666666666666671,11,11
007f73da363709062147602fb360c44196468f825f134992750e03309bc68029,B_STARTED,LONG_CHAIN128,WAIT,HELD,REGRASP_B,False,WAIT,HELD,0,False,False,0.0,0.009900714768940166,0.00666666666666671,0.009900714768940166,0.00666666666666671,12,12
007f73da363709062147602fb360c44196468f825f134992750e03309bc68029,B_STARTED,LONG_CHAIN128,WAIT,HELD,RELEASE_B,True,WAIT,WAIT,0,False,False,0.0,7.147689402065005e-05,-0.07583333333333331,7.147689402065005e-05,-0.07583333333333331,13,13
0000acd58592a14bf4e79e9a58322ff9505c008d31a4d753c66f5ca50e1db705,INVALIDATE_FIRST,LONG_CHAIN128,WAIT,TRANSPORT,WAIT,True,WAIT,TRANSPORT,0,False,False,0.0,0.009858528796767185,0.005739019197844808,0.009858528796767185,0.005739019197844808,2,2
0000acd58592a14bf4e79e9a58322ff9505c008d31a4d753c66f5ca50e1db705,INVALIDATE_FIRST,LONG_CHAIN128,WAIT,TRANSPORT,ACQUIRE_A,False,WAIT,TRANSPORT,0,False,False,0.0,0.009858528796767185,0.005739019197844808,0.009858528796767185,0.005739019197844808,3,3
0000acd58592a14bf4e79e9a58322ff9505c008d31a4d753c66f5ca50e1db705,INVALIDATE_FIRST,LONG_CHAIN128,WAIT,TRANSPORT,ADVANCE_A,False,WAIT,TRANSPORT,0,False,False,0.0,0.009858528796767185,0.005739019197844808,0.009858528796767185,0.005739019197844808,4,4
0000acd58592a14bf4e79e9a58322ff9505c008d31a4d753c66f5ca50e1db705,INVALIDATE_FIRST,LONG_CHAIN128,WAIT,TRANSPORT,PLACE_A,False,WAIT,TRANSPORT,0,False,False,0.0,0.009858528796767185,0.005739019197844808,0.009858528796767185,0.005739019197844808,5,5
0000acd58592a14bf4e79e9a58322ff9505c008d31a4d753c66f5ca50e1db705,INVALIDATE_FIRST,LONG_CHAIN128,WAIT,TRANSPORT,START_RECOVERY_A,False,WAIT,TRANSPORT,0,False,False,0.0,0.009858528796767185,0.005739019197844808,0.009858528796767185,0.005739019197844808,6,6
0000acd58592a14bf4e79e9a58322ff9505c008d31a4d753c66f5ca50e1db705,INVALIDATE_FIRST,LONG_CHAIN128,WAIT,TRANSPORT,REGRASP_A,False,WAIT,TRANSPORT,0,False,False,0.0,0.009858528796767185,0.005739019197844808,0.009858528796767185,0.005739019197844808,7,7
0000acd58592a14bf4e79e9a58322ff9505c008d31a4d753c66f5ca50e1db705,INVALIDATE_FIRST,LONG_CHAIN128,WAIT,TRANSPORT,RELEASE_A,False,WAIT,TRANSPORT,0,False,False,0.0,0.009858528796767185,0.005739019197844808,0.009858528796767185,0.005739019197844808,8,8
0000acd58592a14bf4e79e9a58322ff9505c008d31a4d753c66f5ca50e1db705,INVALIDATE_FIRST,LONG_CHAIN128,WAIT,TRANSPORT,ACQUIRE_B,False,WAIT,TRANSPORT,0,False,False,0.0,0.009858528796767185,0.005739019197844808,0.009858528796767185,0.005739019197844808,9,9
0000acd58592a14bf4e79e9a58322ff9505c008d31a4d753c66f5ca50e1db705,INVALIDATE_FIRST,LONG_CHAIN128,WAIT,TRANSPORT,ADVANCE_B,True,WAIT,TRANSPORT,0,False,False,0.0,0.01686135335679051,0.010407568904526987,0.01686135335679051,0.010407568904526987,1,1
0000acd58592a14bf4e79e9a58322ff9505c008d31a4d753c66f5ca50e1db705,INVALIDATE_FIRST,LONG_CHAIN128,WAIT,TRANSPORT,PLACE_B,False,WAIT,TRANSPORT,0,False,False,0.0,0.009858528796767185,0.005739019197844808,0.009858528796767185,0.005739019197844808,10,10
0000acd58592a14bf4e79e9a58322ff9505c008d31a4d753c66f5ca50e1db705,INVALIDATE_FIRST,LONG_CHAIN128,WAIT,TRANSPORT,START_RECOVERY_B,False,WAIT,TRANSPORT,0,False,False,0.0,0.009858528796767185,0.005739019197844808,0.009858528796767185,0.005739019197844808,11,11
0000acd58592a14bf4e79e9a58322ff9505c008d31a4d753c66f5ca50e1db705,INVALIDATE_FIRST,LONG_CHAIN128,WAIT,TRANSPORT,REGRASP_B,False,WAIT,TRANSPORT,0,False,False,0.0,0.009858528796767185,0.005739019197844808,0.009858528796767185,0.005739019197844808,12,12
0000acd58592a14bf4e79e9a58322ff9505c008d31a4d753c66f5ca50e1db705,INVALIDATE_FIRST,LONG_CHAIN128,WAIT,TRANSPORT,RELEASE_B,True,WAIT,WAIT,0,False,False,0.0,-0.004147120323279685,-0.1685980802155197,-0.004147120323279685,-0.1685980802155197,13,13
0000ed93d3e55dac26196c47f54c013570712edbfd7f3d9cbfb6678d53f31e39,LATE_LOSS,BASE64,WAIT,LOST,WAIT,True,WAIT,LOST,0,False,False,0.0,0.012499999999999956,0.008333333333333304,0.012499999999999956,0.008333333333333304,1,2
0000ed93d3e55dac26196c47f54c013570712edbfd7f3d9cbfb6678d53f31e39,LATE_LOSS,BASE64,WAIT,LOST,ACQUIRE_A,True,HELD,LOST,0,False,False,0.0,0.012499999999999956,0.09083333333333343,0.012499999999999956,0.09083333333333343,2,1
0000ed93d3e55dac26196c47f54c013570712edbfd7f3d9cbfb6678d53f31e39,LATE_LOSS,BASE64,WAIT,LOST,ADVANCE_A,False,WAIT,LOST,0,False,False,0.0,0.012499999999999956,0.008333333333333304,0.012499999999999956,0.008333333333333304,3,3
0000ed93d3e55dac26196c47f54c013570712edbfd7f3d9cbfb6678d53f31e39,LATE_LOSS,BASE64,WAIT,LOST,PLACE_A,False,WAIT,LOST,0,False,False,0.0,0.012499999999999956,0.008333333333333304,0.012499999999999956,0.008333333333333304,4,4
0000ed93d3e55dac26196c47f54c013570712edbfd7f3d9cbfb6678d53f31e39,LATE_LOSS,BASE64,WAIT,LOST,START_RECOVERY_A,False,WAIT,LOST,0,False,False,0.0,0.012499999999999956,0.008333333333333304,0.012499999999999956,0.008333333333333304,5,5
0000ed93d3e55dac26196c47f54c013570712edbfd7f3d9cbfb6678d53f31e39,LATE_LOSS,BASE64,WAIT,LOST,REGRASP_A,False,WAIT,LOST,0,False,False,0.0,0.012499999999999956,0.008333333333333304,0.012499999999999956,0.008333333333333304,6,6
0000ed93d3e55dac26196c47f54c013570712edbfd7f3d9cbfb6678d53f31e39,LATE_LOSS,BASE64,WAIT,LOST,RELEASE_A,False,WAIT,LOST,0,False,False,0.0,0.012499999999999956,0.008333333333333304,0.012499999999999956,0.008333333333333304,7,7
0000ed93d3e55dac26196c47f54c013570712edbfd7f3d9cbfb6678d53f31e39,LATE_LOSS,BASE64,WAIT,LOST,ACQUIRE_B,False,WAIT,LOST,0,False,False,0.0,0.012499999999999956,0.008333333333333304,0.012499999999999956,0.008333333333333304,8,8
0000ed93d3e55dac26196c47f54c013570712edbfd7f3d9cbfb6678d53f31e39,LATE_LOSS,BASE64,WAIT,LOST,ADVANCE_B,False,WAIT,LOST,0,False,False,0.0,0.012499999999999956,0.008333333333333304,0.012499999999999956,0.008333333333333304,9,9
0000ed93d3e55dac26196c47f54c013570712edbfd7f3d9cbfb6678d53f31e39,LATE_LOSS,BASE64,WAIT,LOST,PLACE_B,False,WAIT,LOST,0,False,False,0.0,0.012499999999999956,0.008333333333333304,0.012499999999999956,0.008333333333333304,10,10
0000ed93d3e55dac26196c47f54c013570712edbfd7f3d9cbfb6678d53f31e39,LATE_LOSS,BASE64,WAIT,LOST,START_RECOVERY_B,True,WAIT,RECOVERING,0,False,False,0.0,0.012499999999999956,0.008333333333333304,0.012499999999999956,0.008333333333333304,11,11
0000ed93d3e55dac26196c47f54c013570712edbfd7f3d9cbfb6678d53f31e39,LATE_LOSS,BASE64,WAIT,LOST,REGRASP_B,False,WAIT,LOST,0,False,False,0.0,0.012499999999999956,0.008333333333333304,0.012499999999999956,0.008333333333333304,12,12
0000ed93d3e55dac26196c47f54c013570712edbfd7f3d9cbfb6678d53f31e39,LATE_LOSS,BASE64,WAIT,LOST,RELEASE_B,False,WAIT,LOST,0,False,False,0.0,0.012499999999999956,0.008333333333333304,0.012499999999999956,0.008333333333333304,13,13
00011d43447b7837440191c9f544a278211c610759e15bfc3100344052560029,LATE_LOSS,LONG_CHAIN128,VALID,TRANSPORT,WAIT,True,VALID,TRANSPORT,1,False,False,0.0,0.003750000000000031,0.0016666666666666774,0.003750000000000031,0.0016666666666666774,3,3
00011d43447b7837440191c9f544a278211c610759e15bfc3100344052560029,LATE_LOSS,LONG_CHAIN128,VALID,TRANSPORT,ACQUIRE_A,False,VALID,TRANSPORT,1,False,False,0.0,0.003750000000000031,0.0016666666666666774,0.003750000000000031,0.0016666666666666774,4,4
00011d43447b7837440191c9f544a278211c610759e15bfc3100344052560029,LATE_LOSS,LONG_CHAIN128,VALID,TRANSPORT,ADVANCE_A,False,VALID,TRANSPORT,1,False,False,0.0,0.003750000000000031,0.0016666666666666774,0.003750000000000031,0.0016666666666666774,5,5
00011d43447b7837440191c9f544a278211c610759e15bfc3100344052560029,LATE_LOSS,LONG_CHAIN128,VALID,TRANSPORT,PLACE_A,False,VALID,TRANSPORT,1,False,False,0.0,0.003750000000000031,0.0016666666666666774,0.003750000000000031,0.0016666666666666774,6,6
00011d43447b7837440191c9f544a278211c610759e15bfc3100344052560029,LATE_LOSS,LONG_CHAIN128,VALID,TRANSPORT,START_RECOVERY_A,False,VALID,TRANSPORT,1,False,False,0.0,0.003750000000000031,0.0016666666666666774,0.003750000000000031,0.0016666666666666774,7,7
00011d43447b7837440191c9f544a278211c610759e15bfc3100344052560029,LATE_LOSS,LONG_CHAIN128,VALID,TRANSPORT,REGRASP_A,False,VALID,TRANSPORT,1,False,False,0.0,0.003750000000000031,0.0016666666666666774,0.003750000000000031,0.0016666666666666774,8,8
00011d43447b7837440191c9f544a278211c610759e15bfc3100344052560029,LATE_LOSS,LONG_CHAIN128,VALID,TRANSPORT,RELEASE_A,False,VALID,TRANSPORT,1,False,False,0.0,0.003750000000000031,0.0016666666666666774,0.003750000000000031,0.0016666666666666774,9,9
00011d43447b7837440191c9f544a278211c610759e15bfc3100344052560029,LATE_LOSS,LONG_CHAIN128,VALID,TRANSPORT,ACQUIRE_B,False,VALID,TRANSPORT,1,False,False,0.0,0.003750000000000031,0.0016666666666666774,0.003750000000000031,0.0016666666666666774,10,10
00011d43447b7837440191c9f544a278211c610759e15bfc3100344052560029,LATE_LOSS,LONG_CHAIN128,VALID,TRANSPORT,ADVANCE_B,True,VALID,TRANSPORT,1,False,False,0.0,0.003750000000000031,0.0016666666666666774,0.003750000000000031,0.0016666666666666774,11,11
00011d43447b7837440191c9f544a278211c610759e15bfc3100344052560029,LATE_LOSS,LONG_CHAIN128,VALID,TRANSPORT,PLACE_B,True,VALID,VALID,2,False,False,1.0,0.375,0.16666666666666669,1.375,1.1666666666666667,1,1
00011d43447b7837440191c9f544a278211c610759e15bfc3100344052560029,LATE_LOSS,LONG_CHAIN128,VALID,TRANSPORT,START_RECOVERY_B,False,VALID,TRANSPORT,1,False,False,0.0,0.003750000000000031,0.0016666666666666774,0.003750000000000031,0.0016666666666666774,12,12
00011d43447b7837440191c9f544a278211c610759e15bfc3100344052560029,LATE_LOSS,LONG_CHAIN128,VALID,TRANSPORT,REGRASP_B,False,VALID,TRANSPORT,1,False,False,0.0,0.003750000000000031,0.0016666666666666774,0.003750000000000031,0.0016666666666666774,13,13
00011d43447b7837440191c9f544a278211c610759e15bfc3100344052560029,LATE_LOSS,LONG_CHAIN128,VALID,TRANSPORT,RELEASE_B,True,VALID,VALID,2,False,False,1.0,0.375,0.16666666666666669,1.375,1.1666666666666667,2,2
0001d71db99f46295082566559ff742d9d4405f3c2ebf7386b1147891d3aa554,FREE_ORDER,LONG_CHAIN128,HELD,VALID,WAIT,True,HELD,VALID,1,False,False,0.0,0.0037930829211996198,0.003333333333333355,0.0037930829211996198,0.003333333333333355,2,2
0001d71db99f46295082566559ff742d9d4405f3c2ebf7386b1147891d3aa554,FREE_ORDER,LONG_CHAIN128,HELD,VALID,ACQUIRE_A,False,HELD,VALID,1,False,False,0.0,0.0037930829211996198,0.003333333333333355,0.0037930829211996198,0.003333333333333355,3,3
0001d71db99f46295082566559ff742d9d4405f3c2ebf7386b1147891d3aa554,FREE_ORDER,LONG_CHAIN128,HELD,VALID,ADVANCE_A,True,TRANSPORT,VALID,1,False,False,0.0,0.008058292119963228,0.1683333333333333,0.008058292119963228,0.1683333333333333,1,1
0001d71db99f46295082566559ff742d9d4405f3c2ebf7386b1147891d3aa554,FREE_ORDER,LONG_CHAIN128,HELD,VALID,PLACE_A,False,HELD,VALID,1,False,False,0.0,0.0037930829211996198,0.003333333333333355,0.0037930829211996198,0.003333333333333355,4,4
0001d71db99f46295082566559ff742d9d4405f3c2ebf7386b1147891d3aa554,FREE_ORDER,LONG_CHAIN128,HELD,VALID,START_RECOVERY_A,False,HELD,VALID,1,False,False,0.0,0.0037930829211996198,0.003333333333333355,0.0037930829211996198,0.003333333333333355,5,5
0001d71db99f46295082566559ff742d9d4405f3c2ebf7386b1147891d3aa554,FREE_ORDER,LONG_CHAIN128,HELD,VALID,REGRASP_A,False,HELD,VALID,1,False,False,0.0,0.0037930829211996198,0.003333333333333355,0.0037930829211996198,0.003333333333333355,6,6
0001d71db99f46295082566559ff742d9d4405f3c2ebf7386b1147891d3aa554,FREE_ORDER,LONG_CHAIN128,HELD,VALID,RELEASE_A,True,WAIT,VALID,1,False,False,0.0,-0.1156917078800368,-0.07916666666666672,-0.1156917078800368,-0.07916666666666672,13,13
0001d71db99f46295082566559ff742d9d4405f3c2ebf7386b1147891d3aa554,FREE_ORDER,LONG_CHAIN128,HELD,VALID,ACQUIRE_B,False,HELD,VALID,1,False,False,0.0,0.0037930829211996198,0.003333333333333355,0.0037930829211996198,0.003333333333333355,7,7
0001d71db99f46295082566559ff742d9d4405f3c2ebf7386b1147891d3aa554,FREE_ORDER,LONG_CHAIN128,HELD,VALID,ADVANCE_B,False,HELD,VALID,1,False,False,0.0,0.0037930829211996198,0.003333333333333355,0.0037930829211996198,0.003333333333333355,8,8
0001d71db99f46295082566559ff742d9d4405f3c2ebf7386b1147891d3aa554,FREE_ORDER,LONG_CHAIN128,HELD,VALID,PLACE_B,False,HELD,VALID,1,False,False,0.0,0.0037930829211996198,0.003333333333333355,0.0037930829211996198,0.003333333333333355,9,9
0001d71db99f46295082566559ff742d9d4405f3c2ebf7386b1147891d3aa554,FREE_ORDER,LONG_CHAIN128,HELD,VALID,START_RECOVERY_B,False,HELD,VALID,1,False,False,0.0,0.0037930829211996198,0.003333333333333355,0.0037930829211996198,0.003333333333333355,10,10
0001d71db99f46295082566559ff742d9d4405f3c2ebf7386b1147891d3aa554,FREE_ORDER,LONG_CHAIN128,HELD,VALID,REGRASP_B,False,HELD,VALID,1,False,False,0.0,0.0037930829211996198,0.003333333333333355,0.0037930829211996198,0.003333333333333355,11,11
0001d71db99f46295082566559ff742d9d4405f3c2ebf7386b1147891d3aa554,FREE_ORDER,LONG_CHAIN128,HELD,VALID,RELEASE_B,False,HELD,VALID,1,False,False,0.0,0.0037930829211996198,0.003333333333333355,0.0037930829211996198,0.003333333333333355,12,12
00022c911fa5451a4ad95da4fc73a77e0ad94bae6d0b3977e1d6ca2947c6b0cc,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,WAIT,True,TRANSPORT,VALID,1,False,False,0.0,0.0038048536828613755,0.001703235788574231,0.0038048536828613755,0.001703235788574231,2,2
00022c911fa5451a4ad95da4fc73a77e0ad94bae6d0b3977e1d6ca2947c6b0cc,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,ACQUIRE_A,False,TRANSPORT,VALID,1,False,False,0.0,0.0038048536828613755,0.001703235788574231,0.0038048536828613755,0.001703235788574231,3,3
00022c911fa5451a4ad95da4fc73a77e0ad94bae6d0b3977e1d6ca2947c6b0cc,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,ADVANCE_A,True,TRANSPORT,VALID,1,False,False,0.0,0.009235368286135526,0.005323578857423655,0.009235368286135526,0.005323578857423655,1,1
00022c911fa5451a4ad95da4fc73a77e0ad94bae6d0b3977e1d6ca2947c6b0cc,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,PLACE_A,False,TRANSPORT,VALID,1,False,False,0.0,0.0038048536828613755,0.001703235788574231,0.0038048536828613755,0.001703235788574231,4,4
00022c911fa5451a4ad95da4fc73a77e0ad94bae6d0b3977e1d6ca2947c6b0cc,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,START_RECOVERY_A,False,TRANSPORT,VALID,1,False,False,0.0,0.0038048536828613755,0.001703235788574231,0.0038048536828613755,0.001703235788574231,5,5
00022c911fa5451a4ad95da4fc73a77e0ad94bae6d0b3977e1d6ca2947c6b0cc,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,REGRASP_A,False,TRANSPORT,VALID,1,False,False,0.0,0.0038048536828613755,0.001703235788574231,0.0038048536828613755,0.001703235788574231,6,6
00022c911fa5451a4ad95da4fc73a77e0ad94bae6d0b3977e1d6ca2947c6b0cc,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,RELEASE_A,True,WAIT,VALID,1,False,False,0.0,-0.1145146317138645,-0.24217642114257637,-0.1145146317138645,-0.24217642114257637,13,13
00022c911fa5451a4ad95da4fc73a77e0ad94bae6d0b3977e1d6ca2947c6b0cc,TWO_LOSSES,LONG_CHAIN128,TRANSPORT,VALID,ACQUIRE_B,False,TRANSPORT,VALID,1,False,False,0.0,0.0038048536828613755,0.001703235788574231,0.0038048536828613755,0.001703235788574231,7,7
