method,policy_seed,checkpoint_step,path,exists,bytes,sha256,is_final
GRAPH_COST_PBRS,223,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_223/policy_524288.zip,True,546212,45e39d25b8f5227adf7371b06bec4fa7a74be2970f7168a81be6f52d6cc8f920,True
GRAPH_COST_PBRS,227,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_227/policy_0.zip,True,191552,da7764d77d5c4a838b9fc92805a36d42023ed5965f5a5c461fe061e49ba3720f,False
GRAPH_COST_PBRS,227,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_227/policy_32768.zip,True,546204,b2ee8aef205312c685579f91554b54c2db97eee4a468979088eb44d8a01476ef,False
GRAPH_COST_PBRS,227,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_227/policy_65536.zip,True,546208,adc3c1852c8e8339faa2dbda851ed22849105d0508690ca9c4ada0116977a782,False
GRAPH_COST_PBRS,227,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_227/policy_131072.zip,True,546210,913ab489873e41d6438f629bc1f133e32ab15ae462b3b0e985147ac4c1f03417,False
GRAPH_COST_PBRS,227,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_227/policy_262144.zip,True,546212,abd70bc4c22c7b72b100aaa7123ca4e96d1367a670120f40ef6bfd8eae0510cc,False
GRAPH_COST_PBRS,227,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_227/policy_524288.zip,True,546212,dd1e7a9a0ce1f9811abeed0f732a4cc1642363d51a56904c7654791cd8a11847,True
GRAPH_COST_PBRS,229,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_229/policy_0.zip,True,191552,25abff1c3e4e2570c8d0e7da854969738ee40941dce0f41d0ab29fccd4331f22,False
GRAPH_COST_PBRS,229,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_229/policy_32768.zip,True,546204,b607fa50e0c6398508cd43c51d61545346865b9b2ca242efd341dc922366721b,False
GRAPH_COST_PBRS,229,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_229/policy_65536.zip,True,546208,3e9d3bb05ba63bfe4e8dbdd1b7fddb30a63aa4ddc4ad3710e6184814e7e4da93,False
GRAPH_COST_PBRS,229,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_229/policy_131072.zip,True,546210,7011dd8e956a4d713665afd652a3e6fabebd4c4be730af0b5df5bb12145f7b2f,False
GRAPH_COST_PBRS,229,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_229/policy_262144.zip,True,546212,78385e6df97e39cb50011cbfd20c0ca61d89aee7efe1f2cda184ab858fccfa17,False
GRAPH_COST_PBRS,229,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_229/policy_524288.zip,True,546212,a0756eb924f073fe19d2a0d4d28d7327dcfe421185b695f4d70172fbdcc8c5a9,True
GRAPH_COST_PBRS,233,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_233/policy_0.zip,True,191552,f2c3c8680e64621f78e9c6709c547dd711af282fc5fbb06c6218411e28f18fc8,False
GRAPH_COST_PBRS,233,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_233/policy_32768.zip,True,546204,3d18aa868a058eb0eb97bce466fbdd7901d3c007b68824e7a78dd8a9cad55cbf,False
GRAPH_COST_PBRS,233,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_233/policy_65536.zip,True,546208,bd3227e6f8fbd6d2ee67f3ca88647727ba8f97faf6b7a0578565dfd74c432562,False
GRAPH_COST_PBRS,233,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_233/policy_131072.zip,True,546210,74e23d595e64e1c00ebc1eba26a05b3f70f4f87a6590ecead0615825bb8f9397,False
GRAPH_COST_PBRS,233,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_233/policy_262144.zip,True,546212,7aee50b9f212e966eafc1fff921bd2d38d796c896904a8dca02566dc0975e4fc,False
GRAPH_COST_PBRS,233,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_233/policy_524288.zip,True,546212,8edcd403395bcba87c89c94004f091f7ad85063a232e19e7aba519fa6caf9040,True
GRAPH_COST_PBRS,239,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_239/policy_0.zip,True,191552,45efbab178fa1cca0574b0ab2753f21f144ad62254e56d91d8fafb8954cec664,False
GRAPH_COST_PBRS,239,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_239/policy_32768.zip,True,546204,491d99316d4eab62c8429b1e7cd030826bab79c46ca66d2357bceacaaed94e9c,False
GRAPH_COST_PBRS,239,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_239/policy_65536.zip,True,546208,cfb5191887082365e7c1c11816c7e9419eb756c1fb0b39f8a53675ae77cb98d9,False
GRAPH_COST_PBRS,239,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_239/policy_131072.zip,True,546210,65241cd4e62f98c384bc2469adce7e3309707c5aff21e3091ebceb77f0ffc7ef,False
GRAPH_COST_PBRS,239,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_239/policy_262144.zip,True,546212,72dc0e668ff67b83af2cfd4d4de4e5e468b034b6a013071a995f23ebc337dea6,False
GRAPH_COST_PBRS,239,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_239/policy_524288.zip,True,546212,9b3db9f19e4baf8252275b11bedda0ff8e6838cd78ea9ef4e0add2b8987bc219,True
GRAPH_COST_PBRS,241,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_241/policy_0.zip,True,191552,62cdb29ec6f0235f4628d6072d99336189b4bed2d210224cf7f933ef82825d3d,False
GRAPH_COST_PBRS,241,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_241/policy_32768.zip,True,546204,e4d93d103f5a717eb68428af313e6f4b8aa46abe2fcc056baa5e71d76f46e1d1,False
GRAPH_COST_PBRS,241,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_241/policy_65536.zip,True,546208,3c1bf678595966aec23b78f375c15ebed234671cea654307b5555bcd0fb00f3a,False
GRAPH_COST_PBRS,241,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_241/policy_131072.zip,True,546210,b510ee38c61b4c920927dad6a4fbdd071ca1d742fe2463e5087d7bff79d7c94a,False
GRAPH_COST_PBRS,241,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_241/policy_262144.zip,True,546212,b4b484ed38747cf96c5bf7955401821a1e6f499535da8463ecb6713baadf0bd9,False
GRAPH_COST_PBRS,241,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_241/policy_524288.zip,True,546212,e915872417ba79a9bb8e28a89bedbeedbcf31a4ff7b5c7f2edf1525778d01f37,True
GRAPH_COST_PBRS,251,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_251/policy_0.zip,True,191552,85943c99e5db7fc8ffbad0a746fac5a041baf0443f7aff8b11bad6c13e315eaa,False
GRAPH_COST_PBRS,251,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_251/policy_32768.zip,True,546204,eff06dbb461ec63afd4fbd68bfbe687511968675edbdfdac311b3c9a0c9b1394,False
GRAPH_COST_PBRS,251,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_251/policy_65536.zip,True,546208,6c1a954e6d859e35420141ade721a77dc12f12a3844a540c24611becfa95cbed,False
GRAPH_COST_PBRS,251,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_251/policy_131072.zip,True,546210,591e5319efa596dca5bc8444dcb2661a8a818ae1393b31a301647f1200f83004,False
GRAPH_COST_PBRS,251,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_251/policy_262144.zip,True,546212,70b0a3ae7b2f50db9861ef8839b23aaf4a6c1b93893b135ec79748b8599838bd,False
GRAPH_COST_PBRS,251,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_COST_PBRS/seed_251/policy_524288.zip,True,546212,1f38ea138379e9f45dca36e0f6293c139fcab5c387832f661ff72afa1bf6a859,True
GRAPH_FULL_PBRS,211,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_211/policy_0.zip,True,191552,543b2e34f121c8dee304af47d95e791462cb2fe018d805a9dad3f9e66ad7ddf0,False
GRAPH_FULL_PBRS,211,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_211/policy_32768.zip,True,546204,a6387d7a2c870a82dd82bb52068ec25329c3b789c930a9babab8ad29bdf6a031,False
GRAPH_FULL_PBRS,211,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_211/policy_65536.zip,True,546208,a0bc72e86ecbd34750a75e15dbcd721de5e1d7b7c6df2837cfc187162c091803,False
GRAPH_FULL_PBRS,211,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_211/policy_131072.zip,True,546210,404a15f06d9a5085527767d020b132b877d5960fdded9bb12c015d5863988cff,False
GRAPH_FULL_PBRS,211,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_211/policy_262144.zip,True,546212,b76ac225efab1fd49a737956f2fb66b293cfbe4e39dc9f81c4c13920ce3a0315,False
GRAPH_FULL_PBRS,211,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_211/policy_524288.zip,True,546212,de8f43abf7e8908b8c854effd01c6d58413effd9a9606e5fc7b4147973552658,True
GRAPH_FULL_PBRS,223,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_223/policy_0.zip,True,191552,4fd5cb4b8457b6c6fa1c6584fc2982d2bdf9e9f88478c991a44edd97e50439a6,False
GRAPH_FULL_PBRS,223,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_223/policy_32768.zip,True,546204,769b23fe838fe2f9edb02a305a495829207274869851d850f6f12b3b571fbdcd,False
GRAPH_FULL_PBRS,223,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_223/policy_65536.zip,True,546208,ff8ca46701d212956601f8db57b0699fd6206e884d9d4e74df85c53a88a311db,False
GRAPH_FULL_PBRS,223,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_223/policy_131072.zip,True,546210,4eb9253f9161d16c6639baafcee455914a4021c3f90ceb128d5b1949dd7f0c9a,False
GRAPH_FULL_PBRS,223,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_223/policy_262144.zip,True,546212,5465221a80acddfc959bb5dc9c88208e72d751073d558aa7593856c40fb1d8cb,False
GRAPH_FULL_PBRS,223,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_223/policy_524288.zip,True,546212,5ee74dfc3841091306bdd72e107b7111483cccce0cacb7a170df3f3e75de5560,True
GRAPH_FULL_PBRS,227,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_227/policy_0.zip,True,191552,f550c8ccd72ba869ecba613fd2b1dbf3807e69b1cae5b694d2b64f4278d70c8b,False
GRAPH_FULL_PBRS,227,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_227/policy_32768.zip,True,546204,9e3628dc9c3e9f5941385cbd5058db45b9f28925ec9f1c24046533a7cc8faaa9,False
GRAPH_FULL_PBRS,227,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_227/policy_65536.zip,True,546208,f115e41b92910dd66d1948de9e61ee508bf19e23ba6ba547d6d882a9bef048bc,False
GRAPH_FULL_PBRS,227,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_227/policy_131072.zip,True,546210,19d37bab20391af07d0faa9b8d1b86f7e450f6c2cd156d7d2a2b1927c5a20e0b,False
GRAPH_FULL_PBRS,227,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_227/policy_262144.zip,True,546212,7336a2a2c88fab02917a229076b776399e474ff8603d9afc27ad47d91f3874cd,False
GRAPH_FULL_PBRS,227,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_227/policy_524288.zip,True,546212,eaeaf5747a9bf56687b25ff9f30e4585c36715814fc46bc5b4c93180b632ac0a,True
GRAPH_FULL_PBRS,229,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_229/policy_0.zip,True,191552,2cf633d63f7e6c2baa7ffaa428488011634210c9deb741703957ad16dd6d471a,False
GRAPH_FULL_PBRS,229,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_229/policy_32768.zip,True,546204,b8287e53e0e942371e4402aff00a52e65aa4f37df5fd7410eab54ad8c99450f2,False
GRAPH_FULL_PBRS,229,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_229/policy_65536.zip,True,546208,e14f2e44d480add58b972c47288d6bc80309be54584eed580d557ada84e77aa1,False
GRAPH_FULL_PBRS,229,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_229/policy_131072.zip,True,546210,e855050dad801f6917a853493d250205e075d4c57da91e467208e9fb89cd38d2,False
GRAPH_FULL_PBRS,229,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_229/policy_262144.zip,True,546212,e473f65310295b6b3e6094b793e8acb743b688de7dcc6a305ed377817eb8eadb,False
GRAPH_FULL_PBRS,229,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_229/policy_524288.zip,True,546212,49fef375e716f764f958f2b0aab5f676016273ce33e7523ab6795d0f4a4cbaee,True
GRAPH_FULL_PBRS,233,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_233/policy_0.zip,True,191552,64a3d6f5b3e6bac8f2af5327aa9d93b0305110023e23a8e96a868b57b8d526f3,False
GRAPH_FULL_PBRS,233,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_233/policy_32768.zip,True,546204,c8bfac9f639c86382ee3c30733d3fd34fe2e6cb3b7b0e89595d9be9b7b686b99,False
GRAPH_FULL_PBRS,233,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_233/policy_65536.zip,True,546208,7427b4bd4db243fcaad640e7b362015c5503146d8ca719668c81dbd3474f98bb,False
GRAPH_FULL_PBRS,233,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_233/policy_131072.zip,True,546210,acfe6b181b34c89d06e5af074e3c5407a1d3afb26ea668431ab1c1a148843740,False
GRAPH_FULL_PBRS,233,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_233/policy_262144.zip,True,546212,fc5b4312cb2b24414b56992bc95619bfee02d203b849ef56deba50d868bc21a6,False
GRAPH_FULL_PBRS,233,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_233/policy_524288.zip,True,546212,9ad4c67b33c26284da8467e1fcf6e20d7e659d8e0236eff2cf29f10db04c3e46,True
GRAPH_FULL_PBRS,239,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_239/policy_0.zip,True,191552,5f6def5eef25494c1aeca7df5068432d7dbf802fe1ad014f41b0eb4c97a1e095,False
GRAPH_FULL_PBRS,239,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_239/policy_32768.zip,True,546204,d64f43b6311532399a0e38b66ab5bfdcac4d840d6b8e58e56ad495cf21d904ae,False
GRAPH_FULL_PBRS,239,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_239/policy_65536.zip,True,546208,87bab92f717d3373f4ab21939920ca150554bcbb574a1ec96e13472c7c4122af,False
GRAPH_FULL_PBRS,239,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_239/policy_131072.zip,True,546210,e92b5770c744921e8cda7c5015a327632f039f0a7d40583664519f2449d17ae6,False
GRAPH_FULL_PBRS,239,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_239/policy_262144.zip,True,546212,5a958569213eac56adb9b1d7bd663fd2d796fc968063e7b481f0d0e82f9b515b,False
GRAPH_FULL_PBRS,239,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_239/policy_524288.zip,True,546212,1b50e67abdf1a7ad1f017100fa2b483239297c2249d8d4a529fdaac7fe981b73,True
GRAPH_FULL_PBRS,241,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_241/policy_0.zip,True,191552,e5a19f86052dfd2a51615b100aea9046e12c4eb96326488a0524f4c58993bc97,False
GRAPH_FULL_PBRS,241,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_241/policy_32768.zip,True,546204,b50cf9381eb6f8fbc3c25e75e0f9ff1890e70f6250c20d6520aaa019528b6b10,False
GRAPH_FULL_PBRS,241,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_241/policy_65536.zip,True,546208,f1c66e16d14615bce8042877cc5c1660db409a2323f8d4e7c43c4f8de799fba0,False
GRAPH_FULL_PBRS,241,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_241/policy_131072.zip,True,546210,baa82590544d28d0b77e4d621d1a70133051378e269a48223a4ff92fd79213fd,False
GRAPH_FULL_PBRS,241,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_241/policy_262144.zip,True,546212,cf9eefb967abfb7273d494af3129b209e92973df79d73f2f6ecadf6e241403b8,False
GRAPH_FULL_PBRS,241,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_241/policy_524288.zip,True,546212,833466f5c9666a3a4c4eedeec1e5f54760491205b94850cb010c92dc3e0afe87,True
GRAPH_FULL_PBRS,251,0,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_251/policy_0.zip,True,191552,7013dd59018d2b326b32a3ce6bb9075b10f758aac692d3823db3ff57144287b3,False
GRAPH_FULL_PBRS,251,32768,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_251/policy_32768.zip,True,546204,5c959536e26753b14fb2e93a2cbc33dc39a3434ceb4e295b5920946b674a65ba,False
GRAPH_FULL_PBRS,251,65536,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_251/policy_65536.zip,True,546208,1a14d5553f164f1e85a173a0f97e3d68194b3e55a9ac1b3f699b603d98ef2e78,False
GRAPH_FULL_PBRS,251,131072,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_251/policy_131072.zip,True,546210,691e46095b34a3890c6e7de7d0a00d5aa70a24d5a0703850c9245eba57695fd7,False
GRAPH_FULL_PBRS,251,262144,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_251/policy_262144.zip,True,546212,b58b114f79bde91fe9c9746392f25c1df5295ef43e091e6ea9b5a7896d956e90,False
GRAPH_FULL_PBRS,251,524288,/home/__compress_data/xushijie/graph_pathgraph_p2b_ppo_data/run_v1/training/GRAPH_FULL_PBRS/seed_251/policy_524288.zip,True,546212,7e844e52b4a861f91a4ebff7e0b0f7e2268557c588d0766ad7ab00666d956710,True
