episode_id,n_steps,path,rollout_seed,root_family_id,split,success,terminal_reason
u4b_u4b_v1_52_8600042,6,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_52_8600042.json,8600042,u4b_v1_52,confirm,False,terminal_collision
u4b_u4b_v1_52_8600043,7,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_52_8600043.json,8600043,u4b_v1_52,confirm,False,terminal_collision
u4b_u4b_v1_53_8600050,35,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_53_8600050.json,8600050,u4b_v1_53,confirm,True,stable_success
u4b_u4b_v1_53_8600051,35,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_53_8600051.json,8600051,u4b_v1_53,confirm,True,stable_success
u4b_u4b_v1_53_8600052,35,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_53_8600052.json,8600052,u4b_v1_53,confirm,True,stable_success
u4b_u4b_v1_53_8600053,33,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_53_8600053.json,8600053,u4b_v1_53,confirm,True,stable_success
u4b_u4b_v1_54_8600060,25,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_54_8600060.json,8600060,u4b_v1_54,confirm,True,stable_success
u4b_u4b_v1_54_8600061,25,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_54_8600061.json,8600061,u4b_v1_54,confirm,True,stable_success
u4b_u4b_v1_54_8600062,24,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_54_8600062.json,8600062,u4b_v1_54,confirm,True,stable_success
u4b_u4b_v1_54_8600063,25,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_54_8600063.json,8600063,u4b_v1_54,confirm,True,stable_success
u4b_u4b_v1_55_8600070,48,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_55_8600070.json,8600070,u4b_v1_55,confirm,False,horizon
u4b_u4b_v1_55_8600071,22,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_55_8600071.json,8600071,u4b_v1_55,confirm,True,stable_success
u4b_u4b_v1_55_8600072,27,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_55_8600072.json,8600072,u4b_v1_55,confirm,True,stable_success
u4b_u4b_v1_55_8600073,48,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_55_8600073.json,8600073,u4b_v1_55,confirm,False,horizon
u4b_u4b_v1_56_8600080,28,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_56_8600080.json,8600080,u4b_v1_56,confirm,True,stable_success
u4b_u4b_v1_56_8600081,25,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_56_8600081.json,8600081,u4b_v1_56,confirm,True,stable_success
u4b_u4b_v1_56_8600082,26,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_56_8600082.json,8600082,u4b_v1_56,confirm,True,stable_success
u4b_u4b_v1_56_8600083,26,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_56_8600083.json,8600083,u4b_v1_56,confirm,True,stable_success
u4b_u4b_v1_57_8600090,26,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_57_8600090.json,8600090,u4b_v1_57,confirm,True,stable_success
u4b_u4b_v1_57_8600091,23,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_57_8600091.json,8600091,u4b_v1_57,confirm,True,stable_success
u4b_u4b_v1_57_8600092,24,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_57_8600092.json,8600092,u4b_v1_57,confirm,True,stable_success
u4b_u4b_v1_57_8600093,25,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_57_8600093.json,8600093,u4b_v1_57,confirm,True,stable_success
u4b_u4b_v1_58_8600100,8,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_58_8600100.json,8600100,u4b_v1_58,confirm,False,terminal_collision
u4b_u4b_v1_58_8600101,8,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_58_8600101.json,8600101,u4b_v1_58,confirm,False,terminal_collision
u4b_u4b_v1_58_8600102,8,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_58_8600102.json,8600102,u4b_v1_58,confirm,False,terminal_collision
u4b_u4b_v1_58_8600103,8,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_58_8600103.json,8600103,u4b_v1_58,confirm,False,terminal_collision
u4b_u4b_v1_59_8600110,32,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_59_8600110.json,8600110,u4b_v1_59,confirm,True,stable_success
u4b_u4b_v1_59_8600111,37,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_59_8600111.json,8600111,u4b_v1_59,confirm,True,stable_success
u4b_u4b_v1_59_8600112,32,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_59_8600112.json,8600112,u4b_v1_59,confirm,True,stable_success
u4b_u4b_v1_59_8600113,36,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v1/data/confirmation/u4b_u4b_v1_59_8600113.json,8600113,u4b_v1_59,confirm,True,stable_success
