task_id,condition,rollout_index,env_seed,source
transport_dual_order,B_first,21,20260941,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,22,20260942,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,23,20260943,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,24,20260944,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,25,20260945,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,26,20260946,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,27,20260947,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,28,20260948,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,29,20260949,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,30,20260950,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,31,20260951,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,32,20260952,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,33,20260953,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,34,20260954,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,35,20260955,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,36,20260956,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,37,20260957,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,38,20260958,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,39,20260959,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,40,20260960,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,41,20260961,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,42,20260962,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,43,20260963,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,44,20260964,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,45,20260965,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,46,20260966,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,47,20260967,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,48,20260968,recovered_from_frozen_test_rollouts
transport_dual_order,B_first,49,20260969,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,0,20260920,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,1,20260921,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,2,20260922,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,3,20260923,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,4,20260924,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,5,20260925,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,6,20260926,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,7,20260927,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,8,20260928,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,9,20260929,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,10,20260930,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,11,20260931,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,12,20260932,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,13,20260933,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,14,20260934,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,15,20260935,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,16,20260936,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,17,20260937,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,18,20260938,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,19,20260939,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,20,20260940,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,21,20260941,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,22,20260942,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,23,20260943,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,24,20260944,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,25,20260945,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,26,20260946,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,27,20260947,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,28,20260948,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,29,20260949,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,30,20260950,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,31,20260951,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,32,20260952,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,33,20260953,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,34,20260954,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,35,20260955,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,36,20260956,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,37,20260957,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,38,20260958,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,39,20260959,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,40,20260960,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,41,20260961,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,42,20260962,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,43,20260963,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,44,20260964,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,45,20260965,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,46,20260966,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,47,20260967,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,48,20260968,recovered_from_frozen_test_rollouts
transport_recovery,drop_regrasp,49,20260969,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,0,20260920,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,1,20260921,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,2,20260922,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,3,20260923,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,4,20260924,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,5,20260925,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,6,20260926,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,7,20260927,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,8,20260928,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,9,20260929,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,10,20260930,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,11,20260931,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,12,20260932,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,13,20260933,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,14,20260934,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,15,20260935,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,16,20260936,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,17,20260937,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,18,20260938,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,19,20260939,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,20,20260940,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,21,20260941,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,22,20260942,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,23,20260943,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,24,20260944,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,25,20260945,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,26,20260946,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,27,20260947,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,28,20260948,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,29,20260949,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,30,20260950,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,31,20260951,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,32,20260952,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,33,20260953,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,34,20260954,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,35,20260955,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,36,20260956,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,37,20260957,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,38,20260958,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,39,20260959,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,40,20260960,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,41,20260961,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,42,20260962,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,43,20260963,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,44,20260964,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,45,20260965,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,46,20260966,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,47,20260967,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,48,20260968,recovered_from_frozen_test_rollouts
transport_recovery,gripper_reopen,49,20260969,recovered_from_frozen_test_rollouts
transport_recovery,natural,0,20260920,recovered_from_frozen_test_rollouts
transport_recovery,natural,1,20260921,recovered_from_frozen_test_rollouts
transport_recovery,natural,2,20260922,recovered_from_frozen_test_rollouts
transport_recovery,natural,3,20260923,recovered_from_frozen_test_rollouts
transport_recovery,natural,4,20260924,recovered_from_frozen_test_rollouts
transport_recovery,natural,5,20260925,recovered_from_frozen_test_rollouts
transport_recovery,natural,6,20260926,recovered_from_frozen_test_rollouts
transport_recovery,natural,7,20260927,recovered_from_frozen_test_rollouts
transport_recovery,natural,8,20260928,recovered_from_frozen_test_rollouts
transport_recovery,natural,9,20260929,recovered_from_frozen_test_rollouts
transport_recovery,natural,10,20260930,recovered_from_frozen_test_rollouts
transport_recovery,natural,11,20260931,recovered_from_frozen_test_rollouts
transport_recovery,natural,12,20260932,recovered_from_frozen_test_rollouts
transport_recovery,natural,13,20260933,recovered_from_frozen_test_rollouts
transport_recovery,natural,14,20260934,recovered_from_frozen_test_rollouts
transport_recovery,natural,15,20260935,recovered_from_frozen_test_rollouts
transport_recovery,natural,16,20260936,recovered_from_frozen_test_rollouts
transport_recovery,natural,17,20260937,recovered_from_frozen_test_rollouts
transport_recovery,natural,18,20260938,recovered_from_frozen_test_rollouts
transport_recovery,natural,19,20260939,recovered_from_frozen_test_rollouts
transport_recovery,natural,20,20260940,recovered_from_frozen_test_rollouts
transport_recovery,natural,21,20260941,recovered_from_frozen_test_rollouts
transport_recovery,natural,22,20260942,recovered_from_frozen_test_rollouts
transport_recovery,natural,23,20260943,recovered_from_frozen_test_rollouts
transport_recovery,natural,24,20260944,recovered_from_frozen_test_rollouts
transport_recovery,natural,25,20260945,recovered_from_frozen_test_rollouts
transport_recovery,natural,26,20260946,recovered_from_frozen_test_rollouts
transport_recovery,natural,27,20260947,recovered_from_frozen_test_rollouts
transport_recovery,natural,28,20260948,recovered_from_frozen_test_rollouts
transport_recovery,natural,29,20260949,recovered_from_frozen_test_rollouts
transport_recovery,natural,30,20260950,recovered_from_frozen_test_rollouts
transport_recovery,natural,31,20260951,recovered_from_frozen_test_rollouts
transport_recovery,natural,32,20260952,recovered_from_frozen_test_rollouts
transport_recovery,natural,33,20260953,recovered_from_frozen_test_rollouts
transport_recovery,natural,34,20260954,recovered_from_frozen_test_rollouts
transport_recovery,natural,35,20260955,recovered_from_frozen_test_rollouts
transport_recovery,natural,36,20260956,recovered_from_frozen_test_rollouts
transport_recovery,natural,37,20260957,recovered_from_frozen_test_rollouts
transport_recovery,natural,38,20260958,recovered_from_frozen_test_rollouts
transport_recovery,natural,39,20260959,recovered_from_frozen_test_rollouts
transport_recovery,natural,40,20260960,recovered_from_frozen_test_rollouts
transport_recovery,natural,41,20260961,recovered_from_frozen_test_rollouts
transport_recovery,natural,42,20260962,recovered_from_frozen_test_rollouts
transport_recovery,natural,43,20260963,recovered_from_frozen_test_rollouts
transport_recovery,natural,44,20260964,recovered_from_frozen_test_rollouts
transport_recovery,natural,45,20260965,recovered_from_frozen_test_rollouts
transport_recovery,natural,46,20260966,recovered_from_frozen_test_rollouts
transport_recovery,natural,47,20260967,recovered_from_frozen_test_rollouts
transport_recovery,natural,48,20260968,recovered_from_frozen_test_rollouts
transport_recovery,natural,49,20260969,recovered_from_frozen_test_rollouts
