episode_id,method,signed_return,positive_weight_sum,n,nonzero_pos
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,UNORDERED_R1,0.3333333333333333,0.6666666666666666,139,2
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,SPARSE_TERMINAL,0.0,0.0,139,0
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,UNORDERED_VALID_COUNT,0.5,1.0,139,2
P1V5_F02_920002__D6_repeat_completed_subgoal_then_terminal_failure,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,0.5,1.0,139,2
P1V5_F02_920002__R1_clean_transport_success,FULL_FROZEN,1.137842661666666,1.3045093283333324,67,11
P1V5_F02_920002__R1_clean_transport_success,GRAPH_COST_PHI,1.137842661666666,1.3045093283333324,67,11
P1V5_F02_920002__R1_clean_transport_success,GRAPH_COST_DEBT,0.6666666666666666,0.8333333333333333,67,3
P1V5_F02_920002__R1_clean_transport_success,GRAPH_COST_ONLY,0.6666666666666666,0.8333333333333333,67,3
P1V5_F02_920002__R1_clean_transport_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.6666666666666666,1.3045093283333324,67,11
P1V5_F02_920002__R1_clean_transport_success,PAIRED_EVENT_BALANCED,0.0,0.0,67,0
P1V5_F02_920002__R1_clean_transport_success,V6_CAP_COST_ONLY,0.6666666666666666,0.8333333333333333,67,3
P1V5_F02_920002__R1_clean_transport_success,V6_CAP_WITHIN_PHI_ABLATION,0.6930649637895705,0.8597316304562372,67,11
P1V5_F02_920002__R1_clean_transport_success,V6_CAP_POTENTIAL,0.6666666666666666,0.9983850946221017,67,11
P1V5_F02_920002__R1_clean_transport_success,SPARSE_TERMINAL,1.0,1.0,67,1
P1V5_F02_920002__R1_clean_transport_success,UNORDERED_VALID_COUNT,1.0,1.0,67,1
P1V5_F02_920002__R1_clean_transport_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.0,67,1
P1V5_F02_920002__R2_loss_at_40pct_recover_success,FULL_FROZEN,0.9040674910251825,1.5707341576918492,117,24
P1V5_F02_920002__R2_loss_at_40pct_recover_success,GRAPH_COST_PHI,0.9040674910251825,1.5707341576918492,117,24
P1V5_F02_920002__R2_loss_at_40pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,1.3333333333333335,117,5
P1V5_F02_920002__R2_loss_at_40pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,1.3333333333333335,117,5
P1V5_F02_920002__R2_loss_at_40pct_recover_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.6666666666666667,2.025053133653954,117,24
P1V5_F02_920002__R2_loss_at_40pct_recover_success,PAIRED_EVENT_BALANCED,0.0,1.0,117,1
P1V5_F02_920002__R2_loss_at_40pct_recover_success,V6_CAP_COST_ONLY,0.6666666666666667,1.3333333333333335,117,5
P1V5_F02_920002__R2_loss_at_40pct_recover_success,V6_CAP_WITHIN_PHI_ABLATION,0.7457994681686161,1.4124661348352827,117,23
P1V5_F02_920002__R2_loss_at_40pct_recover_success,V6_CAP_POTENTIAL,0.6666666666666666,1.5639056531723656,117,23
P1V5_F02_920002__R2_loss_at_40pct_recover_success,SPARSE_TERMINAL,1.0,1.0,117,1
P1V5_F02_920002__R2_loss_at_40pct_recover_success,UNORDERED_VALID_COUNT,1.0,1.0,117,1
P1V5_F02_920002__R2_loss_at_40pct_recover_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,2.0,117,2
P1V5_F02_920002__R3_loss_at_80pct_recover_success,FULL_FROZEN,1.0890737974726774,1.7557404641393441,117,24
P1V5_F02_920002__R3_loss_at_80pct_recover_success,GRAPH_COST_PHI,1.0890737974726774,1.7557404641393441,117,24
P1V5_F02_920002__R3_loss_at_80pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,1.3333333333333335,117,5
P1V5_F02_920002__R3_loss_at_80pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,1.3333333333333335,117,5
P1V5_F02_920002__R3_loss_at_80pct_recover_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.6666666666666667,2.2199733552280687,117,24
P1V5_F02_920002__R3_loss_at_80pct_recover_success,PAIRED_EVENT_BALANCED,0.0,1.0,117,1
P1V5_F02_920002__R3_loss_at_80pct_recover_success,V6_CAP_COST_ONLY,0.6666666666666667,1.3333333333333335,117,5
P1V5_F02_920002__R3_loss_at_80pct_recover_success,V6_CAP_WITHIN_PHI_ABLATION,0.8074688052624492,1.474135471929116,117,23
P1V5_F02_920002__R3_loss_at_80pct_recover_success,V6_CAP_POTENTIAL,0.6666666666666666,1.6288796590939971,117,23
P1V5_F02_920002__R3_loss_at_80pct_recover_success,SPARSE_TERMINAL,1.0,1.0,117,1
P1V5_F02_920002__R3_loss_at_80pct_recover_success,UNORDERED_VALID_COUNT,1.0,1.0,117,1
P1V5_F02_920002__R3_loss_at_80pct_recover_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,2.0,117,2
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,FULL_FROZEN,1.434334412915962,3.825538710086179,289,57
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,GRAPH_COST_PHI,1.434334412915962,3.825538710086179,289,57
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,GRAPH_COST_DEBT,0.6666666666666667,3.0,289,13
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,GRAPH_COST_ONLY,0.6666666666666667,3.0,289,13
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.6666666666666667,4.220582760833237,289,55
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,PAIRED_EVENT_BALANCED,0.0,3.0,289,3
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,V6_CAP_COST_ONLY,0.6666666666666667,3.0,289,13
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,V6_CAP_WITHIN_PHI_ABLATION,0.9225567376029553,3.275180569975653,289,56
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,V6_CAP_POTENTIAL,0.6666666666666667,3.517967589498806,289,56
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,SPARSE_TERMINAL,1.0,1.0,289,1
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,UNORDERED_VALID_COUNT,1.0,1.0,289,1
P1V5_F02_920002__R4_three_cycles_at_40pct_then_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,4.0,289,4
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,FULL_FROZEN,1.7400560032288863,4.477916724472695,289,57
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,GRAPH_COST_PHI,1.7400560032288863,4.477916724472695,289,57
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,GRAPH_COST_DEBT,0.6666666666666667,3.3333333333333335,289,13
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,GRAPH_COST_ONLY,0.6666666666666667,3.3333333333333335,289,13
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.6666666666666669,5.219136300439924,289,55
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,PAIRED_EVENT_BALANCED,0.0,3.0,289,3
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,V6_CAP_COST_ONLY,0.6666666666666667,3.3333333333333335,289,13
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,V6_CAP_WITHIN_PHI_ABLATION,1.0244648734492385,3.714863110326138,289,56
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,V6_CAP_POTENTIAL,0.6666666666666665,3.9132366869496367,289,56
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,SPARSE_TERMINAL,3.0,3.0,289,3
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,UNORDERED_VALID_COUNT,1.0,3.0,289,3
P1V5_F02_920002__R5_three_cycles_at_80pct_then_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,6.0,289,6
P1V5_F02_920002__R6_three_closed_cycles_then_stop,FULL_FROZEN,0.8110788215906066,3.035616452094157,255,43
P1V5_F02_920002__R6_three_closed_cycles_then_stop,GRAPH_COST_PHI,0.8110788215906066,3.035616452094157,255,43
P1V5_F02_920002__R6_three_closed_cycles_then_stop,GRAPH_COST_DEBT,0.3333333333333334,2.5,255,12
P1V5_F02_920002__R6_three_closed_cycles_then_stop,GRAPH_COST_ONLY,0.3333333333333334,2.5,255,12
P1V5_F02_920002__R6_three_closed_cycles_then_stop,OLD_GLOBAL_PHI_DIAGNOSTIC,0.5405745646022788,3.430660502841215,255,41
P1V5_F02_920002__R6_three_closed_cycles_then_stop,PAIRED_EVENT_BALANCED,0.0,3.0,255,3
P1V5_F02_920002__R6_three_closed_cycles_then_stop,V6_CAP_COST_ONLY,0.3333333333333335,2.5,255,12
P1V5_F02_920002__R6_three_closed_cycles_then_stop,V6_CAP_WITHIN_PHI_ABLATION,0.49258176106061363,2.678538926766645,255,42
P1V5_F02_920002__R6_three_closed_cycles_then_stop,V6_CAP_POTENTIAL,0.4024128444984941,2.9213259462897976,255,42
P1V5_F02_920002__R6_three_closed_cycles_then_stop,SPARSE_TERMINAL,0.0,0.0,255,0
P1V5_F02_920002__R6_three_closed_cycles_then_stop,UNORDERED_VALID_COUNT,0.0,0.0,255,0
P1V5_F02_920002__R6_three_closed_cycles_then_stop,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,0.0,3.0,255,3
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,FULL_FROZEN,0.02768655378450069,0.5276865537845007,57,13
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_PHI,0.02768655378450069,0.5276865537845007,57,13
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_DEBT,-0.16666666666666669,0.3333333333333333,57,2
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_ONLY,-0.16666666666666669,0.3333333333333333,57,2
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,OLD_GLOBAL_PHI_DIAGNOSTIC,-0.16666666666666663,0.5276865537845007,57,13
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,PAIRED_EVENT_BALANCED,-1.0,0.0,57,0
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,V6_CAP_COST_ONLY,-0.16666666666666669,0.3333333333333333,57,2
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,V6_CAP_WITHIN_PHI_ABLATION,-0.1018831986951258,0.3981168013048742,57,12
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,V6_CAP_POTENTIAL,-0.16666666666666669,0.3981168013048742,57,12
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,SPARSE_TERMINAL,0.0,0.0,57,0
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,UNORDERED_VALID_COUNT,0.0,0.0,57,0
P1V5_F02_920002__R7_loss_recovery_started_not_completed_terminal,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,-1.0,0.0,57,0
P1V5_F02_920002__R8_commanded_release,FULL_FROZEN,0.16666666666666663,0.16666666666666663,41,1
P1V5_F02_920002__R8_commanded_release,GRAPH_COST_PHI,0.16666666666666663,0.16666666666666663,41,1
P1V5_F02_920002__R8_commanded_release,GRAPH_COST_DEBT,0.16666666666666663,0.16666666666666663,41,1
P1V5_F02_920002__R8_commanded_release,GRAPH_COST_ONLY,0.16666666666666663,0.16666666666666663,41,1
P1V5_F02_920002__R8_commanded_release,OLD_GLOBAL_PHI_DIAGNOSTIC,0.16666666666666663,0.16666666666666663,41,1
P1V5_F02_920002__R8_commanded_release,PAIRED_EVENT_BALANCED,0.0,0.0,41,0
P1V5_F02_920002__R8_commanded_release,V6_CAP_COST_ONLY,0.0,0.16666666666666663,41,1
P1V5_F02_920002__R8_commanded_release,V6_CAP_WITHIN_PHI_ABLATION,0.0,0.16666666666666663,41,1
P1V5_F02_920002__R8_commanded_release,V6_CAP_POTENTIAL,0.0,0.16666666666666663,41,1
P1V5_F02_920002__R8_commanded_release,SPARSE_TERMINAL,0.0,0.0,41,0
P1V5_F02_920002__R8_commanded_release,UNORDERED_VALID_COUNT,0.0,0.0,41,0
P1V5_F02_920002__R8_commanded_release,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,0.0,0.0,41,0
P1V5_F03_920003__D1_A_then_B_clean_success,FULL_FROZEN,0.75,0.75,131,2
P1V5_F03_920003__D1_A_then_B_clean_success,GRAPH_COST_PHI,0.75,0.75,131,2
P1V5_F03_920003__D1_A_then_B_clean_success,GRAPH_COST_DEBT,0.75,0.75,131,2
P1V5_F03_920003__D1_A_then_B_clean_success,GRAPH_COST_ONLY,0.75,0.75,131,2
P1V5_F03_920003__D1_A_then_B_clean_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.75,0.75,131,2
P1V5_F03_920003__D1_A_then_B_clean_success,PAIRED_EVENT_BALANCED,0.0,0.0,131,0
P1V5_F03_920003__D1_A_then_B_clean_success,V6_CAP_COST_ONLY,0.75,1.0833333333333333,131,6
P1V5_F03_920003__D1_A_then_B_clean_success,V6_CAP_WITHIN_PHI_ABLATION,0.7763949174021424,1.1097282507354758,131,22
P1V5_F03_920003__D1_A_then_B_clean_success,V6_CAP_POTENTIAL,0.75,1.2483853013751816,131,22
P1V5_F03_920003__D1_A_then_B_clean_success,LINEAR_A_FIRST_R1,1.0,1.0,131,2
P1V5_F03_920003__D1_A_then_B_clean_success,LINEAR_B_FIRST_R1,1.0,1.0,131,1
P1V5_F03_920003__D1_A_then_B_clean_success,UNORDERED_R1,1.0,1.0,131,2
P1V5_F03_920003__D1_A_then_B_clean_success,SPARSE_TERMINAL,1.0,1.0,131,1
P1V5_F03_920003__D1_A_then_B_clean_success,UNORDERED_VALID_COUNT,1.0,1.0,131,2
P1V5_F03_920003__D1_A_then_B_clean_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.0,131,2
P1V5_F03_920003__D2_B_then_A_clean_success,FULL_FROZEN,0.75,0.75,131,2
P1V5_F03_920003__D2_B_then_A_clean_success,GRAPH_COST_PHI,0.75,0.75,131,2
P1V5_F03_920003__D2_B_then_A_clean_success,GRAPH_COST_DEBT,0.75,0.75,131,2
P1V5_F03_920003__D2_B_then_A_clean_success,GRAPH_COST_ONLY,0.75,0.75,131,2
P1V5_F03_920003__D2_B_then_A_clean_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.75,0.75,131,2
P1V5_F03_920003__D2_B_then_A_clean_success,PAIRED_EVENT_BALANCED,0.0,0.0,131,0
P1V5_F03_920003__D2_B_then_A_clean_success,V6_CAP_COST_ONLY,0.75,1.0833333333333333,131,6
P1V5_F03_920003__D2_B_then_A_clean_success,V6_CAP_WITHIN_PHI_ABLATION,0.7763949252072665,1.1097282585405999,131,22
P1V5_F03_920003__D2_B_then_A_clean_success,V6_CAP_POTENTIAL,0.75,1.2483853008977062,131,22
P1V5_F03_920003__D2_B_then_A_clean_success,LINEAR_A_FIRST_R1,1.0,1.0,131,1
P1V5_F03_920003__D2_B_then_A_clean_success,LINEAR_B_FIRST_R1,1.0,1.0,131,2
P1V5_F03_920003__D2_B_then_A_clean_success,UNORDERED_R1,1.0,1.0,131,2
P1V5_F03_920003__D2_B_then_A_clean_success,SPARSE_TERMINAL,1.0,1.0,131,1
P1V5_F03_920003__D2_B_then_A_clean_success,UNORDERED_VALID_COUNT,1.0,1.0,131,2
P1V5_F03_920003__D2_B_then_A_clean_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.0,131,2
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,FULL_FROZEN,0.75,1.0,171,3
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_PHI,0.75,1.0,171,3
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_DEBT,0.75,1.0,171,3
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_ONLY,0.75,1.0,171,3
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.75,1.0,171,3
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,PAIRED_EVENT_BALANCED,0.0,1.0,171,1
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,V6_CAP_COST_ONLY,0.75,1.3333333333333333,171,8
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,V6_CAP_WITHIN_PHI_ABLATION,0.7753803079373282,1.3587136412706615,171,25
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,V6_CAP_POTENTIAL,0.75,1.5722354698649241,171,25
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,LINEAR_A_FIRST_R1,1.0,1.0,171,2
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,LINEAR_B_FIRST_R1,1.0,1.0,171,1
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,UNORDERED_R1,1.0,1.0,171,2
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,SPARSE_TERMINAL,1.0,1.0,171,1
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,UNORDERED_VALID_COUNT,1.0,1.0,171,2
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.5,171,3
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,FULL_FROZEN,0.75,1.0,171,3
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_PHI,0.75,1.0,171,3
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_DEBT,0.75,1.0,171,3
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_ONLY,0.75,1.0,171,3
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.75,1.0,171,3
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,PAIRED_EVENT_BALANCED,0.0,1.0,171,1
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,V6_CAP_COST_ONLY,0.75,1.3333333333333333,171,8
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,V6_CAP_WITHIN_PHI_ABLATION,0.775325052321359,1.3586583856546923,171,25
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,V6_CAP_POTENTIAL,0.75,1.5722388328340673,171,25
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,LINEAR_A_FIRST_R1,1.0,1.0,171,1
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,LINEAR_B_FIRST_R1,1.0,1.0,171,2
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,UNORDERED_R1,1.0,1.0,171,2
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,SPARSE_TERMINAL,1.0,1.0,171,1
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,UNORDERED_VALID_COUNT,1.0,1.0,171,2
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.5,171,3
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,FULL_FROZEN,0.75,1.0,259,3
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,GRAPH_COST_PHI,0.75,1.0,259,3
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,GRAPH_COST_DEBT,0.75,1.0,259,3
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,GRAPH_COST_ONLY,0.75,1.0,259,3
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,OLD_GLOBAL_PHI_DIAGNOSTIC,0.75,1.0,259,3
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,PAIRED_EVENT_BALANCED,0.0,0.0,259,0
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,V6_CAP_COST_ONLY,0.75,1.6666666666666665,259,10
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,V6_CAP_WITHIN_PHI_ABLATION,0.7702763276340351,1.6984068264648995,259,34
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,V6_CAP_POTENTIAL,0.75,1.9758850547951232,259,34
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,LINEAR_A_FIRST_R1,1.0,1.3333333333333335,259,3
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,LINEAR_B_FIRST_R1,1.0,1.0,259,1
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,UNORDERED_R1,1.0,1.3333333333333335,259,3
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,SPARSE_TERMINAL,1.0,1.0,259,1
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,UNORDERED_VALID_COUNT,1.0,1.5,259,3
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.5,259,3
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,FULL_FROZEN,0.25,0.5,139,2
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_PHI,0.25,0.5,139,2
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_DEBT,0.25,0.5,139,2
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_ONLY,0.25,0.5,139,2
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,OLD_GLOBAL_PHI_DIAGNOSTIC,0.25,0.5,139,2
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,PAIRED_EVENT_BALANCED,0.0,0.0,139,0
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,V6_CAP_COST_ONLY,0.3333333333333333,0.9166666666666665,139,5
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,V6_CAP_WITHIN_PHI_ABLATION,0.34653232775413156,0.9298656610874648,139,21
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,V6_CAP_POTENTIAL,0.3333333333333333,1.0825258900738775,139,21
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_A_FIRST_R1,0.3333333333333333,0.6666666666666666,139,2
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_B_FIRST_R1,0.0,0.0,139,0
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,UNORDERED_R1,0.3333333333333333,0.6666666666666666,139,2
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,SPARSE_TERMINAL,0.0,0.0,139,0
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,UNORDERED_VALID_COUNT,0.5,1.0,139,2
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,0.5,1.0,139,2
P1V5_F03_920003__R1_clean_transport_success,FULL_FROZEN,1.1378426616666661,1.3045093283333329,67,11
P1V5_F03_920003__R1_clean_transport_success,GRAPH_COST_PHI,1.1378426616666661,1.3045093283333329,67,11
P1V5_F03_920003__R1_clean_transport_success,GRAPH_COST_DEBT,0.6666666666666666,0.8333333333333333,67,3
P1V5_F03_920003__R1_clean_transport_success,GRAPH_COST_ONLY,0.6666666666666666,0.8333333333333333,67,3
P1V5_F03_920003__R1_clean_transport_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.6666666666666666,1.3045093283333329,67,11
P1V5_F03_920003__R1_clean_transport_success,PAIRED_EVENT_BALANCED,0.0,0.0,67,0
P1V5_F03_920003__R1_clean_transport_success,V6_CAP_COST_ONLY,0.6666666666666666,0.8333333333333333,67,3
P1V5_F03_920003__R1_clean_transport_success,V6_CAP_WITHIN_PHI_ABLATION,0.69306464570655,0.8597313123732166,67,11
P1V5_F03_920003__R1_clean_transport_success,V6_CAP_POTENTIAL,0.6666666666666666,0.9983851140807046,67,11
P1V5_F03_920003__R1_clean_transport_success,SPARSE_TERMINAL,1.0,1.0,67,1
P1V5_F03_920003__R1_clean_transport_success,UNORDERED_VALID_COUNT,1.0,1.0,67,1
P1V5_F03_920003__R1_clean_transport_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,1.0,67,1
P1V5_F03_920003__R2_loss_at_40pct_recover_success,FULL_FROZEN,0.9333623753377215,1.6000290420043881,117,24
P1V5_F03_920003__R2_loss_at_40pct_recover_success,GRAPH_COST_PHI,0.9333623753377215,1.6000290420043881,117,24
P1V5_F03_920003__R2_loss_at_40pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,1.3333333333333335,117,5
P1V5_F03_920003__R2_loss_at_40pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,1.3333333333333335,117,5
P1V5_F03_920003__R2_loss_at_40pct_recover_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.6666666666666666,2.0232603950747627,117,24
P1V5_F03_920003__R2_loss_at_40pct_recover_success,PAIRED_EVENT_BALANCED,0.0,1.0,117,1
P1V5_F03_920003__R2_loss_at_40pct_recover_success,V6_CAP_COST_ONLY,0.6666666666666667,1.3333333333333335,117,5
P1V5_F03_920003__R2_loss_at_40pct_recover_success,V6_CAP_WITHIN_PHI_ABLATION,0.7555646770901143,1.4222313437567808,117,23
P1V5_F03_920003__R2_loss_at_40pct_recover_success,V6_CAP_POTENTIAL,0.6666666666666665,1.5633082774643163,117,23
P1V5_F03_920003__R2_loss_at_40pct_recover_success,SPARSE_TERMINAL,1.0,1.0,117,1
P1V5_F03_920003__R2_loss_at_40pct_recover_success,UNORDERED_VALID_COUNT,1.0,1.0,117,1
P1V5_F03_920003__R2_loss_at_40pct_recover_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,2.0,117,2
P1V5_F03_920003__R3_loss_at_80pct_recover_success,FULL_FROZEN,1.1025012966601004,1.7691679633267672,117,24
P1V5_F03_920003__R3_loss_at_80pct_recover_success,GRAPH_COST_PHI,1.1025012966601004,1.7691679633267672,117,24
P1V5_F03_920003__R3_loss_at_80pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,1.3333333333333335,117,5
P1V5_F03_920003__R3_loss_at_80pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,1.3333333333333335,117,5
P1V5_F03_920003__R3_loss_at_80pct_recover_success,OLD_GLOBAL_PHI_DIAGNOSTIC,0.6666666666666667,2.2191517153337754,117,24
P1V5_F03_920003__R3_loss_at_80pct_recover_success,PAIRED_EVENT_BALANCED,0.0,1.0,117,1
P1V5_F03_920003__R3_loss_at_80pct_recover_success,V6_CAP_COST_ONLY,0.6666666666666667,1.3333333333333335,117,5
P1V5_F03_920003__R3_loss_at_80pct_recover_success,V6_CAP_WITHIN_PHI_ABLATION,0.8119447228867132,1.4786113895533797,117,23
P1V5_F03_920003__R3_loss_at_80pct_recover_success,V6_CAP_POTENTIAL,0.6666666666666666,1.628605853687525,117,23
P1V5_F03_920003__R3_loss_at_80pct_recover_success,SPARSE_TERMINAL,1.0,1.0,117,1
P1V5_F03_920003__R3_loss_at_80pct_recover_success,UNORDERED_VALID_COUNT,1.0,1.0,117,1
P1V5_F03_920003__R3_loss_at_80pct_recover_success,VALID_COUNT_PLUS_MATCHED_EVENTS_V1,1.0,2.0,117,2
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,FULL_FROZEN,1.5292876176525212,3.88216977077351,289,66
