rollout_id,family_id,family_seed,rollout_seed,case_id,trace_complete,frame_manifest_complete,detector_job_complete,numeric_health_pass,pre_hold_verified,physical_loss_confirmed,state,reference_action,resolvable,commanded_release,force_start_time,phase_grid_time,requested_phase_offset_ms,actual_phase_offset_ms,loss_onset_time_abs,loss_confirmed_time_abs,peak_relative_separation_m,reference_path,physics_trace_path,candidate_input_path
L2RAR2_R21_PERF_01_888001__T1_transport_stable_clean,L2RAR2_R21_PERF_01_888001,888001,88900100,T1_transport_stable_clean,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.0148180577293111,../../../confirmation/L2RAR2_R21_PERF_01_888001__T1_transport_stable_clean/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_01_888001__T1_transport_stable_clean/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_01_888001__T1_transport_stable_clean/candidate_input
L2RAR2_R21_PERF_01_888001__T2_transport_camera_jitter,L2RAR2_R21_PERF_01_888001,888001,88900101,T2_transport_camera_jitter,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.0148180577293111,../../../confirmation/L2RAR2_R21_PERF_01_888001__T2_transport_camera_jitter/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_01_888001__T2_transport_camera_jitter/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_01_888001__T2_transport_camera_jitter/candidate_input
L2RAR2_R21_PERF_01_888001__T3_transport_single_contact_proxy_dropout,L2RAR2_R21_PERF_01_888001,888001,88900102,T3_transport_single_contact_proxy_dropout,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.0148180577293111,../../../confirmation/L2RAR2_R21_PERF_01_888001__T3_transport_single_contact_proxy_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_01_888001__T3_transport_single_contact_proxy_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_01_888001__T3_transport_single_contact_proxy_dropout/candidate_input
L2RAR2_R21_PERF_01_888001__T4_transport_same_time_contact_false_then_true,L2RAR2_R21_PERF_01_888001,888001,88900103,T4_transport_same_time_contact_false_then_true,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.0148180577293111,../../../confirmation/L2RAR2_R21_PERF_01_888001__T4_transport_same_time_contact_false_then_true/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_01_888001__T4_transport_same_time_contact_false_then_true/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_01_888001__T4_transport_same_time_contact_false_then_true/candidate_input
L2RAR2_R21_PERF_01_888001__T7_transport_strong_phase_00ms,L2RAR2_R21_PERF_01_888001,888001,88900104,T7_transport_strong_phase_00ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.300000000000001,0,0.0,1.340000000000001,1.440000000000001,38.89083036286236,../../../confirmation/L2RAR2_R21_PERF_01_888001__T7_transport_strong_phase_00ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_01_888001__T7_transport_strong_phase_00ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_01_888001__T7_transport_strong_phase_00ms/candidate_input
L2RAR2_R21_PERF_01_888001__T9_transport_strong_phase_20ms,L2RAR2_R21_PERF_01_888001,888001,88900105,T9_transport_strong_phase_20ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.360000000000001,1.460000000000001,38.23916733852527,../../../confirmation/L2RAR2_R21_PERF_01_888001__T9_transport_strong_phase_20ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_01_888001__T9_transport_strong_phase_20ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_01_888001__T9_transport_strong_phase_20ms/candidate_input
L2RAR2_R21_PERF_02_888002__T11_transport_strong_phase_40ms_rgb_dropout,L2RAR2_R21_PERF_02_888002,888002,88900206,T11_transport_strong_phase_40ms_rgb_dropout,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.340000000000001,1.300000000000001,40,40.000000000000036,1.6100000000000012,1.7400000000000013,0.6778155215508762,../../../confirmation/L2RAR2_R21_PERF_02_888002__T11_transport_strong_phase_40ms_rgb_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_02_888002__T11_transport_strong_phase_40ms_rgb_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_02_888002__T11_transport_strong_phase_40ms_rgb_dropout/candidate_input
L2RAR2_R21_PERF_02_888002__T12_transport_commanded_release,L2RAR2_R21_PERF_02_888002,888002,88900207,T12_transport_commanded_release,True,True,True,True,True,False,COMMANDED_RELEASE,none,True,True,,1.300000000000001,20,20.000000000000018,,,0.33388105457244754,../../../confirmation/L2RAR2_R21_PERF_02_888002__T12_transport_commanded_release/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_02_888002__T12_transport_commanded_release/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_02_888002__T12_transport_commanded_release/candidate_input
L2RAR2_R21_PERF_02_888002__T1_transport_stable_clean,L2RAR2_R21_PERF_02_888002,888002,88900200,T1_transport_stable_clean,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.016686608897700142,../../../confirmation/L2RAR2_R21_PERF_02_888002__T1_transport_stable_clean/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_02_888002__T1_transport_stable_clean/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_02_888002__T1_transport_stable_clean/candidate_input
L2RAR2_R21_PERF_02_888002__T2_transport_camera_jitter,L2RAR2_R21_PERF_02_888002,888002,88900201,T2_transport_camera_jitter,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.016686608897700142,../../../confirmation/L2RAR2_R21_PERF_02_888002__T2_transport_camera_jitter/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_02_888002__T2_transport_camera_jitter/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_02_888002__T2_transport_camera_jitter/candidate_input
L2RAR2_R21_PERF_02_888002__T3_transport_single_contact_proxy_dropout,L2RAR2_R21_PERF_02_888002,888002,88900202,T3_transport_single_contact_proxy_dropout,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.016686608897700142,../../../confirmation/L2RAR2_R21_PERF_02_888002__T3_transport_single_contact_proxy_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_02_888002__T3_transport_single_contact_proxy_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_02_888002__T3_transport_single_contact_proxy_dropout/candidate_input
L2RAR2_R21_PERF_02_888002__T4_transport_same_time_contact_false_then_true,L2RAR2_R21_PERF_02_888002,888002,88900203,T4_transport_same_time_contact_false_then_true,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.016686608897700142,../../../confirmation/L2RAR2_R21_PERF_02_888002__T4_transport_same_time_contact_false_then_true/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_02_888002__T4_transport_same_time_contact_false_then_true/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_02_888002__T4_transport_same_time_contact_false_then_true/candidate_input
L2RAR2_R21_PERF_02_888002__T7_transport_strong_phase_00ms,L2RAR2_R21_PERF_02_888002,888002,88900204,T7_transport_strong_phase_00ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.300000000000001,0,0.0,1.5700000000000012,1.7000000000000013,0.4216056418463145,../../../confirmation/L2RAR2_R21_PERF_02_888002__T7_transport_strong_phase_00ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_02_888002__T7_transport_strong_phase_00ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_02_888002__T7_transport_strong_phase_00ms/candidate_input
L2RAR2_R21_PERF_02_888002__T9_transport_strong_phase_20ms,L2RAR2_R21_PERF_02_888002,888002,88900205,T9_transport_strong_phase_20ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5900000000000012,1.7200000000000013,0.5292044649732784,../../../confirmation/L2RAR2_R21_PERF_02_888002__T9_transport_strong_phase_20ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_02_888002__T9_transport_strong_phase_20ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_02_888002__T9_transport_strong_phase_20ms/candidate_input
L2RAR2_R21_PERF_03_888003__T11_transport_strong_phase_40ms_rgb_dropout,L2RAR2_R21_PERF_03_888003,888003,88900306,T11_transport_strong_phase_40ms_rgb_dropout,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.340000000000001,1.300000000000001,40,40.000000000000036,1.480000000000001,1.5700000000000012,14.929319414949413,../../../confirmation/L2RAR2_R21_PERF_03_888003__T11_transport_strong_phase_40ms_rgb_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_03_888003__T11_transport_strong_phase_40ms_rgb_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_03_888003__T11_transport_strong_phase_40ms_rgb_dropout/candidate_input
L2RAR2_R21_PERF_03_888003__T12_transport_commanded_release,L2RAR2_R21_PERF_03_888003,888003,88900307,T12_transport_commanded_release,True,True,True,True,True,False,COMMANDED_RELEASE,none,True,True,,1.300000000000001,20,20.000000000000018,,,0.34137901649358776,../../../confirmation/L2RAR2_R21_PERF_03_888003__T12_transport_commanded_release/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_03_888003__T12_transport_commanded_release/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_03_888003__T12_transport_commanded_release/candidate_input
L2RAR2_R21_PERF_03_888003__T1_transport_stable_clean,L2RAR2_R21_PERF_03_888003,888003,88900300,T1_transport_stable_clean,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.012166545080940118,../../../confirmation/L2RAR2_R21_PERF_03_888003__T1_transport_stable_clean/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_03_888003__T1_transport_stable_clean/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_03_888003__T1_transport_stable_clean/candidate_input
L2RAR2_R21_PERF_03_888003__T2_transport_camera_jitter,L2RAR2_R21_PERF_03_888003,888003,88900301,T2_transport_camera_jitter,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.012166545080940118,../../../confirmation/L2RAR2_R21_PERF_03_888003__T2_transport_camera_jitter/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_03_888003__T2_transport_camera_jitter/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_03_888003__T2_transport_camera_jitter/candidate_input
L2RAR2_R21_PERF_03_888003__T3_transport_single_contact_proxy_dropout,L2RAR2_R21_PERF_03_888003,888003,88900302,T3_transport_single_contact_proxy_dropout,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.012166545080940118,../../../confirmation/L2RAR2_R21_PERF_03_888003__T3_transport_single_contact_proxy_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_03_888003__T3_transport_single_contact_proxy_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_03_888003__T3_transport_single_contact_proxy_dropout/candidate_input
L2RAR2_R21_PERF_03_888003__T4_transport_same_time_contact_false_then_true,L2RAR2_R21_PERF_03_888003,888003,88900303,T4_transport_same_time_contact_false_then_true,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.012166545080940118,../../../confirmation/L2RAR2_R21_PERF_03_888003__T4_transport_same_time_contact_false_then_true/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_03_888003__T4_transport_same_time_contact_false_then_true/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_03_888003__T4_transport_same_time_contact_false_then_true/candidate_input
L2RAR2_R21_PERF_03_888003__T7_transport_strong_phase_00ms,L2RAR2_R21_PERF_03_888003,888003,88900304,T7_transport_strong_phase_00ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.300000000000001,0,0.0,1.370000000000001,1.480000000000001,29.259811643173126,../../../confirmation/L2RAR2_R21_PERF_03_888003__T7_transport_strong_phase_00ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_03_888003__T7_transport_strong_phase_00ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_03_888003__T7_transport_strong_phase_00ms/candidate_input
L2RAR2_R21_PERF_03_888003__T9_transport_strong_phase_20ms,L2RAR2_R21_PERF_03_888003,888003,88900305,T9_transport_strong_phase_20ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.390000000000001,1.5100000000000011,27.56387301412981,../../../confirmation/L2RAR2_R21_PERF_03_888003__T9_transport_strong_phase_20ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R21_PERF_03_888003__T9_transport_strong_phase_20ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R21_PERF_03_888003__T9_transport_strong_phase_20ms/candidate_input
