episode_id,content_group_id,task_id,scenario,case_type,outcome,method,orientation,seed,cumulative_reward,control_monotonicity,control_forward_sign_accuracy,control_terminal_progress,terminal_progress,alternative_legal_negative_rate,time_fraction_failure_reward,outcome_success,failure_sign_accuracy,recovery_net_reward,recovery_local_positive,recovery_rank_error,recovery_delay_steps,cycle_net_reward
transport_recovery__0010,f9f56194a3c4cb04,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260904,0.7439693063497543,0.9663865546218487,1.0,0.9874590635299683,0.9874590635299683,,,1.0,,,,,,
transport_recovery__0011,c00409929997554a,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260904,0.7437174469232559,0.957983193277311,1.0,0.9874346852302551,0.9874346852302551,,,1.0,,,,,,
transport_recovery__0012,7138dc8d62bfd4ec,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260904,0.7435172945261002,0.9663865546218487,1.0,0.987458348274231,0.987458348274231,,,1.0,,,,,,
transport_recovery__0013,58fa7ac9b1b05129,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260904,0.7438407838344574,0.9663865546218487,1.0,0.9874563813209534,0.9874563813209534,,,1.0,,,,,,
transport_recovery__0014,7d8b707649897a38,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260904,0.7432188838720322,0.9495798319327731,1.0,0.9874547719955444,0.9874547719955444,,,1.0,,,,,,
transport_recovery__0015,1a896b3ca64ea745,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260904,0.7440168410539627,0.9747899159663865,1.0,0.9874580502510071,0.9874580502510071,,,1.0,,,,,,
transport_recovery__0016,36bf104029b650b0,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260904,0.7440046817064285,0.9915966386554622,1.0,0.9874457120895386,0.9874457120895386,,,1.0,,,,,,
transport_recovery__0017,7c8b4b934da89a5d,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260904,0.7440796345472336,0.9663865546218487,1.0,0.9874561429023743,0.9874561429023743,,,1.0,,,,,,
transport_recovery__0018,2ee86b3c50400e39,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260904,0.7438362240791321,0.9663865546218487,1.0,0.9874562621116638,0.9874562621116638,,,1.0,,,,,,
transport_recovery__0019,66b4fa500b5d61be,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260904,0.7442980110645294,0.9663865546218487,1.0,0.9874637126922607,0.9874637126922607,,,1.0,,,,,,
transport_recovery__0020,f8ebbd43afe289b7,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260904,0.7441522479057312,0.9663865546218487,1.0,0.9874655604362488,0.9874655604362488,,,0.0,,,,,,
transport_recovery__0021,bcf4810032a84920,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260904,0.7438992112874985,0.9663865546218487,1.0,0.9874520897865295,0.9874520897865295,,,0.0,,,,,,
transport_recovery__0022,b43114af5e06d305,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260904,0.7438702285289764,0.9663865546218487,1.0,0.9874611496925354,0.9874611496925354,,,0.0,,,,,,
transport_recovery__0023,36e1a3f0f950e323,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260904,0.7438426911830902,0.9663865546218487,1.0,0.9874616265296936,0.9874616265296936,,,0.0,,,,,,
transport_recovery__0024,fefec4da5dd66a39,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260904,0.7439721971750259,0.957983193277311,1.0,0.9874598979949951,0.9874598979949951,,,0.0,,,,,,
transport_recovery__0025,2d5ca81a4c899672,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260904,0.7439004629850388,0.9663865546218487,1.0,0.9874489307403564,0.9874489307403564,,,0.0,,,,,,
transport_recovery__0026,ca2d9ca9edee215e,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260904,0.7439949363470078,0.9831932773109243,1.0,0.9874529242515564,0.9874529242515564,,,0.0,,,,,,
transport_recovery__0027,075037a794e82180,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260904,0.7438820004463196,0.957983193277311,1.0,0.9874457120895386,0.9874457120895386,,,0.0,,,,,,
transport_recovery__0028,38b779de89988d47,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260904,0.7438660562038422,0.957983193277311,1.0,0.9874566197395325,0.9874566197395325,,,0.0,,,,,,
transport_recovery__0029,1d64ccb0bdfe70da,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260904,0.7436291724443436,0.9747899159663865,1.0,0.9874453544616699,0.9874453544616699,,,0.0,,,,,,
transport_recovery__0030,5d4aaff760f2180c,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260904,0.7437590062618256,0.9663865546218487,1.0,0.9874383807182312,0.9874383807182312,,,0.0,,,,,,
transport_recovery__0031,824e13b72eb846b9,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260904,0.7436427474021912,0.9831932773109243,1.0,0.9874470829963684,0.9874470829963684,,,0.0,,,,,,
transport_recovery__0032,4e516f7adbc1caf4,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7439900189638138,0.8739495798319328,1.0,0.9874431490898132,0.9874431490898132,,,1.0,0.0,0.10864502191543579,1.0,0.0,0,0.21215468645095825
transport_recovery__0033,3afa7da94745e8f1,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7439453452825546,0.8907563025210085,1.0,0.9874496459960938,0.9874496459960938,,,1.0,0.0,0.10944288969039917,1.0,0.0,0,0.21332865953445435
transport_recovery__0034,f1c8046f1b6a2c1b,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7439025640487671,0.8739495798319328,1.0,0.9874380230903625,0.9874380230903625,,,1.0,0.0,0.10952621698379517,1.0,0.0,0,0.21266263723373413
transport_recovery__0035,e791ac4366f97411,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7438586205244064,0.8823529411764706,1.0,0.9874576926231384,0.9874576926231384,,,1.0,0.0,0.10965019464492798,1.0,0.0,0,0.21327394247055054
transport_recovery__0036,bbb1ed0f57d5ec0e,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7438047379255295,0.8907563025210085,1.0,0.9874477982521057,0.9874477982521057,,,1.0,0.0,0.11001670360565186,1.0,0.0,0,0.21319812536239624
transport_recovery__0037,aaae8989a1dd22e7,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7435479164123535,0.8907563025210085,1.0,0.9874390959739685,0.9874390959739685,,,1.0,0.0,0.10913926362991333,1.0,0.0,0,0.21268463134765625
transport_recovery__0038,a2cd4b3d58f24944,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7439566403627396,0.8739495798319328,1.0,0.9874409437179565,0.9874409437179565,,,1.0,0.0,0.1091356873512268,1.0,0.0,0,0.21242225170135498
transport_recovery__0039,525f9856781928c8,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7437944710254669,0.8823529411764706,1.0,0.9874410629272461,0.9874410629272461,,,1.0,0.0,0.10871875286102295,1.0,0.0,0,0.2126808762550354
transport_recovery__0040,68f32b646050f4d7,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7436592876911163,0.8739495798319328,1.0,0.9874330163002014,0.9874330163002014,,,1.0,0.0,0.10875958204269409,1.0,0.0,0,0.21219182014465332
transport_recovery__0041,5f82d437c75fed69,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7437279969453812,0.8823529411764706,1.0,0.9874469637870789,0.9874469637870789,,,1.0,0.0,0.10950642824172974,1.0,0.0,0,0.21304970979690552
transport_recovery__0042,c3f1e2e32d43989b,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7439014464616776,0.8907563025210085,1.0,0.987442672252655,0.987442672252655,,,1.0,0.0,0.1081695556640625,1.0,0.0,0,0.21190136671066284
transport_recovery__0043,03a5fc551f7a2c97,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7435517311096191,0.8739495798319328,1.0,0.9874464273452759,0.9874464273452759,,,1.0,0.0,0.10846585035324097,1.0,0.0,0,0.21263593435287476
transport_recovery__0044,fb7ffa8d97e3523c,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7440221309661865,0.865546218487395,1.0,0.9874432682991028,0.9874432682991028,,,1.0,0.0,0.10954320430755615,1.0,0.0,0,0.21398389339447021
transport_recovery__0045,17cea51db8405b35,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7437183856964111,0.8823529411764706,1.0,0.9874554872512817,0.9874554872512817,,,1.0,0.0,0.10828495025634766,1.0,0.0,0,0.21252626180648804
transport_recovery__0046,624940d72e6064eb,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7435221076011658,0.8823529411764706,1.0,0.9874487519264221,0.9874487519264221,,,1.0,0.0,0.10872137546539307,1.0,0.0,0,0.21290475130081177
transport_recovery__0047,fb106d73c0342444,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7441045641899109,0.8991596638655462,1.0,0.9874260425567627,0.9874260425567627,,,1.0,0.0,0.10952037572860718,1.0,0.0,0,0.21273165941238403
transport_recovery__0048,3e7017a7401b7846,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7438527196645737,0.8907563025210085,1.0,0.987449049949646,0.987449049949646,,,1.0,0.0,0.10846596956253052,1.0,0.0,0,0.21241885423660278
transport_recovery__0049,44a27458c265bba1,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7438436299562454,0.8823529411764706,1.0,0.9874495267868042,0.9874495267868042,,,1.0,0.0,0.1090245246887207,1.0,0.0,0,0.21272587776184082
transport_recovery__0050,fbee41a141635376,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.7433058768510818,0.8739495798319328,1.0,0.9874409437179565,0.9874409437179565,,,1.0,0.0,0.10954707860946655,1.0,0.0,0,0.2125146985054016
transport_recovery__0051,0922eee6e0d2de3f,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260904,0.743402287364006,0.8823529411764706,1.0,0.987444281578064,0.987444281578064,,,1.0,0.0,0.11031955480575562,1.0,0.0,0,0.21373528242111206
transport_recovery__0000,48192627e0ecdae9,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7866002768278122,0.9747899159663865,1.0,0.9784038662910461,0.9784038662910461,,,1.0,,,,,,
transport_recovery__0001,4cfce12dac6f1852,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7862249910831451,0.9663865546218487,1.0,0.9784093499183655,0.9784093499183655,,,1.0,,,,,,
transport_recovery__0002,837420c3bbd731ac,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7863567620515823,0.9831932773109243,1.0,0.978420078754425,0.978420078754425,,,1.0,,,,,,
transport_recovery__0003,2f640d3128f9a261,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7864609062671661,0.9915966386554622,1.0,0.9783937335014343,0.9783937335014343,,,1.0,,,,,,
transport_recovery__0004,ae210ba3a43c0910,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.786396399140358,0.957983193277311,1.0,0.978416919708252,0.978416919708252,,,1.0,,,,,,
transport_recovery__0005,66e9524f274ef99f,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7863180488348007,0.9663865546218487,1.0,0.9784115552902222,0.9784115552902222,,,1.0,,,,,,
transport_recovery__0006,ea43d5392b366608,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7861807346343994,0.9747899159663865,1.0,0.9784277677536011,0.9784277677536011,,,1.0,,,,,,
transport_recovery__0007,1c73f1887e153691,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7865549325942993,0.9831932773109243,1.0,0.9784126877784729,0.9784126877784729,,,1.0,,,,,,
transport_recovery__0008,5693f89cc383bd64,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.786286860704422,0.9747899159663865,1.0,0.9784247875213623,0.9784247875213623,,,1.0,,,,,,
transport_recovery__0009,1adab7de79a087b3,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7862434983253479,0.9663865546218487,1.0,0.9784178137779236,0.9784178137779236,,,1.0,,,,,,
transport_recovery__0010,f9f56194a3c4cb04,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7866065800189972,0.9747899159663865,1.0,0.9784214496612549,0.9784214496612549,,,1.0,,,,,,
transport_recovery__0011,c00409929997554a,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7863820344209671,0.9747899159663865,1.0,0.9783848524093628,0.9783848524093628,,,1.0,,,,,,
transport_recovery__0012,7138dc8d62bfd4ec,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7862810045480728,0.9663865546218487,1.0,0.9784107208251953,0.9784107208251953,,,1.0,,,,,,
transport_recovery__0013,58fa7ac9b1b05129,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7864753752946854,0.9831932773109243,1.0,0.9784107208251953,0.9784107208251953,,,1.0,,,,,,
transport_recovery__0014,7d8b707649897a38,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7860462963581085,0.9663865546218487,1.0,0.9784165620803833,0.9784165620803833,,,1.0,,,,,,
transport_recovery__0015,1a896b3ca64ea745,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7866838872432709,0.9831932773109243,1.0,0.978400707244873,0.978400707244873,,,1.0,,,,,,
transport_recovery__0016,36bf104029b650b0,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7866338044404984,0.9915966386554622,1.0,0.978405237197876,0.978405237197876,,,1.0,,,,,,
transport_recovery__0017,7c8b4b934da89a5d,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.786681517958641,0.9663865546218487,1.0,0.9784029722213745,0.9784029722213745,,,1.0,,,,,,
transport_recovery__0018,2ee86b3c50400e39,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.7864355891942978,0.9747899159663865,1.0,0.9784219264984131,0.9784219264984131,,,1.0,,,,,,
transport_recovery__0019,66b4fa500b5d61be,transport_recovery,natural_success,canonical_chain,success,learned_linear_sarm,recovery_chain,20260905,0.786813035607338,0.9747899159663865,1.0,0.9784122109413147,0.9784122109413147,,,1.0,,,,,,
transport_recovery__0020,f8ebbd43afe289b7,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260905,0.7867259681224823,0.957983193277311,0.5,0.9784206748008728,0.9784206748008728,,,0.0,,,,,,
transport_recovery__0021,bcf4810032a84920,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260905,0.7865141332149506,0.957983193277311,0.5,0.9784123301506042,0.9784123301506042,,,0.0,,,,,,
transport_recovery__0022,b43114af5e06d305,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260905,0.7864073067903519,0.9495798319327731,0.5,0.9784218072891235,0.9784218072891235,,,0.0,,,,,,
transport_recovery__0023,36e1a3f0f950e323,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260905,0.7864902764558792,0.957983193277311,0.5,0.9784119725227356,0.9784119725227356,,,0.0,,,,,,
transport_recovery__0024,fefec4da5dd66a39,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260905,0.7866442203521729,0.9411764705882353,0.5,0.9784274101257324,0.9784274101257324,,,0.0,,,,,,
transport_recovery__0025,2d5ca81a4c899672,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260905,0.7865741699934006,0.957983193277311,0.5,0.9783969521522522,0.9783969521522522,,,0.0,,,,,,
transport_recovery__0026,ca2d9ca9edee215e,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260905,0.7865709513425827,0.957983193277311,0.5,0.9784130454063416,0.9784130454063416,,,0.0,,,,,,
transport_recovery__0027,075037a794e82180,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260905,0.7866170406341553,0.9663865546218487,0.5,0.9784010648727417,0.9784010648727417,,,0.0,,,,,,
transport_recovery__0028,38b779de89988d47,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260905,0.7865549772977829,0.9495798319327731,0.5,0.9784057140350342,0.9784057140350342,,,0.0,,,,,,
transport_recovery__0029,1d64ccb0bdfe70da,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260905,0.786254808306694,0.9663865546218487,0.5,0.9783942103385925,0.9783942103385925,,,0.0,,,,,,
transport_recovery__0030,5d4aaff760f2180c,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260905,0.7864852398633957,0.957983193277311,0.5,0.9783989787101746,0.9783989787101746,,,0.0,,,,,,
transport_recovery__0031,824e13b72eb846b9,transport_recovery,terminal_failure,terminal_failure,failure,learned_linear_sarm,recovery_chain,20260905,0.7863039821386337,0.9747899159663865,0.5,0.9784021973609924,0.9784021973609924,,,0.0,,,,,,
transport_recovery__0032,4e516f7adbc1caf4,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7865268141031265,0.8487394957983193,0.8,0.9783928394317627,0.9783928394317627,,,1.0,0.0,0.2675580680370331,1.0,0.0,0,0.15624511241912842
transport_recovery__0033,3afa7da94745e8f1,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.786583885550499,0.8487394957983193,0.8,0.9783979654312134,0.9783979654312134,,,1.0,0.0,0.2687327265739441,1.0,0.0,0,0.15736085176467896
transport_recovery__0034,f1c8046f1b6a2c1b,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7865331768989563,0.8319327731092437,0.8,0.9784078001976013,0.9784078001976013,,,1.0,0.0,0.2674822211265564,1.0,0.0,0,0.15602606534957886
transport_recovery__0035,e791ac4366f97411,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7864490300416946,0.8403361344537815,0.8,0.9784075617790222,0.9784075617790222,,,1.0,0.0,0.26853102445602417,1.0,0.0,0,0.15728217363357544
transport_recovery__0036,bbb1ed0f57d5ec0e,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.786544069647789,0.8487394957983193,0.8,0.9784014821052551,0.9784014821052551,,,1.0,0.0,0.2672809064388275,1.0,0.0,0,0.15564310550689697
transport_recovery__0037,aaae8989a1dd22e7,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7863563895225525,0.8487394957983193,0.8,0.9784059524536133,0.9784059524536133,,,1.0,0.0,0.2682175040245056,1.0,0.0,0,0.15665292739868164
transport_recovery__0038,a2cd4b3d58f24944,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7866184264421463,0.8403361344537815,0.8,0.9783972501754761,0.9783972501754761,,,1.0,0.0,0.26866212487220764,1.0,0.0,0,0.15689468383789062
transport_recovery__0039,525f9856781928c8,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7864656448364258,0.8319327731092437,0.8,0.9783928394317627,0.9783928394317627,,,1.0,0.0,0.26806479692459106,1.0,0.0,0,0.156929612159729
transport_recovery__0040,68f32b646050f4d7,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7864720523357391,0.8403361344537815,0.8,0.9783938527107239,0.9783938527107239,,,1.0,0.0,0.26775822043418884,1.0,0.0,0,0.1561434268951416
transport_recovery__0041,5f82d437c75fed69,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.786323755979538,0.8403361344537815,0.8,0.9783896207809448,0.9783896207809448,,,1.0,0.0,0.26811397075653076,1.0,0.0,0,0.15683937072753906
transport_recovery__0042,c3f1e2e32d43989b,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7865399420261383,0.8571428571428571,0.8,0.9784045815467834,0.9784045815467834,,,1.0,0.0,0.268561452627182,1.0,0.0,0,0.15730232000350952
transport_recovery__0043,03a5fc551f7a2c97,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.786336824297905,0.8487394957983193,0.8,0.9784016013145447,0.9784016013145447,,,1.0,0.0,0.2683718800544739,1.0,0.0,0,0.15767192840576172
transport_recovery__0044,fb7ffa8d97e3523c,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7867162972688675,0.8403361344537815,0.8,0.9783943295478821,0.9783943295478821,,,1.0,0.0,0.2680984437465668,1.0,0.0,0,0.15679383277893066
transport_recovery__0045,17cea51db8405b35,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7864474058151245,0.8403361344537815,0.8,0.9784147143363953,0.9784147143363953,,,1.0,0.0,0.26869407296180725,1.0,0.0,0,0.15768271684646606
transport_recovery__0046,624940d72e6064eb,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7863219082355499,0.8403361344537815,0.8,0.9784003496170044,0.9784003496170044,,,1.0,0.0,0.2680618166923523,1.0,0.0,0,0.15662676095962524
transport_recovery__0047,fb106d73c0342444,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7866914123296738,0.8571428571428571,0.8,0.9783947467803955,0.9783947467803955,,,1.0,0.0,0.2679404020309448,1.0,0.0,0,0.155867338180542
transport_recovery__0048,3e7017a7401b7846,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7864919304847717,0.8487394957983193,0.8,0.9784116744995117,0.9784116744995117,,,1.0,0.0,0.2675240933895111,1.0,0.0,0,0.15649807453155518
transport_recovery__0049,44a27458c265bba1,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7864860743284225,0.8319327731092437,0.8,0.978400707244873,0.978400707244873,,,1.0,0.0,0.2685334086418152,1.0,0.0,0,0.157148540019989
transport_recovery__0050,fbee41a141635376,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7860992401838303,0.8403361344537815,0.8,0.9783984422683716,0.9783984422683716,,,1.0,0.0,0.2682451605796814,1.0,0.0,0,0.15686774253845215
transport_recovery__0051,0922eee6e0d2de3f,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7862464487552643,0.8403361344537815,0.8,0.9784166812896729,0.9784166812896729,,,1.0,0.0,0.26825737953186035,1.0,0.0,0,0.15680062770843506
