episode_id,content_group_id,task_id,scenario,case_type,outcome,method,orientation,seed,cumulative_reward,control_monotonicity,control_forward_sign_accuracy,control_terminal_progress,terminal_progress,alternative_legal_negative_rate,time_fraction_failure_reward,outcome_success,failure_sign_accuracy,recovery_net_reward,recovery_local_positive,recovery_rank_error,recovery_delay_steps,cycle_net_reward,n_episode_rows
transport_recovery__0034,f1c8046f1b6a2c1b,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7865331768989563,0.8319327731092437,0.8,0.9784078001976013,0.9784078001976013,,,1.0,0.0,0.2674822211265564,1.0,0.0,0.0,0.15602606534957886,1
transport_recovery__0035,e791ac4366f97411,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7864490300416946,0.8403361344537815,0.8,0.9784075617790222,0.9784075617790222,,,1.0,0.0,0.26853102445602417,1.0,0.0,0.0,0.15728217363357544,1
transport_recovery__0036,bbb1ed0f57d5ec0e,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.786544069647789,0.8487394957983193,0.8,0.9784014821052551,0.9784014821052551,,,1.0,0.0,0.2672809064388275,1.0,0.0,0.0,0.15564310550689697,1
transport_recovery__0037,aaae8989a1dd22e7,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7863563895225525,0.8487394957983193,0.8,0.9784059524536133,0.9784059524536133,,,1.0,0.0,0.2682175040245056,1.0,0.0,0.0,0.15665292739868164,1
transport_recovery__0038,a2cd4b3d58f24944,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7866184264421463,0.8403361344537815,0.8,0.9783972501754761,0.9783972501754761,,,1.0,0.0,0.26866212487220764,1.0,0.0,0.0,0.15689468383789062,1
transport_recovery__0039,525f9856781928c8,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7864656448364258,0.8319327731092437,0.8,0.9783928394317627,0.9783928394317627,,,1.0,0.0,0.26806479692459106,1.0,0.0,0.0,0.156929612159729,1
transport_recovery__0040,68f32b646050f4d7,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7864720523357391,0.8403361344537815,0.8,0.9783938527107239,0.9783938527107239,,,1.0,0.0,0.26775822043418884,1.0,0.0,0.0,0.1561434268951416,1
transport_recovery__0041,5f82d437c75fed69,transport_recovery,drop_and_regrasp,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.786323755979538,0.8403361344537815,0.8,0.9783896207809448,0.9783896207809448,,,1.0,0.0,0.26811397075653076,1.0,0.0,0.0,0.15683937072753906,1
transport_recovery__0042,c3f1e2e32d43989b,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7865399420261383,0.8571428571428571,0.8,0.9784045815467834,0.9784045815467834,,,1.0,0.0,0.268561452627182,1.0,0.0,0.0,0.15730232000350952,1
transport_recovery__0043,03a5fc551f7a2c97,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.786336824297905,0.8487394957983193,0.8,0.9784016013145447,0.9784016013145447,,,1.0,0.0,0.2683718800544739,1.0,0.0,0.0,0.15767192840576172,1
transport_recovery__0044,fb7ffa8d97e3523c,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7867162972688675,0.8403361344537815,0.8,0.9783943295478821,0.9783943295478821,,,1.0,0.0,0.2680984437465668,1.0,0.0,0.0,0.15679383277893066,1
transport_recovery__0045,17cea51db8405b35,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7864474058151245,0.8403361344537815,0.8,0.9784147143363953,0.9784147143363953,,,1.0,0.0,0.26869407296180725,1.0,0.0,0.0,0.15768271684646606,1
transport_recovery__0046,624940d72e6064eb,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7863219082355499,0.8403361344537815,0.8,0.9784003496170044,0.9784003496170044,,,1.0,0.0,0.2680618166923523,1.0,0.0,0.0,0.15662676095962524,1
transport_recovery__0047,fb106d73c0342444,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7866914123296738,0.8571428571428571,0.8,0.9783947467803955,0.9783947467803955,,,1.0,0.0,0.2679404020309448,1.0,0.0,0.0,0.155867338180542,1
transport_recovery__0048,3e7017a7401b7846,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7864919304847717,0.8487394957983193,0.8,0.9784116744995117,0.9784116744995117,,,1.0,0.0,0.2675240933895111,1.0,0.0,0.0,0.15649807453155518,1
transport_recovery__0049,44a27458c265bba1,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7864860743284225,0.8319327731092437,0.8,0.978400707244873,0.978400707244873,,,1.0,0.0,0.2685334086418152,1.0,0.0,0.0,0.157148540019989,1
transport_recovery__0050,fbee41a141635376,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7860992401838303,0.8403361344537815,0.8,0.9783984422683716,0.9783984422683716,,,1.0,0.0,0.2682451605796814,1.0,0.0,0.0,0.15686774253845215,1
transport_recovery__0051,0922eee6e0d2de3f,transport_recovery,gripper_reopen,recovery_success,success,learned_linear_sarm,recovery_chain,20260905,0.7862464487552643,0.8403361344537815,0.8,0.9784166812896729,0.9784166812896729,,,1.0,0.0,0.26825737953186035,1.0,0.0,0.0,0.15680062770843506,1
