path,source_role,size,sha256,sample_fields,read_error,eligibility
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_00_00_220701/rollout_01/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,137,f498de4fdeb3b118fb91a973285de3988d752f5e690c3f12848bd03c7a06d396,event|observable_online|time,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_00_00_220701/rollout_01/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,199,73b9fb91132a26654e73ed6a846279a01ae7483e1c308d5cb769dbf6d46165aa,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_00_00_220701/rollout_01/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,815,a112f1ed35715f2c9ceec4124b185bd8ad0dac714e15fbfdb34173151a5ef952,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_00_00_220701/rollout_01/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,911,7d8b9d011b149329feaa776ac2d4cb5751fb4eb0aa59112d187927134df2a3f1,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_00_00_220701/rollout_01/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,510,72278618b9b1a810603353903e98166183bb599887744fa49c5d87c6caba36ce,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_00_00_220701/rollout_01/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,166,5a107c92e2ce3f07288e3fc08c9c65c279cab9656bd2012224f18daf1aeef885,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_00/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,306,51f77119e7f46fdd406db98f7ff616f962a7908ef84011501846135af03eed39,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_00/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,93,a12e19e57d688ebc839f7af0ccab2296c3c3a6b0cdb8cb926c2026958d29a324,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_00/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_00/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,114,752c5d3ada39d1817215eb39d222dc8de334e1bf13399156610bc904ad5c8874,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_00/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,819,5bf4aebbf724402ec01c31fc30b45b7feb20de7eaa14397ff57f1914e8db543b,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_00/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,865,2f9516a74cb59b469a50959a0bc41744b91731809ec991152661643fc86b0294,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_00/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,315,799d4bfbfd02cbef35cdce7503a75eaf256cc3c2fe5ece38d35238f9f890ac8e,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_00/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,167,bac2738e937251c3ae6030644a0f80a170338c67579979d863969c1343ed3d60,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_01/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,306,51f77119e7f46fdd406db98f7ff616f962a7908ef84011501846135af03eed39,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_01/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,93,a12e19e57d688ebc839f7af0ccab2296c3c3a6b0cdb8cb926c2026958d29a324,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_01/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,JSONDecodeError: Expecting value: line 1 column 1 (char 0),REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_01/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,114,752c5d3ada39d1817215eb39d222dc8de334e1bf13399156610bc904ad5c8874,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_01/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,819,3a6a4ff4cc18bb10285e599643280b34fcfb6ba5ec4297ae674511ef6d8707c2,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_01/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,865,2f9516a74cb59b469a50959a0bc41744b91731809ec991152661643fc86b0294,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_01/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,315,799d4bfbfd02cbef35cdce7503a75eaf256cc3c2fe5ece38d35238f9f890ac8e,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_01_00_220701/rollout_01/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,167,bac2738e937251c3ae6030644a0f80a170338c67579979d863969c1343ed3d60,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_00/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,535,cfcc2c15b50d87ef3f66b6fcd92f27c38d10f20ef89815a5d96cff7e08e5463e,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_00/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,150,bc77798bdabf15a9bde1d72c26705e1f7dc03eddf6b9b1223fa2f59b3894b1c0,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_00/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,137,f498de4fdeb3b118fb91a973285de3988d752f5e690c3f12848bd03c7a06d396,event|observable_online|time,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_00/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,199,73b9fb91132a26654e73ed6a846279a01ae7483e1c308d5cb769dbf6d46165aa,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_00/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,825,fe626d93f8c955c3f70a6dbe2c079a6d0d3475a91a29612cb64edd5f7bc40357,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_00/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,911,7d8b9d011b149329feaa776ac2d4cb5751fb4eb0aa59112d187927134df2a3f1,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_00/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,513,897867ce0cfa7cf96112b36e6364f7cf95ca0d048ad1a868b3f9f005f444cd99,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_00/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,166,5a107c92e2ce3f07288e3fc08c9c65c279cab9656bd2012224f18daf1aeef885,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_01/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,535,cfcc2c15b50d87ef3f66b6fcd92f27c38d10f20ef89815a5d96cff7e08e5463e,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_01/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,150,bc77798bdabf15a9bde1d72c26705e1f7dc03eddf6b9b1223fa2f59b3894b1c0,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_01/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,137,f498de4fdeb3b118fb91a973285de3988d752f5e690c3f12848bd03c7a06d396,event|observable_online|time,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_01/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,199,73b9fb91132a26654e73ed6a846279a01ae7483e1c308d5cb769dbf6d46165aa,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_01/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,825,52cb5eb68cb7e839a059fc366392d1d7aebd199508346f45031603f54eae805f,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_01/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,911,7d8b9d011b149329feaa776ac2d4cb5751fb4eb0aa59112d187927134df2a3f1,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_01/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,513,897867ce0cfa7cf96112b36e6364f7cf95ca0d048ad1a868b3f9f005f444cd99,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_02_00_220701/rollout_01/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,166,5a107c92e2ce3f07288e3fc08c9c65c279cab9656bd2012224f18daf1aeef885,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_00/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,568,0f2e0251dad75f62f2b81ef6dddbf5d923803e2905a5ca455c84f0a44cf6b460,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_00/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,160,1383bd4e0f96d829a572fe73508b71aa9741428fa2def5e1b0add8bf7f44911e,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_00/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,276,fe050b6268c62e33cfa7d0b5610fff27a0d696fd99c84713408d3a785226b66e,event|observable_online|time,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_00/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,214,f8cd312bc3fb192cddb65018ae091f86d854b81b9e6abbda4b0663d0ec255cb9,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_00/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,818,a70ef3714efbdbe0d647a60feac4f47397c92f476ebb78af9296cb37a392d2cb,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_00/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,918,376cfb5ca43403052af8b792eb00e0d07a48053553e0fecd881013463e83aa03,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_00/oracle_timeline.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,540,97064e9d329a96bed9d2a97b7a604ff7a61973dbe17db57cd0cff997a42bc8dc,frame_index|time|goal_stable|weld_state|object_target_distance|ncon,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_00/termination.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,166,a68f24e41285a5441124e6cd74db0421d2d7c1f72ad317e125fb1db6f60cec2d,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_01/actions.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,568,0f2e0251dad75f62f2b81ef6dddbf5d923803e2905a5ca455c84f0a44cf6b460,action_index|action|start_time|end_time|gripper_command|contact_present|termination_reason,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_01/contact_sensor.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,160,1383bd4e0f96d829a572fe73508b71aa9741428fa2def5e1b0add8bf7f44911e,frame_index|time|contact_present,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_01/events.jsonl,KNOWN_PILOT_ROOT_REPORTED_BY_V2,276,fe050b6268c62e33cfa7d0b5610fff27a0d696fd99c84713408d3a785226b66e,event|observable_online|time,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_01/gripper_command.csv,KNOWN_PILOT_ROOT_REPORTED_BY_V2,214,f8cd312bc3fb192cddb65018ae091f86d854b81b9e6abbda4b0663d0ec255cb9,frame_index|time|gripper_command,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_01/metadata.json,KNOWN_PILOT_ROOT_REPORTED_BY_V2,818,2bb7b8c5af9c5b7918ec16b4e5bef1737e1b9a54977016fdd4fbf0eb4868558c,SUMMARY_ONLY_NOT_STEP_STATE,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/pilot/L2P_03_00_220701/rollout_01/online_observation.npz,KNOWN_PILOT_ROOT_REPORTED_BY_V2,918,376cfb5ca43403052af8b792eb00e0d07a48053553e0fecd881013463e83aa03,timestamps.npy|action_code.npy|gripper_command_closed.npy|contact_present.npy,,REQUIRES_SCHEMA_AND_CAUSAL_REVIEW
