logical_path	original_path	original_filename	size_bytes	sha256	artifact_type	purpose	recovery_method
scenes_source/F03/F03_B_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F03/F03_B_view_1.jpg	F03_B_view_1.jpg	18176	1fb7badb85698b8f6f4dc7756f56ffff202cf1b7cd2986179b215146eed808dc	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F03/F03_B_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F03/F03_B_view_2.jpg	F03_B_view_2.jpg	23692	448bf4a9f3df2f461e88ac6c26b4f8fe328be6c3b79d852af03a3fad5a318eb9	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F04/F04_A_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F04/F04_A_view_1.jpg	F04_A_view_1.jpg	17368	8645f8d7541f5f61402d7e46029bda0dc4ac991d4fc4de801177d4dbc5fdfa7a	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F04/F04_A_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F04/F04_A_view_2.jpg	F04_A_view_2.jpg	22070	85dd24cdd8b1b50d71da1dfcb2bfed9e4366da77696d21bd2c3a5590bf8dbf9c	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F04/F04_B_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F04/F04_B_view_1.jpg	F04_B_view_1.jpg	18201	d160e55f00955cf9242ffc2d6b89f4b9831af7cd3373519e86dd7f5133146bff	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F04/F04_B_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F04/F04_B_view_2.jpg	F04_B_view_2.jpg	22703	39232bdf9ed6ad32b9269f6a7d9b14fe60bd6277eddc67ef2c21b12ddae193b0	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F05/F05_A_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F05/F05_A_view_1.jpg	F05_A_view_1.jpg	17183	e11146309c7615413893e17416200732a516869aa5322e526dac2965cb12f17f	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F05/F05_A_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F05/F05_A_view_2.jpg	F05_A_view_2.jpg	22186	32297e0f09e639f21d13fd5a9d5e1d393087b82b15baadd8bcd6e5d5df09c549	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F05/F05_B_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F05/F05_B_view_1.jpg	F05_B_view_1.jpg	17979	05f6318472b33cae9380ec12177f6aab2acaef61d7bf21de24e654346bb0efdb	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F05/F05_B_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F05/F05_B_view_2.jpg	F05_B_view_2.jpg	22860	e1196d36301d2dc702a16a055e35e880240c48f533a55c25112191e56418d916	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F06/F06_A_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F06/F06_A_view_1.jpg	F06_A_view_1.jpg	16976	e88a716b5cadb1d3d13f3ff63513352df3dae2340700172d02e5393ff893ae0c	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F06/F06_A_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F06/F06_A_view_2.jpg	F06_A_view_2.jpg	22308	082424341f0fa1e6a320b475ee135cffc676e862e0293eb7997d8756bce8f01d	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F06/F06_B_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F06/F06_B_view_1.jpg	F06_B_view_1.jpg	15579	fbd1fed50d707560035b855aa605f60faddb6dc60e7d6185ee20c802eea44400	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F06/F06_B_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F06/F06_B_view_2.jpg	F06_B_view_2.jpg	20761	183aaac502b015d5baca69f5cb009bb6d65b178730adf2968665c488e667ed4d	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F07/F07_A_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F07/F07_A_view_1.jpg	F07_A_view_1.jpg	17293	a79c45fbab19223bf3f12f42100b13160232d768bb7206d0cf0beced2dc399c9	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F07/F07_A_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F07/F07_A_view_2.jpg	F07_A_view_2.jpg	22386	71cd75516d80d1f04bc53400b9dabf62c9dd79846de3e71e37f1a1700a7e7d3b	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F07/F07_B_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F07/F07_B_view_1.jpg	F07_B_view_1.jpg	18359	72110b789967c49133df6dfd6fd0d0c7eb0d5bdf19f37a0cd704f6a9e61220ec	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F07/F07_B_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F07/F07_B_view_2.jpg	F07_B_view_2.jpg	23677	e64104a768aa42b1b82af1587e4c8526999f9670719d2e541ab8b20b182531ff	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F08/F08_A_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F08/F08_A_view_1.jpg	F08_A_view_1.jpg	17404	6e988802674e94c634ebd8262705c7b95f38dd82a665147368e83a5bc13a4bce	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F08/F08_A_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F08/F08_A_view_2.jpg	F08_A_view_2.jpg	22738	51faae583a8a950cfa39e9bab56f6fbbbb1b6346ea1b168299fb3ca793177784	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F08/F08_B_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F08/F08_B_view_1.jpg	F08_B_view_1.jpg	18147	9022db6180466e557ceb1f0ec95da4b884f9f93433000b5e4f6c1972e0c1e060	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F08/F08_B_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F08/F08_B_view_2.jpg	F08_B_view_2.jpg	23283	f207ef3c1abf9b29d57c7e1d7edc6c15f3c131f86e8190bf8e57bef1362c357e	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F09/F09_A_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F09/F09_A_view_1.jpg	F09_A_view_1.jpg	17406	355131d47f2e14e9f34f3445a617c2db8f9cdcf779522aefb96c4c73d5aadf82	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F09/F09_A_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F09/F09_A_view_2.jpg	F09_A_view_2.jpg	22834	eaaa6cb11877d24f1869da28da6a8760c3b8dda422aacf2fdc401b0c6b810d21	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F09/F09_B_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F09/F09_B_view_1.jpg	F09_B_view_1.jpg	19100	4fdcde18aeeee44fac3ebbc3178acf2782370d79c98e96080e8722b6ffa3a479	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F09/F09_B_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F09/F09_B_view_2.jpg	F09_B_view_2.jpg	23289	afbe15762cf22989b9193fca921336eb37cabb3ea3d7e4b7edaf92767ac69699	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F10/F10_A_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F10/F10_A_view_1.jpg	F10_A_view_1.jpg	17595	78ae1440df8385f0073b067d814f9ee306adf8c028720882d0f4f8da156baa39	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F10/F10_A_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F10/F10_A_view_2.jpg	F10_A_view_2.jpg	23048	ab8a5bc3c8871a43140e38b94ebfa70c8a3891ea60796bedc3a5dbd41ebf5952	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F10/F10_B_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F10/F10_B_view_1.jpg	F10_B_view_1.jpg	15748	41b1caaaef411fd2e6fa4667510b26744312d5ec2c672006f8df51154cc3b0f4	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F10/F10_B_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F10/F10_B_view_2.jpg	F10_B_view_2.jpg	21663	5775dd876357f15b9fa1a1e98ee941b86f71325aa49971cfdcb3df8121cf237a	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F11/F11_A_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F11/F11_A_view_1.jpg	F11_A_view_1.jpg	17670	3193617e09f538df0b075095d97bb1899986f7e89328682cbbbbe1bb84987a12	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F11/F11_A_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F11/F11_A_view_2.jpg	F11_A_view_2.jpg	22631	59585f6f9c238dcd49e3bc3138f9216ae570e2fc32b629abd11d1c6241263036	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F11/F11_B_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F11/F11_B_view_1.jpg	F11_B_view_1.jpg	18165	1e68c52c5945a61dec1fb8a55ccb70f7d94b08c6a16f18391c41eee8b33d9101	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F11/F11_B_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F11/F11_B_view_2.jpg	F11_B_view_2.jpg	23723	6dbbc80bf0a328794ba473f6c88a9b8f4e3c0dadd9e604d316772320a4c9005b	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F12/F12_A_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F12/F12_A_view_1.jpg	F12_A_view_1.jpg	17789	ec935d2bda997273749815b5c40710275142f155385dcb13c0cfb55af86fe84f	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F12/F12_A_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F12/F12_A_view_2.jpg	F12_A_view_2.jpg	22654	3ce5ffedbdc178eb5a6d2b4b0b16047f1daa9dbfd53bb22d4648f18571fba3fa	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F12/F12_B_view_1.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F12/F12_B_view_1.jpg	F12_B_view_1.jpg	18741	23abc6e2523c8441fd78e52cc8ff8971491fe0985182af8a9751700fb8a25cb4	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
scenes_source/F12/F12_B_view_2.jpg	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/scenes_source/F12/F12_B_view_2.jpg	F12_B_view_2.jpg	23258	30534ed356217587ae52f4df7fca1b3f603ebe7c53f86898b97252cb43a148c4	original_simulator_rgb	pre-normalization MuJoCo scene input	rerun the committed renderer and capture plan or restore the exact local path
run/api_ledger.sqlite	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_coarse_l1_v1/run/api_ledger.sqlite	api_ledger.sqlite	24576	c87aa97a74c98ae8aca2f3703047d420bc61337b48f1ab7e09d4be2e55a05cc9	api_attempt_ledger	authoritative shared counter for all external attempts	retain the local ledger; do not recreate it to reset the call cap
