boundary_source,closed_full_input_cycle_residual,episode_id,partition_residual,root_family_id,segment_return_sum,split,whole_return_phi_last_minus_phi_first
uniform,not_measured,formal_u2_family_119_r00,0.0,u2_family_119,0.5820749849081039,test,0.5820749849081039
best_budget,not_measured,formal_u2_family_119_r00,0.0,u2_family_119,0.5820749849081039,test,0.5820749849081039
gold,not_measured,formal_u2_family_119_r01,0.0,u2_family_119,0.5780978500843048,test,0.5780978500843048
best_causal,not_measured,formal_u2_family_119_r01,0.0,u2_family_119,0.5780978500843048,test,0.5780978500843048
best_rule,not_measured,formal_u2_family_119_r01,0.0,u2_family_119,0.5780978500843048,test,0.5780978500843048
uniform,not_measured,formal_u2_family_119_r01,0.0,u2_family_119,0.5780978500843048,test,0.5780978500843048
best_budget,not_measured,formal_u2_family_119_r01,0.0,u2_family_119,0.5780978500843048,test,0.5780978500843048
gold,not_measured,formal_u2_family_119_r02,0.0,u2_family_119,0.5763053297996521,test,0.5763053297996521
best_causal,not_measured,formal_u2_family_119_r02,0.0,u2_family_119,0.5763053297996521,test,0.5763053297996521
best_rule,not_measured,formal_u2_family_119_r02,0.0,u2_family_119,0.5763053297996521,test,0.5763053297996521
uniform,not_measured,formal_u2_family_119_r02,0.0,u2_family_119,0.5763053297996521,test,0.5763053297996521
best_budget,not_measured,formal_u2_family_119_r02,0.0,u2_family_119,0.5763053297996521,test,0.5763053297996521
gold,not_measured,formal_u2_family_119_r03,0.0,u2_family_119,0.5792376846075058,test,0.5792376846075058
best_causal,not_measured,formal_u2_family_119_r03,0.0,u2_family_119,0.5792376846075058,test,0.5792376846075058
best_rule,not_measured,formal_u2_family_119_r03,0.0,u2_family_119,0.5792376846075058,test,0.5792376846075058
uniform,not_measured,formal_u2_family_119_r03,0.0,u2_family_119,0.5792376846075058,test,0.5792376846075058
best_budget,not_measured,formal_u2_family_119_r03,0.0,u2_family_119,0.5792376846075058,test,0.5792376846075058
gold,not_measured,formal_u2_family_119_r04,0.0,u2_family_119,0.5794941782951355,test,0.5794941782951355
best_causal,not_measured,formal_u2_family_119_r04,0.0,u2_family_119,0.5794941782951355,test,0.5794941782951355
best_rule,not_measured,formal_u2_family_119_r04,0.0,u2_family_119,0.5794941782951355,test,0.5794941782951355
uniform,not_measured,formal_u2_family_119_r04,0.0,u2_family_119,0.5794941782951355,test,0.5794941782951355
best_budget,not_measured,formal_u2_family_119_r04,0.0,u2_family_119,0.5794941782951355,test,0.5794941782951355
gold,not_measured,formal_u2_family_119_r05,0.0,u2_family_119,0.5810183137655258,test,0.5810183137655258
best_causal,not_measured,formal_u2_family_119_r05,0.0,u2_family_119,0.5810183137655258,test,0.5810183137655258
best_rule,not_measured,formal_u2_family_119_r05,0.0,u2_family_119,0.5810183137655258,test,0.5810183137655258
uniform,not_measured,formal_u2_family_119_r05,0.0,u2_family_119,0.5810183137655258,test,0.5810183137655258
best_budget,not_measured,formal_u2_family_119_r05,0.0,u2_family_119,0.5810183137655258,test,0.5810183137655258
