rollout_id,family_id,family_seed,rollout_seed,case_id,trace_complete,frame_manifest_complete,detector_job_complete,numeric_health_pass,pre_hold_verified,physical_loss_confirmed,state,reference_action,resolvable,commanded_release,force_start_time,phase_grid_time,requested_phase_offset_ms,actual_phase_offset_ms,loss_onset_time_abs,loss_confirmed_time_abs,peak_relative_separation_m,reference_path,physics_trace_path,candidate_input_path
L2RAR2_R19_CONF_03_886003__T5_transport_weak_outcome,L2RAR2_R19_CONF_03_886003,886003,88700304,T5_transport_weak_outcome,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5500000000000012,1.6900000000000013,0.3739570540248635,../../../confirmation/L2RAR2_R19_CONF_03_886003__T5_transport_weak_outcome/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_03_886003__T5_transport_weak_outcome/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_03_886003__T5_transport_weak_outcome/candidate_input
L2RAR2_R19_CONF_03_886003__T6_transport_medium_outcome,L2RAR2_R19_CONF_03_886003,886003,88700305,T6_transport_medium_outcome,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5400000000000011,1.6900000000000013,0.37455057774423073,../../../confirmation/L2RAR2_R19_CONF_03_886003__T6_transport_medium_outcome/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_03_886003__T6_transport_medium_outcome/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_03_886003__T6_transport_medium_outcome/candidate_input
L2RAR2_R19_CONF_03_886003__T7_transport_strong_phase_00ms,L2RAR2_R19_CONF_03_886003,886003,88700306,T7_transport_strong_phase_00ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.300000000000001,0,0.0,1.5200000000000011,1.7000000000000013,0.3518004052699049,../../../confirmation/L2RAR2_R19_CONF_03_886003__T7_transport_strong_phase_00ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_03_886003__T7_transport_strong_phase_00ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_03_886003__T7_transport_strong_phase_00ms/candidate_input
L2RAR2_R19_CONF_03_886003__T8_transport_strong_phase_10ms,L2RAR2_R19_CONF_03_886003,886003,88700307,T8_transport_strong_phase_10ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.310000000000001,1.300000000000001,10,10.000000000000009,1.5300000000000011,1.7100000000000013,0.36486380470383617,../../../confirmation/L2RAR2_R19_CONF_03_886003__T8_transport_strong_phase_10ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_03_886003__T8_transport_strong_phase_10ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_03_886003__T8_transport_strong_phase_10ms/candidate_input
L2RAR2_R19_CONF_03_886003__T9_transport_strong_phase_20ms,L2RAR2_R19_CONF_03_886003,886003,88700308,T9_transport_strong_phase_20ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5400000000000011,1.7100000000000013,0.36478924223551573,../../../confirmation/L2RAR2_R19_CONF_03_886003__T9_transport_strong_phase_20ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_03_886003__T9_transport_strong_phase_20ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_03_886003__T9_transport_strong_phase_20ms/candidate_input
L2RAR2_R19_CONF_04_886004__T10_transport_strong_phase_30ms,L2RAR2_R19_CONF_04_886004,886004,88700409,T10_transport_strong_phase_30ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.330000000000001,1.300000000000001,30,30.00000000000003,1.6000000000000012,1.7300000000000013,0.5204559565292093,../../../confirmation/L2RAR2_R19_CONF_04_886004__T10_transport_strong_phase_30ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_04_886004__T10_transport_strong_phase_30ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_04_886004__T10_transport_strong_phase_30ms/candidate_input
L2RAR2_R19_CONF_04_886004__T11_transport_strong_phase_40ms_rgb_dropout,L2RAR2_R19_CONF_04_886004,886004,88700410,T11_transport_strong_phase_40ms_rgb_dropout,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.340000000000001,1.300000000000001,40,40.000000000000036,1.6100000000000012,1.7400000000000013,0.612681178415504,../../../confirmation/L2RAR2_R19_CONF_04_886004__T11_transport_strong_phase_40ms_rgb_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_04_886004__T11_transport_strong_phase_40ms_rgb_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_04_886004__T11_transport_strong_phase_40ms_rgb_dropout/candidate_input
L2RAR2_R19_CONF_04_886004__T12_transport_commanded_release,L2RAR2_R19_CONF_04_886004,886004,88700411,T12_transport_commanded_release,True,True,True,True,True,False,COMMANDED_RELEASE,none,True,True,,1.300000000000001,20,20.000000000000018,,,0.36460409863944065,../../../confirmation/L2RAR2_R19_CONF_04_886004__T12_transport_commanded_release/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_04_886004__T12_transport_commanded_release/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_04_886004__T12_transport_commanded_release/candidate_input
L2RAR2_R19_CONF_04_886004__T1_transport_stable_clean,L2RAR2_R19_CONF_04_886004,886004,88700400,T1_transport_stable_clean,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.013677909292273107,../../../confirmation/L2RAR2_R19_CONF_04_886004__T1_transport_stable_clean/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_04_886004__T1_transport_stable_clean/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_04_886004__T1_transport_stable_clean/candidate_input
L2RAR2_R19_CONF_04_886004__T2_transport_camera_jitter,L2RAR2_R19_CONF_04_886004,886004,88700401,T2_transport_camera_jitter,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.013677909292273107,../../../confirmation/L2RAR2_R19_CONF_04_886004__T2_transport_camera_jitter/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_04_886004__T2_transport_camera_jitter/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_04_886004__T2_transport_camera_jitter/candidate_input
L2RAR2_R19_CONF_04_886004__T3_transport_single_contact_proxy_dropout,L2RAR2_R19_CONF_04_886004,886004,88700402,T3_transport_single_contact_proxy_dropout,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.013677909292273107,../../../confirmation/L2RAR2_R19_CONF_04_886004__T3_transport_single_contact_proxy_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_04_886004__T3_transport_single_contact_proxy_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_04_886004__T3_transport_single_contact_proxy_dropout/candidate_input
L2RAR2_R19_CONF_04_886004__T4_transport_same_time_contact_false_then_true,L2RAR2_R19_CONF_04_886004,886004,88700403,T4_transport_same_time_contact_false_then_true,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.013677909292273107,../../../confirmation/L2RAR2_R19_CONF_04_886004__T4_transport_same_time_contact_false_then_true/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_04_886004__T4_transport_same_time_contact_false_then_true/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_04_886004__T4_transport_same_time_contact_false_then_true/candidate_input
L2RAR2_R19_CONF_04_886004__T5_transport_weak_outcome,L2RAR2_R19_CONF_04_886004,886004,88700404,T5_transport_weak_outcome,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5800000000000012,1.6900000000000013,0.4066692596796244,../../../confirmation/L2RAR2_R19_CONF_04_886004__T5_transport_weak_outcome/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_04_886004__T5_transport_weak_outcome/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_04_886004__T5_transport_weak_outcome/candidate_input
L2RAR2_R19_CONF_04_886004__T6_transport_medium_outcome,L2RAR2_R19_CONF_04_886004,886004,88700405,T6_transport_medium_outcome,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5800000000000012,1.7000000000000013,0.35464140645810194,../../../confirmation/L2RAR2_R19_CONF_04_886004__T6_transport_medium_outcome/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_04_886004__T6_transport_medium_outcome/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_04_886004__T6_transport_medium_outcome/candidate_input
L2RAR2_R19_CONF_04_886004__T7_transport_strong_phase_00ms,L2RAR2_R19_CONF_04_886004,886004,88700406,T7_transport_strong_phase_00ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.300000000000001,0,0.0,1.5200000000000011,1.7000000000000013,0.37011155176256616,../../../confirmation/L2RAR2_R19_CONF_04_886004__T7_transport_strong_phase_00ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_04_886004__T7_transport_strong_phase_00ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_04_886004__T7_transport_strong_phase_00ms/candidate_input
L2RAR2_R19_CONF_04_886004__T8_transport_strong_phase_10ms,L2RAR2_R19_CONF_04_886004,886004,88700407,T8_transport_strong_phase_10ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.310000000000001,1.300000000000001,10,10.000000000000009,1.5800000000000012,1.7100000000000013,0.41211357394645093,../../../confirmation/L2RAR2_R19_CONF_04_886004__T8_transport_strong_phase_10ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_04_886004__T8_transport_strong_phase_10ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_04_886004__T8_transport_strong_phase_10ms/candidate_input
L2RAR2_R19_CONF_04_886004__T9_transport_strong_phase_20ms,L2RAR2_R19_CONF_04_886004,886004,88700408,T9_transport_strong_phase_20ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5900000000000012,1.7200000000000013,0.4561662266535841,../../../confirmation/L2RAR2_R19_CONF_04_886004__T9_transport_strong_phase_20ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_04_886004__T9_transport_strong_phase_20ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_04_886004__T9_transport_strong_phase_20ms/candidate_input
L2RAR2_R19_CONF_05_886005__T10_transport_strong_phase_30ms,L2RAR2_R19_CONF_05_886005,886005,88700509,T10_transport_strong_phase_30ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.330000000000001,1.300000000000001,30,30.00000000000003,1.6100000000000012,1.7300000000000013,0.8019720421991592,../../../confirmation/L2RAR2_R19_CONF_05_886005__T10_transport_strong_phase_30ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_05_886005__T10_transport_strong_phase_30ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_05_886005__T10_transport_strong_phase_30ms/candidate_input
L2RAR2_R19_CONF_05_886005__T11_transport_strong_phase_40ms_rgb_dropout,L2RAR2_R19_CONF_05_886005,886005,88700510,T11_transport_strong_phase_40ms_rgb_dropout,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.340000000000001,1.300000000000001,40,40.000000000000036,1.6200000000000012,1.7400000000000013,0.9015682678043984,../../../confirmation/L2RAR2_R19_CONF_05_886005__T11_transport_strong_phase_40ms_rgb_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_05_886005__T11_transport_strong_phase_40ms_rgb_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_05_886005__T11_transport_strong_phase_40ms_rgb_dropout/candidate_input
L2RAR2_R19_CONF_05_886005__T12_transport_commanded_release,L2RAR2_R19_CONF_05_886005,886005,88700511,T12_transport_commanded_release,True,True,True,True,True,False,COMMANDED_RELEASE,none,True,True,,1.300000000000001,20,20.000000000000018,,,0.3559361604882949,../../../confirmation/L2RAR2_R19_CONF_05_886005__T12_transport_commanded_release/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_05_886005__T12_transport_commanded_release/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_05_886005__T12_transport_commanded_release/candidate_input
L2RAR2_R19_CONF_05_886005__T1_transport_stable_clean,L2RAR2_R19_CONF_05_886005,886005,88700500,T1_transport_stable_clean,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.01688284972184472,../../../confirmation/L2RAR2_R19_CONF_05_886005__T1_transport_stable_clean/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_05_886005__T1_transport_stable_clean/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_05_886005__T1_transport_stable_clean/candidate_input
L2RAR2_R19_CONF_05_886005__T2_transport_camera_jitter,L2RAR2_R19_CONF_05_886005,886005,88700501,T2_transport_camera_jitter,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.01688284972184472,../../../confirmation/L2RAR2_R19_CONF_05_886005__T2_transport_camera_jitter/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_05_886005__T2_transport_camera_jitter/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_05_886005__T2_transport_camera_jitter/candidate_input
L2RAR2_R19_CONF_05_886005__T3_transport_single_contact_proxy_dropout,L2RAR2_R19_CONF_05_886005,886005,88700502,T3_transport_single_contact_proxy_dropout,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.01688284972184472,../../../confirmation/L2RAR2_R19_CONF_05_886005__T3_transport_single_contact_proxy_dropout/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_05_886005__T3_transport_single_contact_proxy_dropout/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_05_886005__T3_transport_single_contact_proxy_dropout/candidate_input
L2RAR2_R19_CONF_05_886005__T4_transport_same_time_contact_false_then_true,L2RAR2_R19_CONF_05_886005,886005,88700503,T4_transport_same_time_contact_false_then_true,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,,,,0.01688284972184472,../../../confirmation/L2RAR2_R19_CONF_05_886005__T4_transport_same_time_contact_false_then_true/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_05_886005__T4_transport_same_time_contact_false_then_true/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_05_886005__T4_transport_same_time_contact_false_then_true/candidate_input
L2RAR2_R19_CONF_05_886005__T5_transport_weak_outcome,L2RAR2_R19_CONF_05_886005,886005,88700504,T5_transport_weak_outcome,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5900000000000012,1.7200000000000013,0.4908151626865583,../../../confirmation/L2RAR2_R19_CONF_05_886005__T5_transport_weak_outcome/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_05_886005__T5_transport_weak_outcome/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_05_886005__T5_transport_weak_outcome/candidate_input
L2RAR2_R19_CONF_05_886005__T6_transport_medium_outcome,L2RAR2_R19_CONF_05_886005,886005,88700505,T6_transport_medium_outcome,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5900000000000012,1.7200000000000013,0.49345256135579124,../../../confirmation/L2RAR2_R19_CONF_05_886005__T6_transport_medium_outcome/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_05_886005__T6_transport_medium_outcome/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_05_886005__T6_transport_medium_outcome/candidate_input
L2RAR2_R19_CONF_05_886005__T7_transport_strong_phase_00ms,L2RAR2_R19_CONF_05_886005,886005,88700506,T7_transport_strong_phase_00ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.300000000000001,0,0.0,1.5700000000000012,1.7000000000000013,0.4376148854199353,../../../confirmation/L2RAR2_R19_CONF_05_886005__T7_transport_strong_phase_00ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_05_886005__T7_transport_strong_phase_00ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_05_886005__T7_transport_strong_phase_00ms/candidate_input
L2RAR2_R19_CONF_05_886005__T8_transport_strong_phase_10ms,L2RAR2_R19_CONF_05_886005,886005,88700507,T8_transport_strong_phase_10ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.310000000000001,1.300000000000001,10,10.000000000000009,1.5800000000000012,1.7100000000000013,0.4763942642908438,../../../confirmation/L2RAR2_R19_CONF_05_886005__T8_transport_strong_phase_10ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_05_886005__T8_transport_strong_phase_10ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_05_886005__T8_transport_strong_phase_10ms/candidate_input
L2RAR2_R19_CONF_05_886005__T9_transport_strong_phase_20ms,L2RAR2_R19_CONF_05_886005,886005,88700508,T9_transport_strong_phase_20ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.320000000000001,1.300000000000001,20,20.000000000000018,1.5900000000000012,1.7200000000000013,0.6012922474895428,../../../confirmation/L2RAR2_R19_CONF_05_886005__T9_transport_strong_phase_20ms/reference/physical_reference.json,../../../confirmation/L2RAR2_R19_CONF_05_886005__T9_transport_strong_phase_20ms/reference/physics_trace.jsonl,../../../confirmation/L2RAR2_R19_CONF_05_886005__T9_transport_strong_phase_20ms/candidate_input
