episode_id,n_steps,path,rollout_seed,root_family_id,split,success,terminal_reason
u4b_u4b_v1_41_8500050,35,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_41_8500050.json,8500050,u4b_v1_41,confirm,True,stable_success
u4b_u4b_v1_41_8500051,36,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_41_8500051.json,8500051,u4b_v1_41,confirm,True,stable_success
u4b_u4b_v1_41_8500052,34,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_41_8500052.json,8500052,u4b_v1_41,confirm,True,stable_success
u4b_u4b_v1_41_8500053,35,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_41_8500053.json,8500053,u4b_v1_41,confirm,True,stable_success
u4b_u4b_v1_42_8500060,25,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_42_8500060.json,8500060,u4b_v1_42,confirm,True,stable_success
u4b_u4b_v1_42_8500061,23,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_42_8500061.json,8500061,u4b_v1_42,confirm,True,stable_success
u4b_u4b_v1_42_8500062,23,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_42_8500062.json,8500062,u4b_v1_42,confirm,True,stable_success
u4b_u4b_v1_42_8500063,24,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_42_8500063.json,8500063,u4b_v1_42,confirm,True,stable_success
u4b_u4b_v1_43_8500070,28,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_43_8500070.json,8500070,u4b_v1_43,confirm,True,stable_success
u4b_u4b_v1_43_8500071,23,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_43_8500071.json,8500071,u4b_v1_43,confirm,True,stable_success
u4b_u4b_v1_43_8500072,23,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_43_8500072.json,8500072,u4b_v1_43,confirm,True,stable_success
u4b_u4b_v1_43_8500073,24,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_43_8500073.json,8500073,u4b_v1_43,confirm,True,stable_success
u4b_u4b_v1_44_8500080,26,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_44_8500080.json,8500080,u4b_v1_44,confirm,True,stable_success
u4b_u4b_v1_44_8500081,26,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_44_8500081.json,8500081,u4b_v1_44,confirm,True,stable_success
u4b_u4b_v1_44_8500082,24,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_44_8500082.json,8500082,u4b_v1_44,confirm,True,stable_success
u4b_u4b_v1_44_8500083,24,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_44_8500083.json,8500083,u4b_v1_44,confirm,True,stable_success
u4b_u4b_v1_45_8500090,24,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_45_8500090.json,8500090,u4b_v1_45,confirm,True,stable_success
u4b_u4b_v1_45_8500091,23,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_45_8500091.json,8500091,u4b_v1_45,confirm,True,stable_success
u4b_u4b_v1_45_8500092,25,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_45_8500092.json,8500092,u4b_v1_45,confirm,True,stable_success
u4b_u4b_v1_45_8500093,24,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_45_8500093.json,8500093,u4b_v1_45,confirm,True,stable_success
u4b_u4b_v1_46_8500100,9,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_46_8500100.json,8500100,u4b_v1_46,confirm,False,terminal_collision
u4b_u4b_v1_46_8500101,8,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_46_8500101.json,8500101,u4b_v1_46,confirm,False,terminal_collision
u4b_u4b_v1_46_8500102,8,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_46_8500102.json,8500102,u4b_v1_46,confirm,False,terminal_collision
u4b_u4b_v1_46_8500103,8,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_46_8500103.json,8500103,u4b_v1_46,confirm,False,terminal_collision
u4b_u4b_v1_47_8500110,31,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_47_8500110.json,8500110,u4b_v1_47,confirm,True,stable_success
u4b_u4b_v1_47_8500111,31,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_47_8500111.json,8500111,u4b_v1_47,confirm,True,stable_success
u4b_u4b_v1_47_8500112,30,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_47_8500112.json,8500112,u4b_v1_47,confirm,True,stable_success
u4b_u4b_v1_47_8500113,29,/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/data/reconfirmation/u4b_u4b_v1_47_8500113.json,8500113,u4b_v1_47,confirm,True,stable_success
