split,family,motif,slot,fallback_initial,left_error,right_error,structure_hash_left,structure_hash_right,parameter_hash
development,1301000,PRECEDENCE,10,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,7a27fc75f91d55d63d2d40196d771e6a9be944e004bca75d8ff617746b313873
development,1301000,PRECEDENCE,11,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,7a27fc75f91d55d63d2d40196d771e6a9be944e004bca75d8ff617746b313873
development,1301000,PRECEDENCE,12,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,7a27fc75f91d55d63d2d40196d771e6a9be944e004bca75d8ff617746b313873
development,1301000,PRECEDENCE,13,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,7a27fc75f91d55d63d2d40196d771e6a9be944e004bca75d8ff617746b313873
development,1301000,PRECEDENCE,14,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,7a27fc75f91d55d63d2d40196d771e6a9be944e004bca75d8ff617746b313873
development,1301000,PRECEDENCE,15,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,7a27fc75f91d55d63d2d40196d771e6a9be944e004bca75d8ff617746b313873
development,1301001,PRECEDENCE,0,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,1,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,2,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,3,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,4,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,5,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,6,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,7,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,8,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,9,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,10,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,11,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,12,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,13,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,14,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301001,PRECEDENCE,15,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,3d6306b79c6e1379db0a9b39061a170a6ba06f798d9e07296403e1d84697db0c
development,1301002,PRECEDENCE,0,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,1,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,2,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,3,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,4,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,5,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,6,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,7,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,8,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,9,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,10,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,11,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,12,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,13,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,14,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301002,PRECEDENCE,15,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,56b08e9a35ed37900f7972b5fafe8ff373807b7e5a937ea0382f0cde62c67e2e
development,1301003,PRECEDENCE,0,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,1,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,2,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,3,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,4,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,5,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,6,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,7,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,8,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,9,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,10,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,11,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,12,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,13,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,14,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301003,PRECEDENCE,15,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0c5915d89e9301a852cdbc27cedb10e6d36258b5d963c5e8a95232872a6e7d35
development,1301004,PRECEDENCE,0,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,1,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,2,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,3,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,4,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,5,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,6,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,7,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,8,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,9,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,10,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,11,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,12,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,13,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,14,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301004,PRECEDENCE,15,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,0696c5f42b9fe3e9c7853f9673267790c6235fb3e74aef0027e60be6f950b085
development,1301005,PRECEDENCE,0,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,c957340fc6d8b219643d0d12359ad7816bdef3ce5d435813d5e31d00874637ec
development,1301005,PRECEDENCE,1,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,c957340fc6d8b219643d0d12359ad7816bdef3ce5d435813d5e31d00874637ec
development,1301005,PRECEDENCE,2,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,c957340fc6d8b219643d0d12359ad7816bdef3ce5d435813d5e31d00874637ec
development,1301005,PRECEDENCE,3,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,c957340fc6d8b219643d0d12359ad7816bdef3ce5d435813d5e31d00874637ec
development,1301005,PRECEDENCE,4,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,c957340fc6d8b219643d0d12359ad7816bdef3ce5d435813d5e31d00874637ec
development,1301005,PRECEDENCE,5,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,c957340fc6d8b219643d0d12359ad7816bdef3ce5d435813d5e31d00874637ec
development,1301005,PRECEDENCE,6,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,c957340fc6d8b219643d0d12359ad7816bdef3ce5d435813d5e31d00874637ec
development,1301005,PRECEDENCE,7,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,c957340fc6d8b219643d0d12359ad7816bdef3ce5d435813d5e31d00874637ec
development,1301005,PRECEDENCE,8,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,c957340fc6d8b219643d0d12359ad7816bdef3ce5d435813d5e31d00874637ec
development,1301005,PRECEDENCE,9,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,c957340fc6d8b219643d0d12359ad7816bdef3ce5d435813d5e31d00874637ec
development,1301005,PRECEDENCE,10,False,,,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,b9d85010fae2582f7f02a84d24a222494b16ff9a53e44fecaa7ee41d2a70f746,c957340fc6d8b219643d0d12359ad7816bdef3ce5d435813d5e31d00874637ec
