repeat,direction,source_pool_size,target_pool_size,method,selected_count,precision_against_independent_bottom20,recall_against_independent_bottom20,jaccard_against_independent_bottom20,mean_independent_rank_percentile,negative_score_rate_in_independent_pool
1,A_to_B,50,50,stable_core_p_ge_0.90,5.0,0.8,0.10526315789473684,0.10256410256410256,0.12604166666666666,1.0
1,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,5.0,0.4,0.05263157894736842,0.04878048780487805,0.334375,0.6
1,A_to_B,50,50,stable_core_p_ge_0.95,3.0,0.6666666666666666,0.05263157894736842,0.05128205128205128,0.14930555555555555,1.0
1,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,3.0,0.6666666666666666,0.05263157894736842,0.05128205128205128,0.2604166666666667,0.6666666666666666
1,B_to_A,50,50,fixed_bottom20,38.0,0.3684210526315789,0.3684210526315789,0.22580645161290322,0.352796052631579,0.5526315789473685
1,B_to_A,50,50,fixed_bottom10,19.0,0.47368421052631576,0.23684210526315788,0.1875,0.3294956140350877,0.5263157894736842
1,B_to_A,50,50,stable_core_p_ge_0.80,8.0,0.375,0.07894736842105263,0.06976744186046512,0.36979166666666663,0.375
1,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,8.0,0.375,0.07894736842105263,0.06976744186046512,0.37890625,0.375
1,B_to_A,50,50,stable_core_p_ge_0.90,4.0,0.25,0.02631578947368421,0.024390243902439025,0.4192708333333333,0.25
1,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,4.0,0.75,0.07894736842105263,0.07692307692307693,0.17317708333333334,0.75
1,B_to_A,50,50,stable_core_p_ge_0.95,4.0,0.25,0.02631578947368421,0.024390243902439025,0.4192708333333333,0.25
1,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,4.0,0.75,0.07894736842105263,0.07692307692307693,0.17317708333333334,0.75
2,A_to_B,50,50,fixed_bottom20,38.0,0.5263157894736842,0.5263157894736842,0.35714285714285715,0.3371710526315789,0.6052631578947368
2,A_to_B,50,50,fixed_bottom10,19.0,0.7894736842105263,0.39473684210526316,0.35714285714285715,0.17516447368421054,0.8421052631578947
2,A_to_B,50,50,stable_core_p_ge_0.80,6.0,1.0,0.15789473684210525,0.15789473684210525,0.07986111111111112,1.0
2,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,6.0,0.8333333333333334,0.13157894736842105,0.1282051282051282,0.1519097222222222,0.8333333333333334
2,A_to_B,50,50,stable_core_p_ge_0.90,3.0,1.0,0.07894736842105263,0.07894736842105263,0.09722222222222222,1.0
2,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,3.0,1.0,0.07894736842105263,0.07894736842105263,0.09548611111111112,1.0
2,A_to_B,50,50,stable_core_p_ge_0.95,1.0,1.0,0.02631578947368421,0.02631578947368421,0.11979166666666667,1.0
2,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,1.0,1.0,0.02631578947368421,0.02631578947368421,0.026041666666666668,1.0
2,B_to_A,50,50,fixed_bottom20,38.0,0.5263157894736842,0.5263157894736842,0.35714285714285715,0.31044407894736836,0.6052631578947368
2,B_to_A,50,50,fixed_bottom10,19.0,0.631578947368421,0.3157894736842105,0.26666666666666666,0.2774122807017544,0.6842105263157895
2,B_to_A,50,50,stable_core_p_ge_0.80,14.0,0.6428571428571429,0.23684210526315788,0.20930232558139536,0.2890625,0.7142857142857143
2,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,14.0,0.6428571428571429,0.23684210526315788,0.20930232558139536,0.27120535714285715,0.7142857142857143
2,B_to_A,50,50,stable_core_p_ge_0.90,6.0,0.6666666666666666,0.10526315789473684,0.1,0.2986111111111111,0.6666666666666666
2,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,6.0,0.6666666666666666,0.10526315789473684,0.1,0.19791666666666663,0.8333333333333334
2,B_to_A,50,50,stable_core_p_ge_0.95,1.0,1.0,0.02631578947368421,0.02631578947368421,0.057291666666666664,1.0
2,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,1.0,1.0,0.02631578947368421,0.02631578947368421,0.057291666666666664,1.0
3,A_to_B,50,50,fixed_bottom20,38.0,0.47368421052631576,0.47368421052631576,0.3103448275862069,0.29194078947368424,0.631578947368421
3,A_to_B,50,50,fixed_bottom10,19.0,0.7368421052631579,0.3684210526315789,0.32558139534883723,0.17763157894736842,0.8421052631578947
3,A_to_B,50,50,stable_core_p_ge_0.80,15.0,0.6,0.23684210526315788,0.20454545454545456,0.2489583333333333,0.7333333333333333
3,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,15.0,0.7333333333333333,0.2894736842105263,0.2619047619047619,0.175,0.8666666666666667
3,A_to_B,50,50,stable_core_p_ge_0.90,8.0,0.5,0.10526315789473684,0.09523809523809523,0.2766927083333333,0.75
3,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,8.0,0.75,0.15789473684210525,0.15,0.16927083333333331,0.875
3,A_to_B,50,50,stable_core_p_ge_0.95,4.0,0.25,0.02631578947368421,0.024390243902439025,0.3580729166666667,0.75
3,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,4.0,0.75,0.07894736842105263,0.07692307692307693,0.13151041666666666,0.75
3,B_to_A,50,50,fixed_bottom20,38.0,0.47368421052631576,0.47368421052631576,0.3103448275862069,0.29070723684210525,0.7631578947368421
3,B_to_A,50,50,fixed_bottom10,19.0,0.5263157894736842,0.2631578947368421,0.2127659574468085,0.2398574561403509,0.8421052631578947
3,B_to_A,50,50,stable_core_p_ge_0.80,6.0,0.6666666666666666,0.10526315789473684,0.1,0.15451388888888887,0.8333333333333334
3,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,6.0,0.8333333333333334,0.13157894736842105,0.1282051282051282,0.10937499999999999,0.8333333333333334
3,B_to_A,50,50,stable_core_p_ge_0.90,2.0,1.0,0.05263157894736842,0.05263157894736842,0.013020833333333332,1.0
3,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,2.0,1.0,0.05263157894736842,0.05263157894736842,0.036458333333333336,1.0
3,B_to_A,50,50,stable_core_p_ge_0.95,0.0,,0.0,0.0,,
3,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,0.0,,0.0,0.0,,
4,A_to_B,50,50,fixed_bottom20,38.0,0.42105263157894735,0.42105263157894735,0.26666666666666666,0.39925986842105265,0.4473684210526316
4,A_to_B,50,50,fixed_bottom10,19.0,0.5263157894736842,0.2631578947368421,0.2127659574468085,0.38623903508771934,0.5263157894736842
4,A_to_B,50,50,stable_core_p_ge_0.80,14.0,0.42857142857142855,0.15789473684210525,0.13043478260869565,0.4386160714285715,0.42857142857142855
4,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,14.0,0.5714285714285714,0.21052631578947367,0.18181818181818182,0.37872023809523814,0.5714285714285714
4,A_to_B,50,50,stable_core_p_ge_0.90,7.0,0.42857142857142855,0.07894736842105263,0.07142857142857142,0.4873511904761904,0.42857142857142855
4,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,7.0,0.5714285714285714,0.10526315789473684,0.0975609756097561,0.3430059523809524,0.5714285714285714
4,A_to_B,50,50,stable_core_p_ge_0.95,4.0,0.25,0.02631578947368421,0.024390243902439025,0.5611979166666666,0.25
4,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,4.0,0.5,0.05263157894736842,0.05,0.4739583333333333,0.5
4,B_to_A,50,50,fixed_bottom20,38.0,0.42105263157894735,0.42105263157894735,0.26666666666666666,0.39172149122807015,0.5789473684210527
4,B_to_A,50,50,fixed_bottom10,19.0,0.631578947368421,0.3157894736842105,0.26666666666666666,0.24122807017543857,0.8421052631578947
4,B_to_A,50,50,stable_core_p_ge_0.80,9.0,0.5555555555555556,0.13157894736842105,0.11904761904761904,0.24768518518518517,0.7777777777777778
4,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,9.0,0.5555555555555556,0.13157894736842105,0.11904761904761904,0.3177083333333333,0.7777777777777778
4,B_to_A,50,50,stable_core_p_ge_0.90,6.0,0.6666666666666666,0.10526315789473684,0.1,0.24479166666666666,0.6666666666666666
4,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,6.0,0.6666666666666666,0.10526315789473684,0.1,0.22916666666666666,0.8333333333333334
4,B_to_A,50,50,stable_core_p_ge_0.95,5.0,0.6,0.07894736842105263,0.075,0.2885416666666667,0.6
4,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,5.0,0.6,0.07894736842105263,0.075,0.2385416666666667,0.8
5,A_to_B,50,50,fixed_bottom20,38.0,0.3684210526315789,0.3684210526315789,0.22580645161290322,0.3614309210526316,0.5526315789473685
5,A_to_B,50,50,fixed_bottom10,19.0,0.2631578947368421,0.13157894736842105,0.09615384615384616,0.4136513157894736,0.47368421052631576
5,A_to_B,50,50,stable_core_p_ge_0.80,9.0,0.2222222222222222,0.05263157894736842,0.044444444444444446,0.49537037037037035,0.3333333333333333
5,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,9.0,0.3333333333333333,0.07894736842105263,0.06818181818181818,0.34548611111111116,0.4444444444444444
5,A_to_B,50,50,stable_core_p_ge_0.90,3.0,0.0,0.0,0.0,0.578125,0.0
5,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,3.0,0.3333333333333333,0.02631578947368421,0.025,0.375,0.3333333333333333
5,A_to_B,50,50,stable_core_p_ge_0.95,3.0,0.0,0.0,0.0,0.578125,0.0
5,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,3.0,0.3333333333333333,0.02631578947368421,0.025,0.375,0.3333333333333333
5,B_to_A,50,50,fixed_bottom20,38.0,0.3684210526315789,0.3684210526315789,0.22580645161290322,0.43256578947368424,0.4473684210526316
5,B_to_A,50,50,fixed_bottom10,19.0,0.47368421052631576,0.23684210526315788,0.1875,0.387609649122807,0.5263157894736842
5,B_to_A,50,50,stable_core_p_ge_0.80,15.0,0.5333333333333333,0.21052631578947367,0.17777777777777778,0.3805555555555556,0.5333333333333333
5,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,15.0,0.5333333333333333,0.21052631578947367,0.17777777777777778,0.3506944444444445,0.6
5,B_to_A,50,50,stable_core_p_ge_0.90,10.0,0.6,0.15789473684210525,0.14285714285714285,0.365625,0.6
5,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,10.0,0.5,0.13157894736842105,0.11627906976744186,0.4260416666666667,0.5
5,B_to_A,50,50,stable_core_p_ge_0.95,5.0,0.6,0.07894736842105263,0.075,0.2979166666666667,0.6
5,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,5.0,0.6,0.07894736842105263,0.075,0.4166666666666667,0.6
6,A_to_B,50,50,fixed_bottom20,38.0,0.4473684210526316,0.4473684210526316,0.288135593220339,0.274671052631579,0.7631578947368421
6,A_to_B,50,50,fixed_bottom10,19.0,0.5263157894736842,0.2631578947368421,0.2127659574468085,0.22834429824561406,0.8421052631578947
6,A_to_B,50,50,stable_core_p_ge_0.80,10.0,0.6,0.15789473684210525,0.14285714285714285,0.1619791666666667,1.0
6,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,10.0,0.6,0.15789473684210525,0.14285714285714285,0.17916666666666667,0.9
6,A_to_B,50,50,stable_core_p_ge_0.90,2.0,0.5,0.02631578947368421,0.02564102564102564,0.18229166666666669,1.0
6,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,2.0,0.5,0.02631578947368421,0.02564102564102564,0.13802083333333334,1.0
6,A_to_B,50,50,stable_core_p_ge_0.95,1.0,1.0,0.02631578947368421,0.02631578947368421,0.07291666666666667,1.0
6,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,1.0,1.0,0.02631578947368421,0.02631578947368421,0.07291666666666667,1.0
6,B_to_A,50,50,fixed_bottom20,38.0,0.4473684210526316,0.4473684210526316,0.288135593220339,0.3704769736842105,0.6052631578947368
6,B_to_A,50,50,fixed_bottom10,19.0,0.5789473684210527,0.2894736842105263,0.2391304347826087,0.3218201754385965,0.6842105263157895
6,B_to_A,50,50,stable_core_p_ge_0.80,10.0,0.5,0.13157894736842105,0.11627906976744186,0.4088541666666667,0.5
6,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,10.0,0.6,0.15789473684210525,0.14285714285714285,0.3484375,0.6
6,B_to_A,50,50,stable_core_p_ge_0.90,6.0,0.5,0.07894736842105263,0.07317073170731707,0.35590277777777773,0.5
6,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,6.0,0.5,0.07894736842105263,0.07317073170731707,0.42534722222222227,0.5
6,B_to_A,50,50,stable_core_p_ge_0.95,4.0,0.5,0.05263157894736842,0.05,0.24609375,0.5
6,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,4.0,0.5,0.05263157894736842,0.05,0.5182291666666667,0.5
7,A_to_B,50,50,fixed_bottom20,38.0,0.34210526315789475,0.34210526315789475,0.20634920634920634,0.39569627192982454,0.5263157894736842
7,A_to_B,50,50,fixed_bottom10,19.0,0.5263157894736842,0.2631578947368421,0.2127659574468085,0.29139254385964913,0.7368421052631579
7,A_to_B,50,50,stable_core_p_ge_0.80,11.0,0.6363636363636364,0.18421052631578946,0.16666666666666666,0.23295454545454544,0.8181818181818182
7,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,11.0,0.6363636363636364,0.18421052631578946,0.16666666666666666,0.2263257575757576,0.7272727272727273
7,A_to_B,50,50,stable_core_p_ge_0.90,5.0,0.6,0.07894736842105263,0.075,0.246875,0.8
7,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,5.0,0.6,0.07894736842105263,0.075,0.2625,0.6
7,A_to_B,50,50,stable_core_p_ge_0.95,2.0,0.5,0.02631578947368421,0.02564102564102564,0.33854166666666663,0.5
7,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,2.0,0.5,0.02631578947368421,0.02564102564102564,0.3020833333333333,0.5
7,B_to_A,50,50,fixed_bottom20,38.0,0.34210526315789475,0.34210526315789475,0.20634920634920634,0.40254934210526316,0.5
7,B_to_A,50,50,fixed_bottom10,19.0,0.42105263157894735,0.21052631578947367,0.16326530612244897,0.3665021929824562,0.631578947368421
7,B_to_A,50,50,stable_core_p_ge_0.80,11.0,0.36363636363636365,0.10526315789473684,0.08888888888888889,0.3873106060606061,0.6363636363636364
7,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,11.0,0.45454545454545453,0.13157894736842105,0.11363636363636363,0.36695075757575746,0.6363636363636364
7,B_to_A,50,50,stable_core_p_ge_0.90,9.0,0.3333333333333333,0.07894736842105263,0.06818181818181818,0.4386574074074074,0.5555555555555556
7,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,9.0,0.4444444444444444,0.10526315789473684,0.09302325581395349,0.40972222222222215,0.5555555555555556
7,B_to_A,50,50,stable_core_p_ge_0.95,5.0,0.2,0.02631578947368421,0.023809523809523808,0.45624999999999993,0.6
7,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,5.0,0.6,0.07894736842105263,0.075,0.42708333333333337,0.6
8,A_to_B,50,50,fixed_bottom20,38.0,0.5,0.5,0.3333333333333333,0.32127192982456143,0.6578947368421053
8,A_to_B,50,50,fixed_bottom10,19.0,0.5789473684210527,0.2894736842105263,0.2391304347826087,0.2779605263157895,0.631578947368421
8,A_to_B,50,50,stable_core_p_ge_0.80,9.0,0.6666666666666666,0.15789473684210525,0.14634146341463414,0.2303240740740741,0.6666666666666666
8,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,9.0,0.7777777777777778,0.18421052631578946,0.175,0.1689814814814815,0.7777777777777778
8,A_to_B,50,50,stable_core_p_ge_0.90,2.0,0.5,0.02631578947368421,0.02564102564102564,0.36979166666666663,0.5
8,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,2.0,0.5,0.02631578947368421,0.02564102564102564,0.30729166666666663,0.5
8,A_to_B,50,50,stable_core_p_ge_0.95,1.0,0.0,0.0,0.0,0.5416666666666666,0.0
8,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,1.0,0.0,0.0,0.0,0.5416666666666666,0.0
8,B_to_A,50,50,fixed_bottom20,38.0,0.5,0.5,0.3333333333333333,0.30948464912280693,0.7368421052631579
8,B_to_A,50,50,fixed_bottom10,19.0,0.631578947368421,0.3157894736842105,0.26666666666666666,0.24095394736842105,0.8421052631578947
8,B_to_A,50,50,stable_core_p_ge_0.80,12.0,0.6666666666666666,0.21052631578947367,0.19047619047619047,0.24392361111111108,0.8333333333333334
8,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,12.0,0.5833333333333334,0.18421052631578946,0.16279069767441862,0.24869791666666663,0.8333333333333334
8,B_to_A,50,50,stable_core_p_ge_0.90,7.0,0.8571428571428571,0.15789473684210525,0.15384615384615385,0.11681547619047618,1.0
8,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,7.0,0.5714285714285714,0.10526315789473684,0.0975609756097561,0.23214285714285715,0.8571428571428571
8,B_to_A,50,50,stable_core_p_ge_0.95,3.0,0.6666666666666666,0.05263157894736842,0.05128205128205128,0.1875,1.0
8,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,3.0,0.6666666666666666,0.05263157894736842,0.05128205128205128,0.14930555555555555,1.0
9,A_to_B,50,50,fixed_bottom20,38.0,0.39473684210526316,0.39473684210526316,0.2459016393442623,0.3353892543859649,0.5526315789473685
9,A_to_B,50,50,fixed_bottom10,19.0,0.6842105263157895,0.34210526315789475,0.29545454545454547,0.19298245614035087,0.7894736842105263
9,A_to_B,50,50,stable_core_p_ge_0.80,15.0,0.5333333333333333,0.21052631578947367,0.17777777777777778,0.29097222222222224,0.6666666666666666
9,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,15.0,0.6666666666666666,0.2631578947368421,0.23255813953488372,0.19583333333333328,0.8
9,A_to_B,50,50,stable_core_p_ge_0.90,5.0,0.4,0.05263157894736842,0.04878048780487805,0.30937500000000007,0.8
9,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,5.0,0.6,0.07894736842105263,0.075,0.17708333333333334,1.0
9,A_to_B,50,50,stable_core_p_ge_0.95,1.0,0.0,0.0,0.0,0.2760416666666667,1.0
9,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,1.0,0.0,0.0,0.0,0.2760416666666667,1.0
9,B_to_A,50,50,fixed_bottom20,38.0,0.39473684210526316,0.39473684210526316,0.2459016393442623,0.38966557017543857,0.6052631578947368
9,B_to_A,50,50,fixed_bottom10,19.0,0.5263157894736842,0.2631578947368421,0.2127659574468085,0.32730263157894735,0.6842105263157895
9,B_to_A,50,50,stable_core_p_ge_0.80,8.0,0.5,0.10526315789473684,0.09523809523809523,0.287109375,0.75
9,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,8.0,0.5,0.10526315789473684,0.09523809523809523,0.28385416666666663,0.75
9,B_to_A,50,50,stable_core_p_ge_0.90,3.0,1.0,0.07894736842105263,0.07894736842105263,0.05381944444444445,1.0
9,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,3.0,1.0,0.07894736842105263,0.07894736842105263,0.03298611111111111,1.0
9,B_to_A,50,50,stable_core_p_ge_0.95,2.0,1.0,0.05263157894736842,0.05263157894736842,0.052083333333333336,1.0
9,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,2.0,1.0,0.05263157894736842,0.05263157894736842,0.04427083333333333,1.0
10,A_to_B,50,50,fixed_bottom20,38.0,0.2894736842105263,0.2894736842105263,0.16923076923076924,0.4395559210526317,0.4473684210526316
10,A_to_B,50,50,fixed_bottom10,19.0,0.3684210526315789,0.18421052631578946,0.14,0.35608552631578955,0.5789473684210527
10,A_to_B,50,50,stable_core_p_ge_0.80,10.0,0.3,0.07894736842105263,0.06666666666666667,0.38385416666666666,0.5
10,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,10.0,0.3,0.07894736842105263,0.06666666666666667,0.384375,0.5
10,A_to_B,50,50,stable_core_p_ge_0.90,4.0,0.5,0.05263157894736842,0.05,0.3619791666666667,0.5
10,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,4.0,0.5,0.05263157894736842,0.05,0.3111979166666667,0.75
10,A_to_B,50,50,stable_core_p_ge_0.95,2.0,0.5,0.02631578947368421,0.02564102564102564,0.234375,0.5
10,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,2.0,0.5,0.02631578947368421,0.02564102564102564,0.4244791666666667,0.5
10,B_to_A,50,50,fixed_bottom20,38.0,0.2894736842105263,0.2894736842105263,0.16923076923076924,0.42105263157894746,0.5526315789473685
10,B_to_A,50,50,fixed_bottom10,19.0,0.2631578947368421,0.13157894736842105,0.09615384615384616,0.40076754385964913,0.5789473684210527
10,B_to_A,50,50,stable_core_p_ge_0.80,14.0,0.2857142857142857,0.10526315789473684,0.08333333333333333,0.4270833333333333,0.5714285714285714
10,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,14.0,0.2857142857142857,0.10526315789473684,0.08333333333333333,0.38913690476190477,0.6428571428571429
10,B_to_A,50,50,stable_core_p_ge_0.90,11.0,0.2727272727272727,0.07894736842105263,0.06521739130434782,0.44839015151515155,0.5454545454545454
10,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,11.0,0.2727272727272727,0.07894736842105263,0.06521739130434782,0.3986742424242424,0.6363636363636364
10,B_to_A,50,50,stable_core_p_ge_0.95,8.0,0.25,0.05263157894736842,0.045454545454545456,0.38932291666666663,0.625
10,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,8.0,0.25,0.05263157894736842,0.045454545454545456,0.3743489583333333,0.625
11,A_to_B,50,50,fixed_bottom20,38.0,0.4473684210526316,0.4473684210526316,0.288135593220339,0.38199013157894735,0.6052631578947368
11,A_to_B,50,50,fixed_bottom10,19.0,0.5263157894736842,0.2631578947368421,0.2127659574468085,0.3330592105263158,0.6842105263157895
11,A_to_B,50,50,stable_core_p_ge_0.80,12.0,0.5,0.15789473684210525,0.13636363636363635,0.38324652777777785,0.5833333333333334
11,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,12.0,0.5,0.15789473684210525,0.13636363636363635,0.375,0.5833333333333334
11,A_to_B,50,50,stable_core_p_ge_0.90,5.0,0.4,0.05263157894736842,0.04878048780487805,0.4208333333333334,0.6
11,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,5.0,0.6,0.07894736842105263,0.075,0.3677083333333333,0.6
11,A_to_B,50,50,stable_core_p_ge_0.95,2.0,0.0,0.0,0.0,0.859375,0.0
11,A_to_B,50,50,matched_size_bottom_for_p_ge_0.95,2.0,0.5,0.02631578947368421,0.02564102564102564,0.47916666666666663,0.5
11,B_to_A,50,50,fixed_bottom20,38.0,0.4473684210526316,0.4473684210526316,0.288135593220339,0.29043311403508776,0.7368421052631579
11,B_to_A,50,50,fixed_bottom10,19.0,0.631578947368421,0.3157894736842105,0.26666666666666666,0.27055921052631576,0.7368421052631579
11,B_to_A,50,50,stable_core_p_ge_0.80,8.0,0.75,0.15789473684210525,0.15,0.203125,0.875
11,B_to_A,50,50,matched_size_bottom_for_p_ge_0.80,8.0,0.875,0.18421052631578946,0.1794871794871795,0.11979166666666667,1.0
11,B_to_A,50,50,stable_core_p_ge_0.90,2.0,1.0,0.05263157894736842,0.05263157894736842,0.1015625,1.0
11,B_to_A,50,50,matched_size_bottom_for_p_ge_0.90,2.0,1.0,0.05263157894736842,0.05263157894736842,0.11979166666666666,1.0
11,B_to_A,50,50,stable_core_p_ge_0.95,2.0,1.0,0.05263157894736842,0.05263157894736842,0.1015625,1.0
11,B_to_A,50,50,matched_size_bottom_for_p_ge_0.95,2.0,1.0,0.05263157894736842,0.05263157894736842,0.11979166666666666,1.0
12,A_to_B,50,50,fixed_bottom20,38.0,0.4473684210526316,0.4473684210526316,0.288135593220339,0.36458333333333337,0.5263157894736842
12,A_to_B,50,50,fixed_bottom10,19.0,0.47368421052631576,0.23684210526315788,0.1875,0.36403508771929827,0.47368421052631576
12,A_to_B,50,50,stable_core_p_ge_0.80,15.0,0.4666666666666667,0.18421052631578946,0.15217391304347827,0.3878472222222222,0.4666666666666667
12,A_to_B,50,50,matched_size_bottom_for_p_ge_0.80,15.0,0.4666666666666667,0.18421052631578946,0.15217391304347827,0.3559027777777778,0.4666666666666667
12,A_to_B,50,50,stable_core_p_ge_0.90,9.0,0.3333333333333333,0.07894736842105263,0.06818181818181818,0.4085648148148148,0.3333333333333333
12,A_to_B,50,50,matched_size_bottom_for_p_ge_0.90,9.0,0.5555555555555556,0.13157894736842105,0.11904761904761904,0.27893518518518523,0.5555555555555556
12,A_to_B,50,50,stable_core_p_ge_0.95,3.0,0.0,0.0,0.0,0.6059027777777778,0.0
