case_id,split,seed,target_x,target_y,interferer_x,interferer_y,dx,dy,abs_dx,abs_dy,aabb_overlap_x,aabb_overlap_y,aabb_overlap,classification,source_sha256
T_C_dev_07,dev,7107,-0.19926400848586745,-0.1467278031241395,-0.16818112935232796,-0.12486791692201632,0.031082879133539493,0.021859886202123174,0.031082879133539493,0.021859886202123174,0.008917120866460508,0.018140113797876826,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_dev_08,dev,7108,-0.21788343126564502,-0.08795575422726565,-0.1842058648225697,-0.07035400663015909,0.03367756644307532,0.01760174759710656,0.03367756644307532,0.01760174759710656,0.006322433556924682,0.02239825240289344,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_dev_09,dev,7109,-0.07872856881698947,-0.10501563222795084,-0.050055439507576405,-0.08007867861277007,0.02867312930941307,0.024936953615180765,0.02867312930941307,0.024936953615180765,0.01132687069058693,0.015063046384819236,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_dev_10,dev,7110,-0.12998549837994394,-0.08844245523464278,-0.09845166588960239,-0.0672382714854135,0.03153383249034156,0.021204183749229277,0.03153383249034156,0.021204183749229277,0.008466167509658444,0.018795816250770724,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_dev_11,dev,7111,-0.0675403816231884,-0.03918372432198092,-0.035578573024684444,-0.018630311196356282,0.031961808598503956,0.020553413125624635,0.031961808598503956,0.020553413125624635,0.008038191401496045,0.019446586874375366,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_dev_12,dev,7112,-0.21558064576689112,-0.08612768139251784,-0.18188126508135222,-0.06856773431369306,0.033699380685538904,0.017559947078824772,0.033699380685538904,0.017559947078824772,0.006300619314461096,0.02244005292117523,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_dev_13,dev,7113,-0.02950371955986189,-0.1530605367981763,-0.0063723836111385206,-0.12291188347456501,0.02313133594872337,0.030148653323611288,0.02313133594872337,0.030148653323611288,0.01686866405127663,0.009851346676388713,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_dev_14,dev,7114,-0.04776478662644562,-0.07303249684160945,-0.018775475200124243,-0.04846382119501114,0.028989311426321378,0.024568675646598308,0.028989311426321378,0.024568675646598308,0.011010688573678623,0.015431324353401693,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_dev_15,dev,7115,-0.07540843119369717,-0.0558566045623648,-0.044109909179706384,-0.034306604104366326,0.03129852201399078,0.021550000457998472,0.03129852201399078,0.021550000457998472,0.008701477986009218,0.01844999954200153,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_dev_16,dev,7116,-0.087068659246306,-0.12000084989472354,-0.05880449557989713,-0.09460130162633,0.028264163666408867,0.025399548268393538,0.028264163666408867,0.025399548268393538,0.011735836333591133,0.014600451731606463,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_dev_17,dev,7117,-0.045842514888913305,-0.06277319355820983,-0.016303903225860054,-0.03886774604055532,0.02953861166305325,0.023905447517654513,0.02953861166305325,0.023905447517654513,0.01046138833694675,0.016094552482345488,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_dev_18,dev,7118,-0.15061780584440188,-0.14741733085713973,-0.12107264160692907,-0.12351998225565763,0.029545164237472804,0.0238973486014821,0.029545164237472804,0.0238973486014821,0.010454835762527197,0.016102651398517902,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
T_C_dev_19,dev,7119,-0.21740132828481373,-0.13508448851507548,-0.1854223591228775,-0.11455778562981087,0.03197896916193624,0.02052670288526462,0.03197896916193624,0.02052670288526462,0.008021030838063763,0.01947329711473538,True,INITIAL_INTERPENETRATION,a799df5662ddbeb1ce7fbaa7b520f9d39500ca1febc3c28035599a4ae98d052b
