episode_id,interval_kind,checkpoint,start,end,closure_status,geometry_closure,qpos_restored,case_id,family_id,method,signed_return,positive_weight_sum,candidate_endpoint_delta,interval_convention,reward_state_reset
P1V6_931106_C8_COMMANDED_RELEASE_93310607,MACRO_CYCLE,A,85,,NO_OBSERVED_RETURN,,False,C8_COMMANDED_RELEASE,931106,,,,,,
P1V6_931107_C1_NORMAL_93310700,MACRO_CYCLE,A,85,,NO_OBSERVED_RETURN,,False,C1_NORMAL,931107,,,,,,
P1V6_931107_C2_LOSS_RETURN_P40_93310701,MACRO_CYCLE,A_loop0,85,,NO_OBSERVED_RETURN,,False,C2_LOSS_RETURN_P40,931107,,,,,,
P1V6_931107_C3_LOSS_RETURN_P80_93310702,MACRO_CYCLE,A_loop0,85,,NO_OBSERVED_RETURN,,False,C3_LOSS_RETURN_P80,931107,,,,,,
P1V6_931107_C4_THREE_RETURNS_P40_93310703,MACRO_CYCLE,A_loop0,85,,NO_OBSERVED_RETURN,,False,C4_THREE_RETURNS_P40,931107,,,,,,
P1V6_931107_C4_THREE_RETURNS_P40_93310703,MACRO_CYCLE,A_loop1,263,,NO_OBSERVED_RETURN,,False,C4_THREE_RETURNS_P40,931107,,,,,,
P1V6_931107_C5_RECOVERY_COMMAND_NO_MOTION_93310704,MACRO_CYCLE,A,85,,NO_OBSERVED_RETURN,,False,C5_RECOVERY_COMMAND_NO_MOTION,931107,,,,,,
P1V6_931107_C6_PARTIAL_APPROACH_NO_REGRASP_93310705,MACRO_CYCLE,A,85,,NO_OBSERVED_RETURN,,False,C6_PARTIAL_APPROACH_NO_REGRASP,931107,,,,,,
P1V6_931107_C7_NO_LOSS_OUT_AND_BACK_93310706,MACRO_CYCLE,A,85,157,BOUNDED_OBSERVED_TASK_RETURN,"{""status"": ""BOUNDED_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 8.78204203557983e-06, ""obj_vel"": 0.0010586877422577416, ""obj_angle"": 0.0, ""obj_angular_vel"": 6.206587499581588e-17}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}",False,C7_NO_LOSS_OUT_AND_BACK,931107,FULL_FROZEN,5.977645420707223e-06,0.20002096298460348,1.992339405787469e-06,"states[s,e], transitions[s,e)",False
P1V6_931107_C7_NO_LOSS_OUT_AND_BACK_93310706,MACRO_CYCLE,A,85,157,BOUNDED_OBSERVED_TASK_RETURN,"{""status"": ""BOUNDED_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 8.78204203557983e-06, ""obj_vel"": 0.0010586877422577416, ""obj_angle"": 0.0, ""obj_angular_vel"": 6.206587499581588e-17}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}",False,C7_NO_LOSS_OUT_AND_BACK,931107,GRAPH_COST_PHI,5.977645420707223e-06,0.20002096298460348,1.992339405787469e-06,"states[s,e], transitions[s,e)",False
P1V6_931107_C7_NO_LOSS_OUT_AND_BACK_93310706,MACRO_CYCLE,A,85,157,BOUNDED_OBSERVED_TASK_RETURN,"{""status"": ""BOUNDED_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 8.78204203557983e-06, ""obj_vel"": 0.0010586877422577416, ""obj_angle"": 0.0, ""obj_angular_vel"": 6.206587499581588e-17}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}",False,C7_NO_LOSS_OUT_AND_BACK,931107,GRAPH_COST_DEBT,0.0,0.0,1.992339405787469e-06,"states[s,e], transitions[s,e)",False
P1V6_931107_C7_NO_LOSS_OUT_AND_BACK_93310706,MACRO_CYCLE,A,85,157,BOUNDED_OBSERVED_TASK_RETURN,"{""status"": ""BOUNDED_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 8.78204203557983e-06, ""obj_vel"": 0.0010586877422577416, ""obj_angle"": 0.0, ""obj_angular_vel"": 6.206587499581588e-17}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}",False,C7_NO_LOSS_OUT_AND_BACK,931107,GRAPH_COST_ONLY,0.0,0.0,1.992339405787469e-06,"states[s,e], transitions[s,e)",False
P1V6_931107_C7_NO_LOSS_OUT_AND_BACK_93310706,MACRO_CYCLE,A,85,157,BOUNDED_OBSERVED_TASK_RETURN,"{""status"": ""BOUNDED_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 8.78204203557983e-06, ""obj_vel"": 0.0010586877422577416, ""obj_angle"": 0.0, ""obj_angular_vel"": 6.206587499581588e-17}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}",False,C7_NO_LOSS_OUT_AND_BACK,931107,OLD_GLOBAL_PHI_DIAGNOSTIC,5.977645420707223e-06,0.20002096298460348,1.992339405787469e-06,"states[s,e], transitions[s,e)",False
P1V6_931107_C7_NO_LOSS_OUT_AND_BACK_93310706,MACRO_CYCLE,A,85,157,BOUNDED_OBSERVED_TASK_RETURN,"{""status"": ""BOUNDED_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 8.78204203557983e-06, ""obj_vel"": 0.0010586877422577416, ""obj_angle"": 0.0, ""obj_angular_vel"": 6.206587499581588e-17}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}",False,C7_NO_LOSS_OUT_AND_BACK,931107,PAIRED_EVENT_BALANCED,0.0,0.0,1.992339405787469e-06,"states[s,e], transitions[s,e)",False
P1V6_931107_C7_NO_LOSS_OUT_AND_BACK_93310706,MACRO_CYCLE,A,85,157,BOUNDED_OBSERVED_TASK_RETURN,"{""status"": ""BOUNDED_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 8.78204203557983e-06, ""obj_vel"": 0.0010586877422577416, ""obj_angle"": 0.0, ""obj_angular_vel"": 6.206587499581588e-17}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}",False,C7_NO_LOSS_OUT_AND_BACK,931107,V6_CAP_COST_ONLY,0.0,0.0,1.992339405787469e-06,"states[s,e], transitions[s,e)",False
P1V6_931107_C7_NO_LOSS_OUT_AND_BACK_93310706,MACRO_CYCLE,A,85,157,BOUNDED_OBSERVED_TASK_RETURN,"{""status"": ""BOUNDED_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 8.78204203557983e-06, ""obj_vel"": 0.0010586877422577416, ""obj_angle"": 0.0, ""obj_angular_vel"": 6.206587499581588e-17}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}",False,C7_NO_LOSS_OUT_AND_BACK,931107,V6_CAP_WITHIN_PHI_ABLATION,1.9923394057722832e-06,0.06666665860712394,1.992339405787469e-06,"states[s,e], transitions[s,e)",False
P1V6_931107_C7_NO_LOSS_OUT_AND_BACK_93310706,MACRO_CYCLE,A,85,157,BOUNDED_OBSERVED_TASK_RETURN,"{""status"": ""BOUNDED_OBSERVED_TASK_RETURN"", ""errors"": {""eef_position"": 0.0, ""obj_pos"": 8.78204203557983e-06, ""obj_vel"": 0.0010586877422577416, ""obj_angle"": 0.0, ""obj_angular_vel"": 6.206587499581588e-17}, ""orientation_observed"": true, ""complete_physical_closure_certified"": false, ""position_tolerance"": 0.001, ""velocity_tolerance"": 0.01}",False,C7_NO_LOSS_OUT_AND_BACK,931107,V6_CAP_POTENTIAL,1.992339405787469e-06,0.06666665860712395,1.992339405787469e-06,"states[s,e], transitions[s,e)",False
P1V6_931107_C8_COMMANDED_RELEASE_93310707,MACRO_CYCLE,A,85,,NO_OBSERVED_RETURN,,False,C8_COMMANDED_RELEASE,931107,,,,,,
