rollout_id,family_id,family_seed,rollout_seed,case_id,trace_complete,frame_manifest_complete,detector_job_complete,numeric_health_pass,pre_hold_verified,physical_loss_confirmed,state,reference_action,resolvable,commanded_release,force_start_time,phase_grid_time,requested_phase_offset_ms,actual_phase_offset_ms
L2RAR2_R22_CANON_01_890001__T4_transport_same_time_contact_false_then_true,L2RAR2_R22_CANON_01_890001,890001,89100102,T4_transport_same_time_contact_false_then_true,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,
L2RAR2_R22_CANON_01_890001__T7_transport_strong_phase_00ms,L2RAR2_R22_CANON_01_890001,890001,89100103,T7_transport_strong_phase_00ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.300000000000001,0,0.0
L2RAR2_R22_CANON_02_890002__T11_transport_strong_phase_40ms_rgb_dropout,L2RAR2_R22_CANON_02_890002,890002,89100204,T11_transport_strong_phase_40ms_rgb_dropout,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.340000000000001,1.300000000000001,40,40.000000000000036
L2RAR2_R22_CANON_02_890002__T12_transport_commanded_release,L2RAR2_R22_CANON_02_890002,890002,89100205,T12_transport_commanded_release,True,True,True,True,True,False,COMMANDED_RELEASE,none,True,True,,1.300000000000001,20,20.000000000000018
L2RAR2_R22_CANON_02_890002__T1_transport_stable_clean,L2RAR2_R22_CANON_02_890002,890002,89100200,T1_transport_stable_clean,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,
L2RAR2_R22_CANON_02_890002__T3_transport_single_contact_proxy_dropout,L2RAR2_R22_CANON_02_890002,890002,89100201,T3_transport_single_contact_proxy_dropout,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,
L2RAR2_R22_CANON_02_890002__T4_transport_same_time_contact_false_then_true,L2RAR2_R22_CANON_02_890002,890002,89100202,T4_transport_same_time_contact_false_then_true,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,
L2RAR2_R22_CANON_02_890002__T7_transport_strong_phase_00ms,L2RAR2_R22_CANON_02_890002,890002,89100203,T7_transport_strong_phase_00ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.300000000000001,0,0.0
L2RAR2_R22_CANON_03_890003__T11_transport_strong_phase_40ms_rgb_dropout,L2RAR2_R22_CANON_03_890003,890003,89100304,T11_transport_strong_phase_40ms_rgb_dropout,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.340000000000001,1.300000000000001,40,40.000000000000036
L2RAR2_R22_CANON_03_890003__T12_transport_commanded_release,L2RAR2_R22_CANON_03_890003,890003,89100305,T12_transport_commanded_release,True,True,True,True,True,False,COMMANDED_RELEASE,none,True,True,,1.300000000000001,20,20.000000000000018
L2RAR2_R22_CANON_03_890003__T1_transport_stable_clean,L2RAR2_R22_CANON_03_890003,890003,89100300,T1_transport_stable_clean,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,
L2RAR2_R22_CANON_03_890003__T3_transport_single_contact_proxy_dropout,L2RAR2_R22_CANON_03_890003,890003,89100301,T3_transport_single_contact_proxy_dropout,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,
L2RAR2_R22_CANON_03_890003__T4_transport_same_time_contact_false_then_true,L2RAR2_R22_CANON_03_890003,890003,89100302,T4_transport_same_time_contact_false_then_true,True,True,True,True,True,False,WELD_SUPPORTED_HOLD,none,True,False,,1.300000000000001,,
L2RAR2_R22_CANON_03_890003__T7_transport_strong_phase_00ms,L2RAR2_R22_CANON_03_890003,890003,89100303,T7_transport_strong_phase_00ms,True,True,True,True,True,True,PHYSICAL_LOSS_CONFIRMED,recover_object,True,False,1.300000000000001,1.300000000000001,0,0.0
