method,family_id,case_id,selected_time_abs,observable_latency_from_force_s,physical_latency_from_force_s,time_provenance
O_B2,L2RAR2_FDROP_DEV_02_860002,F5_forced_drop_regular,1.1400000000000008,0.14000000000000012,0.2400000000000002,online row.time / reference force_start_time
O_B2,L2RAR2_FDROP_DEV_02_860002,F6_forced_drop_brief_hold,0.7400000000000004,0.14000000000000012,0.2400000000000002,online row.time / reference force_start_time
O_B2,L2RAR2_FDROP_DEV_02_860002,F7_commanded_release,,,,online row.time / reference force_start_time
O_B2,L2RAR2_FDROP_DEV_02_860002,F8_forced_drop_during_transport_long_observe,1.5400000000000011,0.14000000000000012,0.2400000000000002,online row.time / reference force_start_time
O_B2,L2RAR2_FDROP_DEV_03_860003,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
O_B2,L2RAR2_FDROP_DEV_03_860003,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
O_B2,L2RAR2_FDROP_DEV_03_860003,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
O_B2,L2RAR2_FDROP_DEV_03_860003,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
O_B2,L2RAR2_FDROP_DEV_03_860003,F5_forced_drop_regular,1.1200000000000008,0.1200000000000001,0.2100000000000002,online row.time / reference force_start_time
O_B2,L2RAR2_FDROP_DEV_03_860003,F6_forced_drop_brief_hold,0.7200000000000004,0.1200000000000001,0.2100000000000002,online row.time / reference force_start_time
O_B2,L2RAR2_FDROP_DEV_03_860003,F7_commanded_release,,,,online row.time / reference force_start_time
O_B2,L2RAR2_FDROP_DEV_03_860003,F8_forced_drop_during_transport_long_observe,1.460000000000001,0.06000000000000005,0.16000000000000014,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_00_860000,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_00_860000,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_00_860000,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_00_860000,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_00_860000,F5_forced_drop_regular,1.1500000000000008,0.15000000000000013,0.2500000000000002,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_00_860000,F6_forced_drop_brief_hold,0.8000000000000005,0.20000000000000018,0.30000000000000027,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_00_860000,F7_commanded_release,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_00_860000,F8_forced_drop_during_transport_long_observe,1.6900000000000013,0.29000000000000026,0.41000000000000036,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_01_860001,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_01_860001,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_01_860001,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_01_860001,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_01_860001,F5_forced_drop_regular,1.1400000000000008,0.14000000000000012,0.2400000000000002,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_01_860001,F6_forced_drop_brief_hold,0.8000000000000005,0.20000000000000018,0.29000000000000026,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_01_860001,F7_commanded_release,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_01_860001,F8_forced_drop_during_transport_long_observe,1.6500000000000012,0.2500000000000002,0.3600000000000003,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_02_860002,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_02_860002,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_02_860002,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_02_860002,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_02_860002,F5_forced_drop_regular,1.1400000000000008,0.14000000000000012,0.2400000000000002,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_02_860002,F6_forced_drop_brief_hold,0.7400000000000004,0.14000000000000012,0.2400000000000002,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_02_860002,F7_commanded_release,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_02_860002,F8_forced_drop_during_transport_long_observe,1.5400000000000011,0.14000000000000012,0.2400000000000002,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_03_860003,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_03_860003,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_03_860003,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_03_860003,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_03_860003,F5_forced_drop_regular,1.1200000000000008,0.1200000000000001,0.2100000000000002,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_03_860003,F6_forced_drop_brief_hold,0.7200000000000004,0.1200000000000001,0.2100000000000002,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_03_860003,F7_commanded_release,,,,online row.time / reference force_start_time
O_C3,L2RAR2_FDROP_DEV_03_860003,F8_forced_drop_during_transport_long_observe,1.460000000000001,0.06000000000000005,0.16000000000000014,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_00_860000,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_00_860000,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_00_860000,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_00_860000,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_00_860000,F5_forced_drop_regular,1.6000000000000012,0.6000000000000005,0.2500000000000002,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_00_860000,F6_forced_drop_brief_hold,0.9300000000000006,0.3300000000000003,0.30000000000000027,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_00_860000,F7_commanded_release,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_00_860000,F8_forced_drop_during_transport_long_observe,2.020000000000001,0.6199999999999999,0.41000000000000036,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_01_860001,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_01_860001,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_01_860001,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_01_860001,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_01_860001,F5_forced_drop_regular,1.5500000000000012,0.5500000000000005,0.2400000000000002,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_01_860001,F6_forced_drop_brief_hold,0.9700000000000006,0.37000000000000033,0.29000000000000026,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_01_860001,F7_commanded_release,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_01_860001,F8_forced_drop_during_transport_long_observe,1.9400000000000015,0.5400000000000005,0.3600000000000003,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_02_860002,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_02_860002,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_02_860002,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_02_860002,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_02_860002,F5_forced_drop_regular,1.2300000000000009,0.2300000000000002,0.2400000000000002,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_02_860002,F6_forced_drop_brief_hold,0.8300000000000005,0.2300000000000002,0.2400000000000002,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_02_860002,F7_commanded_release,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_02_860002,F8_forced_drop_during_transport_long_observe,2.1799999999999975,0.7799999999999965,0.2400000000000002,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_03_860003,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_03_860003,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_03_860003,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_03_860003,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_03_860003,F5_forced_drop_regular,1.2300000000000009,0.2300000000000002,0.2100000000000002,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_03_860003,F6_forced_drop_brief_hold,0.8300000000000005,0.2300000000000002,0.2100000000000002,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_03_860003,F7_commanded_release,,,,online row.time / reference force_start_time
S_G_H,L2RAR2_FDROP_DEV_03_860003,F8_forced_drop_during_transport_long_observe,1.5600000000000012,0.16000000000000014,0.16000000000000014,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_00_860000,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_00_860000,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_00_860000,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_00_860000,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_00_860000,F5_forced_drop_regular,2.099999999999999,1.0999999999999985,0.2500000000000002,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_00_860000,F6_forced_drop_brief_hold,1.7000000000000013,1.100000000000001,0.30000000000000027,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_00_860000,F7_commanded_release,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_00_860000,F8_forced_drop_during_transport_long_observe,2.4999999999999907,1.0999999999999897,0.41000000000000036,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_01_860001,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_01_860001,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_01_860001,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_01_860001,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_01_860001,F5_forced_drop_regular,2.099999999999999,1.0999999999999985,0.2400000000000002,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_01_860001,F6_forced_drop_brief_hold,1.7000000000000013,1.100000000000001,0.29000000000000026,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_01_860001,F7_commanded_release,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_01_860001,F8_forced_drop_during_transport_long_observe,2.4999999999999907,1.0999999999999897,0.3600000000000003,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_02_860002,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_02_860002,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_02_860002,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_02_860002,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_02_860002,F5_forced_drop_regular,2.099999999999999,1.0999999999999985,0.2400000000000002,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_02_860002,F6_forced_drop_brief_hold,1.7000000000000013,1.100000000000001,0.2400000000000002,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_02_860002,F7_commanded_release,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_02_860002,F8_forced_drop_during_transport_long_observe,2.4999999999999907,1.0999999999999897,0.2400000000000002,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_03_860003,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_03_860003,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_03_860003,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_03_860003,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_03_860003,F5_forced_drop_regular,2.099999999999999,1.0999999999999985,0.2100000000000002,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_03_860003,F6_forced_drop_brief_hold,1.7000000000000013,1.100000000000001,0.2100000000000002,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_03_860003,F7_commanded_release,,,,online row.time / reference force_start_time
S_G_R,L2RAR2_FDROP_DEV_03_860003,F8_forced_drop_during_transport_long_observe,2.4999999999999907,1.0999999999999897,0.16000000000000014,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_00_860000,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_00_860000,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_00_860000,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_00_860000,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_00_860000,F5_forced_drop_regular,2.099999999999999,1.0999999999999985,0.2500000000000002,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_00_860000,F6_forced_drop_brief_hold,1.7000000000000013,1.100000000000001,0.30000000000000027,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_00_860000,F7_commanded_release,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_00_860000,F8_forced_drop_during_transport_long_observe,2.4999999999999907,1.0999999999999897,0.41000000000000036,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_01_860001,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_01_860001,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_01_860001,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_01_860001,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_01_860001,F5_forced_drop_regular,2.099999999999999,1.0999999999999985,0.2400000000000002,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_01_860001,F6_forced_drop_brief_hold,1.7000000000000013,1.100000000000001,0.29000000000000026,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_01_860001,F7_commanded_release,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_01_860001,F8_forced_drop_during_transport_long_observe,2.4999999999999907,1.0999999999999897,0.3600000000000003,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_02_860002,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_02_860002,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_02_860002,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_02_860002,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_02_860002,F5_forced_drop_regular,2.099999999999999,1.0999999999999985,0.2400000000000002,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_02_860002,F6_forced_drop_brief_hold,1.7000000000000013,1.100000000000001,0.2400000000000002,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_02_860002,F7_commanded_release,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_02_860002,F8_forced_drop_during_transport_long_observe,2.4999999999999907,1.0999999999999897,0.2400000000000002,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_03_860003,F1_hold_request_ends_without_hold,0.4000000000000002,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_03_860003,F2_touch_request_completes_without_hold,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_03_860003,F3_stable_hold_no_intervention,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_03_860003,F4_weld_off_no_force_outcome_control,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_03_860003,F5_forced_drop_regular,2.099999999999999,1.0999999999999985,0.2100000000000002,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_03_860003,F6_forced_drop_brief_hold,1.7000000000000013,1.100000000000001,0.2100000000000002,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_03_860003,F7_commanded_release,,,,online row.time / reference force_start_time
S_G_HR,L2RAR2_FDROP_DEV_03_860003,F8_forced_drop_during_transport_long_observe,2.4999999999999907,1.0999999999999897,0.16000000000000014,online row.time / reference force_start_time
