trace_id,step,edge_type,reward,loop_penalty,debt_before,debt_after,method,content_group_id,task_id,scenario,provenance,episode_id,outcome,edge_type_gt,reward_mu,reward_lcb,same_predicted_node
failure_recovery_loop_x2,9,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x2,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x2,10,1,-1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x2,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x2,11,4,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x2,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x2,12,3,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x2,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x2,13,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x2,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x2,14,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x2,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x2,15,1,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x2,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,0,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,1,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,2,4,-1.0,0.0,0.0,3.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,3,3,1.0,0.0,3.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,4,3,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,5,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,6,1,-1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,7,4,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,8,3,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,9,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,10,1,-1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,11,4,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,12,3,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,13,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,14,1,-1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,15,4,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,16,3,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,17,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,18,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_recovery_loop_x3,19,1,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_recovery_loop_x3,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_then_recovery,0,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_then_recovery,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_then_recovery,1,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_then_recovery,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_then_recovery,2,4,-1.0,0.0,0.0,3.0,pathgraph_reward_v1_locked,controlled_trace:failure_then_recovery,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_then_recovery,3,3,1.0,0.0,3.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_then_recovery,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_then_recovery,4,3,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_then_recovery,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_then_recovery,5,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_then_recovery,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_then_recovery,6,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_then_recovery,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
failure_then_recovery,7,1,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:failure_then_recovery,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
illegal_backtrack,0,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:illegal_backtrack,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
illegal_backtrack,1,1,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:illegal_backtrack,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
illegal_backtrack,2,2,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:illegal_backtrack,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
illegal_backtrack,3,2,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:illegal_backtrack,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
illegal_backtrack,4,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:illegal_backtrack,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
illegal_backtrack,5,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:illegal_backtrack,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
legal_A_then_B,0,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:legal_A_then_B,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
legal_A_then_B,1,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:legal_A_then_B,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
legal_A_then_B,2,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:legal_A_then_B,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
legal_B_then_A,0,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:legal_B_then_A,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
legal_B_then_A,1,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:legal_B_then_A,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
legal_B_then_A,2,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:legal_B_then_A,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
legal_shortest_success,0,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:legal_shortest_success,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
legal_shortest_success,1,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:legal_shortest_success,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
stagnation_same_node,0,5,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:stagnation_same_node,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
stagnation_same_node,1,5,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:stagnation_same_node,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
stagnation_same_node,2,5,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:stagnation_same_node,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
terminal_success_hold,0,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:terminal_success_hold,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
terminal_success_hold,1,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:terminal_success_hold,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
terminal_success_hold,2,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:terminal_success_hold,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
terminal_success_hold,3,1,1.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:terminal_success_hold,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
terminal_success_hold,4,0,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:terminal_success_hold,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
terminal_success_hold,5,0,0.0,0.0,0.0,0.0,pathgraph_reward_v1_locked,controlled_trace:terminal_success_hold,controlled_symbolic,controlled_symbolic_stress,frozen_controlled_symbolic_trace,,,,,,
,,,0.04979074063400427,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.04979074063400427,0.04979074063400427,True
,,,0.04821948210398356,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.04821948210398356,0.04821948210398356,True
,,,0.056075334548950195,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.056075334548950195,0.056075334548950195,True
,,,0.0529341995716095,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.0529341995716095,0.0529341995716095,True
,,,0.0366431325674057,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.0366431325674057,0.0366431325674057,True
,,,0.026727949579556782,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.026727949579556782,0.026727949579556782,True
,,,0.021699945131937664,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.021699945131937664,0.021699945131937664,True
,,,0.020204345385233562,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.020204345385233562,0.020204345385233562,True
,,,0.019276082515716553,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.019276082515716553,0.019276082515716553,True
,,,0.019256810347239178,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.019256810347239178,0.019256810347239178,True
,,,0.019843439261118572,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.019843439261118572,0.019843439261118572,True
,,,0.02123051881790161,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.02123051881790161,0.02123051881790161,True
,,,0.023608972628911335,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.023608972628911335,0.023608972628911335,True
,,,0.02958136796951294,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.02958136796951294,0.02958136796951294,True
,,,0.03741381565729777,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.03741381565729777,0.03741381565729777,True
,,,0.03963726758956909,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.03963726758956909,0.03963726758956909,True
,,,0.015114078919092814,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.015114078919092814,0.015114078919092814,True
,,,0.007543553908665975,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.007543553908665975,0.007543553908665975,True
,,,0.006884545087814331,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,1,0.006884545087814331,0.006884545087814331,True
,,,0.17150146762530008,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,1,0.17150146762530008,0.17150146762530008,False
,,,0.04314211259285609,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.04314211259285609,0.04314211259285609,True
,,,0.04469967385133108,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.04469967385133108,0.04469967385133108,True
,,,0.023296003540356953,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.023296003540356953,0.023296003540356953,True
,,,0.028773066898187,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.028773066898187,0.028773066898187,True
,,,0.024965410431226093,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.024965410431226093,0.024965410431226093,True
,,,0.03015925983587901,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.03015925983587901,0.03015925983587901,True
,,,0.03942875564098358,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.03942875564098358,0.03942875564098358,True
,,,0.03723656634489695,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.03723656634489695,0.03723656634489695,True
,,,0.035816729068756104,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.035816729068756104,0.035816729068756104,True
,,,0.04144079486529032,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.04144079486529032,0.04144079486529032,True
,,,0.044062276681264244,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.044062276681264244,0.044062276681264244,True
,,,0.019042332967122395,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.019042332967122395,0.019042332967122395,True
,,,0.020836631457010906,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.020836631457010906,0.020836631457010906,True
,,,0.0247997244199117,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.0247997244199117,0.0247997244199117,True
,,,0.03128906091054281,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.03128906091054281,0.03128906091054281,True
,,,0.03468038638432821,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.03468038638432821,0.03468038638432821,True
,,,0.02043020725250244,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.02043020725250244,0.02043020725250244,True
,,,0.003915439049402873,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.003915439049402873,0.003915439049402873,True
,,,0.004918972651163737,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,1,0.004918972651163737,0.004918972651163737,True
,,,-0.16355479756991068,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,1,-0.16355479756991068,-0.16355479756991068,False
,,,0.07646133378148079,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.07646133378148079,0.07646133378148079,True
,,,0.07423173263669014,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.07423173263669014,0.07423173263669014,True
,,,0.025739605228106182,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.025739605228106182,0.025739605228106182,True
,,,0.023733568688233692,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.023733568688233692,0.023733568688233692,True
,,,0.029841636617978413,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.029841636617978413,0.029841636617978413,True
,,,0.03465579946835836,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.03465579946835836,0.03465579946835836,True
,,,0.03395874301592509,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.03395874301592509,0.03395874301592509,True
,,,0.037661969661712646,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.037661969661712646,0.037661969661712646,True
,,,0.03682217995325724,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.03682217995325724,0.03682217995325724,True
,,,0.03680999080340067,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.03680999080340067,0.03680999080340067,True
,,,-0.0010421772797902424,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,-0.0010421772797902424,-0.0010421772797902424,True
,,,0.008461356163024902,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.008461356163024902,0.008461356163024902,True
,,,-0.01954530676205953,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,-0.01954530676205953,-0.01954530676205953,True
,,,-0.03782254457473755,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,-0.03782254457473755,-0.03782254457473755,True
,,,-0.0034969747066497803,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,-0.0034969747066497803,-0.0034969747066497803,True
,,,0.004778111974398295,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,0.004778111974398295,0.004778111974398295,True
,,,-0.026002615690231323,0.0,,,pathgraph_reward_v1_locked,48192627e0ecdae9,transport_recovery,natural_success,,transport_recovery__0000,success,0,-0.026002615690231323,-0.026002615690231323,True
