cluster_id,episode_id,evidence_status,observable_contact_loss_count,observable_ever_contact,root_family_id,segment_id,split,unknown_fraction
9,formal_u2_family_001_r03,train_observed_hypothesis,0,True,u2_family_001,formal_u2_family_001_r03_s05,train,0.6666666666666666
2,formal_u2_family_001_r03,train_observed_hypothesis,0,True,u2_family_001,formal_u2_family_001_r03_s06,train,1.0
3,formal_u2_family_001_r04,train_observed_hypothesis,0,True,u2_family_001,formal_u2_family_001_r04_s00,train,0.3333333333333333
8,formal_u2_family_001_r04,train_observed_hypothesis,1,True,u2_family_001,formal_u2_family_001_r04_s01,train,0.3333333333333333
5,formal_u2_family_001_r04,train_observed_hypothesis,0,True,u2_family_001,formal_u2_family_001_r04_s02,train,0.5
4,formal_u2_family_001_r04,train_observed_hypothesis,0,True,u2_family_001,formal_u2_family_001_r04_s03,train,0.6
9,formal_u2_family_001_r04,train_observed_hypothesis,0,True,u2_family_001,formal_u2_family_001_r04_s04,train,1.0
9,formal_u2_family_001_r04,train_observed_hypothesis,0,True,u2_family_001,formal_u2_family_001_r04_s05,train,0.6666666666666666
2,formal_u2_family_001_r04,train_observed_hypothesis,0,True,u2_family_001,formal_u2_family_001_r04_s06,train,1.0
3,formal_u2_family_001_r05,train_observed_hypothesis,0,True,u2_family_001,formal_u2_family_001_r05_s00,train,0.3333333333333333
5,formal_u2_family_001_r05,train_observed_hypothesis,0,True,u2_family_001,formal_u2_family_001_r05_s01,train,0.8
4,formal_u2_family_001_r05,train_observed_hypothesis,0,True,u2_family_001,formal_u2_family_001_r05_s02,train,0.75
9,formal_u2_family_001_r05,train_observed_hypothesis,0,True,u2_family_001,formal_u2_family_001_r05_s03,train,1.0
2,formal_u2_family_001_r05,train_observed_hypothesis,0,True,u2_family_001,formal_u2_family_001_r05_s04,train,0.6666666666666666
3,formal_u2_family_002_r00,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r00_s00,train,0.3333333333333333
8,formal_u2_family_002_r00,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r00_s01,train,0.0
5,formal_u2_family_002_r00,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r00_s02,train,1.0
4,formal_u2_family_002_r00,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r00_s03,train,0.5
9,formal_u2_family_002_r00,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r00_s04,train,1.0
2,formal_u2_family_002_r00,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r00_s05,train,0.6666666666666666
3,formal_u2_family_002_r01,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r01_s00,train,0.3333333333333333
8,formal_u2_family_002_r01,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r01_s01,train,0.0
5,formal_u2_family_002_r01,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r01_s02,train,0.6666666666666666
4,formal_u2_family_002_r01,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r01_s03,train,0.7
9,formal_u2_family_002_r01,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r01_s04,train,1.0
2,formal_u2_family_002_r01,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r01_s05,train,0.6666666666666666
3,formal_u2_family_002_r02,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r02_s00,train,0.3333333333333333
8,formal_u2_family_002_r02,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r02_s01,train,0.0
4,formal_u2_family_002_r02,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r02_s02,train,0.35714285714285715
7,formal_u2_family_002_r02,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r02_s03,train,1.0
9,formal_u2_family_002_r02,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r02_s04,train,0.8
2,formal_u2_family_002_r02,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r02_s05,train,1.0
3,formal_u2_family_002_r03,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r03_s00,train,0.3333333333333333
8,formal_u2_family_002_r03,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r03_s01,train,0.0
5,formal_u2_family_002_r03,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r03_s02,train,1.0
4,formal_u2_family_002_r03,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r03_s03,train,0.36363636363636365
7,formal_u2_family_002_r03,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r03_s04,train,1.0
9,formal_u2_family_002_r03,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r03_s05,train,0.8
2,formal_u2_family_002_r03,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r03_s06,train,1.0
3,formal_u2_family_002_r04,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r04_s00,train,0.3333333333333333
8,formal_u2_family_002_r04,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r04_s01,train,0.0
5,formal_u2_family_002_r04,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r04_s02,train,1.0
4,formal_u2_family_002_r04,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r04_s03,train,0.5454545454545454
9,formal_u2_family_002_r04,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r04_s04,train,1.0
9,formal_u2_family_002_r04,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r04_s05,train,0.6666666666666666
2,formal_u2_family_002_r04,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r04_s06,train,1.0
3,formal_u2_family_002_r05,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r05_s00,train,0.3333333333333333
8,formal_u2_family_002_r05,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r05_s01,train,0.0
5,formal_u2_family_002_r05,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r05_s02,train,0.6666666666666666
4,formal_u2_family_002_r05,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r05_s03,train,0.36363636363636365
7,formal_u2_family_002_r05,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r05_s04,train,1.0
9,formal_u2_family_002_r05,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r05_s05,train,0.8
2,formal_u2_family_002_r05,train_observed_hypothesis,0,True,u2_family_002,formal_u2_family_002_r05_s06,train,1.0
3,formal_u2_family_003_r00,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r00_s00,train,0.3333333333333333
5,formal_u2_family_003_r00,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r00_s01,train,0.6666666666666666
4,formal_u2_family_003_r00,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r00_s02,train,0.3333333333333333
7,formal_u2_family_003_r00,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r00_s03,train,1.0
9,formal_u2_family_003_r00,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r00_s04,train,0.8333333333333334
2,formal_u2_family_003_r00,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r00_s05,train,1.0
3,formal_u2_family_003_r01,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r01_s00,train,0.3333333333333333
5,formal_u2_family_003_r01,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r01_s01,train,0.75
4,formal_u2_family_003_r01,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r01_s02,train,0.4
7,formal_u2_family_003_r01,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r01_s03,train,1.0
9,formal_u2_family_003_r01,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r01_s04,train,0.8333333333333334
2,formal_u2_family_003_r01,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r01_s05,train,1.0
3,formal_u2_family_003_r02,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r02_s00,train,0.3333333333333333
5,formal_u2_family_003_r02,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r02_s01,train,0.75
4,formal_u2_family_003_r02,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r02_s02,train,0.5454545454545454
9,formal_u2_family_003_r02,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r02_s03,train,1.0
9,formal_u2_family_003_r02,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r02_s04,train,0.6666666666666666
2,formal_u2_family_003_r02,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r02_s05,train,1.0
3,formal_u2_family_003_r03,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r03_s00,train,0.3333333333333333
5,formal_u2_family_003_r03,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r03_s01,train,0.75
4,formal_u2_family_003_r03,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r03_s02,train,0.36363636363636365
7,formal_u2_family_003_r03,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r03_s03,train,1.0
9,formal_u2_family_003_r03,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r03_s04,train,0.8
2,formal_u2_family_003_r03,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r03_s05,train,1.0
3,formal_u2_family_003_r04,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r04_s00,train,0.3333333333333333
5,formal_u2_family_003_r04,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r04_s01,train,0.6666666666666666
4,formal_u2_family_003_r04,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r04_s02,train,0.23076923076923078
7,formal_u2_family_003_r04,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r04_s03,train,1.0
9,formal_u2_family_003_r04,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r04_s04,train,0.8
2,formal_u2_family_003_r04,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r04_s05,train,1.0
3,formal_u2_family_003_r05,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r05_s00,train,0.3333333333333333
5,formal_u2_family_003_r05,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r05_s01,train,0.75
4,formal_u2_family_003_r05,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r05_s02,train,0.4444444444444444
7,formal_u2_family_003_r05,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r05_s03,train,1.0
9,formal_u2_family_003_r05,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r05_s04,train,1.0
2,formal_u2_family_003_r05,train_observed_hypothesis,0,True,u2_family_003,formal_u2_family_003_r05_s05,train,0.6666666666666666
3,formal_u2_family_004_r00,train_observed_hypothesis,0,True,u2_family_004,formal_u2_family_004_r00_s00,train,0.6666666666666666
5,formal_u2_family_004_r00,train_observed_hypothesis,0,True,u2_family_004,formal_u2_family_004_r00_s01,train,0.6666666666666666
3,formal_u2_family_004_r01,train_observed_hypothesis,0,True,u2_family_004,formal_u2_family_004_r01_s00,train,0.3333333333333333
5,formal_u2_family_004_r01,train_observed_hypothesis,0,True,u2_family_004,formal_u2_family_004_r01_s01,train,0.6666666666666666
3,formal_u2_family_004_r02,train_observed_hypothesis,0,True,u2_family_004,formal_u2_family_004_r02_s00,train,0.3333333333333333
5,formal_u2_family_004_r02,train_observed_hypothesis,0,True,u2_family_004,formal_u2_family_004_r02_s01,train,0.6666666666666666
3,formal_u2_family_004_r03,train_observed_hypothesis,0,True,u2_family_004,formal_u2_family_004_r03_s00,train,0.3333333333333333
5,formal_u2_family_004_r03,train_observed_hypothesis,0,True,u2_family_004,formal_u2_family_004_r03_s01,train,0.75
3,formal_u2_family_004_r04,train_observed_hypothesis,0,True,u2_family_004,formal_u2_family_004_r04_s00,train,0.3333333333333333
5,formal_u2_family_004_r04,train_observed_hypothesis,0,True,u2_family_004,formal_u2_family_004_r04_s01,train,0.6666666666666666
3,formal_u2_family_004_r05,train_observed_hypothesis,0,True,u2_family_004,formal_u2_family_004_r05_s00,train,0.3333333333333333
5,formal_u2_family_004_r05,train_observed_hypothesis,0,True,u2_family_004,formal_u2_family_004_r05_s01,train,1.0
5,formal_u2_family_004_r05,train_observed_hypothesis,0,True,u2_family_004,formal_u2_family_004_r05_s02,train,0.0
10,formal_u2_family_005_r00,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r00_s00,train,0.0
5,formal_u2_family_005_r00,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r00_s01,train,1.0
5,formal_u2_family_005_r00,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r00_s02,train,1.0
4,formal_u2_family_005_r00,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r00_s03,train,0.5454545454545454
9,formal_u2_family_005_r00,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r00_s04,train,1.0
2,formal_u2_family_005_r00,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r00_s05,train,0.6666666666666666
10,formal_u2_family_005_r01,train_observed_hypothesis,0,False,u2_family_005,formal_u2_family_005_r01_s00,train,0.0
3,formal_u2_family_005_r01,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r01_s01,train,0.6666666666666666
4,formal_u2_family_005_r01,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r01_s02,train,0.5384615384615384
9,formal_u2_family_005_r01,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r01_s03,train,1.0
9,formal_u2_family_005_r01,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r01_s04,train,0.6666666666666666
2,formal_u2_family_005_r01,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r01_s05,train,1.0
10,formal_u2_family_005_r02,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r02_s00,train,0.0
5,formal_u2_family_005_r02,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r02_s01,train,0.75
4,formal_u2_family_005_r02,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r02_s02,train,0.4
7,formal_u2_family_005_r02,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r02_s03,train,1.0
9,formal_u2_family_005_r02,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r02_s04,train,1.0
2,formal_u2_family_005_r02,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r02_s05,train,0.6666666666666666
10,formal_u2_family_005_r03,train_observed_hypothesis,0,False,u2_family_005,formal_u2_family_005_r03_s00,train,0.0
3,formal_u2_family_005_r03,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r03_s01,train,0.6666666666666666
5,formal_u2_family_005_r03,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r03_s02,train,0.6666666666666666
4,formal_u2_family_005_r03,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r03_s03,train,0.4
7,formal_u2_family_005_r03,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r03_s04,train,1.0
9,formal_u2_family_005_r03,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r03_s05,train,0.8333333333333334
2,formal_u2_family_005_r03,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r03_s06,train,1.0
10,formal_u2_family_005_r04,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r04_s00,train,0.0
5,formal_u2_family_005_r04,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r04_s01,train,0.8
4,formal_u2_family_005_r04,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r04_s02,train,0.6
9,formal_u2_family_005_r04,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r04_s03,train,0.75
2,formal_u2_family_005_r04,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r04_s04,train,1.0
10,formal_u2_family_005_r05,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r05_s00,train,0.0
5,formal_u2_family_005_r05,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r05_s01,train,1.0
4,formal_u2_family_005_r05,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r05_s02,train,0.6363636363636364
9,formal_u2_family_005_r05,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r05_s03,train,0.875
2,formal_u2_family_005_r05,train_observed_hypothesis,0,True,u2_family_005,formal_u2_family_005_r05_s04,train,1.0
3,formal_u2_family_006_r00,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r00_s00,train,0.3333333333333333
1,formal_u2_family_006_r00,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r00_s01,train,1.0
6,formal_u2_family_006_r00,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r00_s02,train,0.9090909090909091
2,formal_u2_family_006_r00,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r00_s03,train,1.0
3,formal_u2_family_006_r01,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r01_s00,train,0.3333333333333333
1,formal_u2_family_006_r01,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r01_s01,train,1.0
6,formal_u2_family_006_r01,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r01_s02,train,0.9166666666666666
2,formal_u2_family_006_r01,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r01_s03,train,1.0
3,formal_u2_family_006_r02,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r02_s00,train,0.3333333333333333
1,formal_u2_family_006_r02,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r02_s01,train,1.0
6,formal_u2_family_006_r02,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r02_s02,train,0.9
2,formal_u2_family_006_r02,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r02_s03,train,1.0
3,formal_u2_family_006_r03,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r03_s00,train,0.3333333333333333
1,formal_u2_family_006_r03,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r03_s01,train,1.0
6,formal_u2_family_006_r03,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r03_s02,train,0.9230769230769231
2,formal_u2_family_006_r03,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r03_s03,train,1.0
3,formal_u2_family_006_r04,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r04_s00,train,0.3333333333333333
1,formal_u2_family_006_r04,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r04_s01,train,1.0
6,formal_u2_family_006_r04,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r04_s02,train,1.0
6,formal_u2_family_006_r04,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r04_s03,train,0.875
2,formal_u2_family_006_r04,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r04_s04,train,1.0
3,formal_u2_family_006_r05,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r05_s00,train,0.3333333333333333
1,formal_u2_family_006_r05,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r05_s01,train,1.0
6,formal_u2_family_006_r05,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r05_s02,train,0.9166666666666666
2,formal_u2_family_006_r05,train_observed_hypothesis,0,True,u2_family_006,formal_u2_family_006_r05_s03,train,1.0
3,formal_u2_family_007_r00,train_observed_hypothesis,0,True,u2_family_007,formal_u2_family_007_r00_s00,train,0.3333333333333333
1,formal_u2_family_007_r00,train_observed_hypothesis,0,True,u2_family_007,formal_u2_family_007_r00_s01,train,1.0
6,formal_u2_family_007_r00,train_observed_hypothesis,0,True,u2_family_007,formal_u2_family_007_r00_s02,train,1.0
6,formal_u2_family_007_r00,train_observed_hypothesis,0,True,u2_family_007,formal_u2_family_007_r00_s03,train,1.0
6,formal_u2_family_007_r00,train_observed_hypothesis,0,True,u2_family_007,formal_u2_family_007_r00_s04,train,0.875
2,formal_u2_family_007_r00,train_observed_hypothesis,0,True,u2_family_007,formal_u2_family_007_r00_s05,train,1.0
3,formal_u2_family_007_r01,train_observed_hypothesis,0,True,u2_family_007,formal_u2_family_007_r01_s00,train,0.3333333333333333
