case_id,split,pool_index,target_xy,second_xy,gap_x,gap_y,min_axis_gap,aabb_overlap,corridor_projection,corridor_perpendicular,container_clearance,buffer_clearance,workspace_clearance,controller_envelope_clearance,static_clearance_min,classification
T_C_v12_train_011,train,11,"[-0.180603854, 0.019589858]","[-0.044459965, -0.017809674]",0.09614388900000001,-0.0026004680000000016,0.09614388900000001,False,0.3235767964433145,0.07254878453077315,0.15045996499999997,0.12041014199999997,0.159396146,0.11939614599999998,0.11939614599999998,PASS
T_C_v12_train_012,train,12,"[-0.191384328, -2.784e-06]","[-0.097649853, 0.108034058]",0.053734475,0.06803684200000001,0.06803684200000001,False,0.3136426294830644,0.07398274453496693,0.203649853,0.04235014699999998,0.148615672,0.108615672,0.04235014699999998,PASS
T_C_v12_train_013,train,13,"[-0.218317593, 0.019645795]","[-0.102422411, 0.111519217]",0.075895182,0.05187342200000001,0.075895182,False,0.3282384452276846,0.06077497470544528,0.20842241099999997,0.037577588999999995,0.12168240699999998,0.08168240699999998,0.037577588999999995,PASS
T_C_v12_train_014,train,14,"[-0.139788252, 0.027391907]","[-0.04708018, 0.129268569]",0.052708072,0.061876662000000006,0.061876662000000006,False,0.3525918341156651,0.07206804754428786,0.15308018,0.09291981999999999,0.200211748,0.160211748,0.09291981999999999,PASS
T_C_v12_train_015,train,15,"[-0.108402487, -0.115623287]","[0.035446763, -0.089033422]",0.10384925,-0.013410134999999997,0.10384925,False,0.34429434551243865,0.07042014411298843,0.13503342200000001,0.22903342199999996,0.22437671299999998,0.18437671299999997,0.13503342200000001,PASS
T_C_v12_train_016,train,16,"[-0.242674886, 0.043299667]","[-0.088518149, -0.007979464]",0.11415673699999998,0.011279130999999998,0.11415673699999998,False,0.3317765797753676,0.07797954575315558,0.19451814899999997,0.096700333,0.09732511399999998,0.05732511399999998,0.05732511399999998,PASS
T_C_v12_train_017,train,17,"[-0.190369438, -0.161002588]","[-0.009197832, -0.104949792]",0.141171606,0.016052796,0.141171606,False,0.3833300153326126,0.0648508734233546,0.15094979199999997,0.24494979199999997,0.149630562,0.10963056199999999,0.10963056199999999,PASS
T_C_v12_train_018,train,18,"[-0.169160456, -0.138406535]","[-0.105913678, 0.002960551]",0.02324677799999999,0.101367086,0.101367086,False,0.3106385956896418,0.07600794231679221,0.211913678,0.13703944899999998,0.170839544,0.130839544,0.130839544,PASS
T_C_v12_train_019,train,19,"[-0.207472982, -0.07248462]","[-0.030202667, -0.071346581]",0.137270315,-0.03886196100000001,0.137270315,False,0.3681185817129263,0.07784787750554659,0.136202667,0.211346581,0.132527018,0.09252701799999999,0.09252701799999999,PASS
T_C_v12_train_020,train,20,"[-0.231450027, -0.172621905]","[-0.136458183, -0.02569541]",0.05499184399999999,0.10692649499999998,0.10692649499999998,False,0.32197836546008435,0.06467925498722465,0.242458183,0.16569540999999996,0.10854997299999998,0.06854997299999999,0.06854997299999999,PASS
T_C_v12_train_021,train,21,"[-0.146508247, -0.142329723]","[-0.090782762, -0.008175631]",0.015725485000000004,0.094154092,0.094154092,False,0.3043328067274403,0.06967856034509035,0.196782762,0.14817563099999997,0.193491753,0.15349175299999998,0.14817563099999997,PASS
T_C_v12_train_022,train,22,"[-0.072126507, 0.043212958]","[0.03910626, 0.009491671]",0.071232767,-0.006278712999999998,0.071232767,False,0.36645401699395513,0.06466552905557793,0.06689374,0.09678704199999999,0.26787349299999996,0.22787349299999998,0.06689374,PASS
T_C_v12_train_023,train,23,"[-0.07582601, -0.049145486]","[0.042597023, -0.043693937]",0.078423033,-0.034548451,0.078423033,False,0.3319024583498785,0.060765702384114974,0.08969393700000002,0.183693937,0.26417398999999997,0.22417399,0.08969393700000002,PASS
T_C_v12_train_024,train,24,"[-0.228855671, 0.039488803]","[-0.109674878, 0.124344995]",0.079180793,0.044856191999999996,0.079180793,False,0.3199609125929624,0.06023063243572164,0.21567487800000001,0.030325121999999982,0.11114432899999997,0.07114432899999998,0.030325121999999982,PASS
T_C_v12_train_025,train,25,"[-0.228729422, 0.016910511]","[-0.051926355, -0.010977479]",0.13680306699999997,-0.01211201,0.13680306699999997,False,0.3905158240115478,0.07028019283858508,0.15792635500000002,0.123089489,0.111270578,0.071270578,0.071270578,PASS
T_C_v12_train_026,train,26,"[-0.16936758, -0.017343848]","[-0.007081472, -0.032350689]",0.12228610799999998,-0.024993158999999997,0.12228610799999998,False,0.3877093732557633,0.07334124900805991,0.113081472,0.15734384799999998,0.17063242,0.13063242,0.113081472,PASS
T_C_v12_train_027,train,27,"[-0.181606555, 0.079241374]","[-0.049888382, 0.019098004]",0.09171817299999999,0.02014337,0.09171817299999999,False,0.341176562957424,0.07451816234300114,0.155888382,0.06075862599999998,0.158393445,0.11839344499999999,0.06075862599999998,PASS
T_C_v12_train_028,train,28,"[-0.127348191, 0.04801455]","[-0.034283569, 0.13999849]",0.053064622,0.05198394,0.053064622,False,0.35350307335815306,0.06833748767538295,0.140283569,0.09198545,0.20000151,0.16000150999999999,0.09198545,PASS
T_C_v12_train_029,train,29,"[-0.178487072, -0.103392844]","[-0.013891124, -0.085893356]",0.12459594799999998,-0.022500512000000007,0.12459594799999998,False,0.35262704065425937,0.0721983763307222,0.13189335600000002,0.22589335600000002,0.161512928,0.12151292799999999,0.12151292799999999,PASS
T_C_v12_train_030,train,30,"[-0.16955709, -0.067469091]","[-0.075741605, 0.051617604]",0.05381548499999999,0.07908669499999998,0.07908669499999998,False,0.35032895234670675,0.0606071349593039,0.18174160499999997,0.088382396,0.17044291,0.13044291,0.088382396,PASS
T_C_v12_train_031,train,31,"[-0.20090214, -0.18603488]","[-0.12241362, -0.038357281]",0.038488520000000005,0.10767759900000001,0.10767759900000001,False,0.31452521609335266,0.06596306852556075,0.22841361999999998,0.178357281,0.13909786,0.09909785999999998,0.09909785999999998,PASS
T_C_v12_train_032,train,32,"[-0.107448835, -0.182419629]","[-0.058534249, -0.020877652]",0.008914586000000009,0.121541977,0.121541977,False,0.3613987359743988,0.07583825636971829,0.16453424899999997,0.160877652,0.157580371,0.11758037099999999,0.11758037099999999,PASS
T_C_v12_train_033,train,33,"[-0.201659877, 0.011563779]","[-0.097454465, 0.104763646]",0.06420541199999999,0.053199867000000005,0.06420541199999999,False,0.3168366048189271,0.06117221141622441,0.20345446499999997,0.042545534999999995,0.138340123,0.098340123,0.042545534999999995,PASS
T_C_v12_train_034,train,34,"[-0.226824802, -0.077117006]","[-0.12048411, 0.043013007]",0.06634069199999998,0.080130013,0.080130013,False,0.32756506710988087,0.061739780709935584,0.22648410999999996,0.096986993,0.11317519799999999,0.073175198,0.073175198,PASS
T_C_v12_train_035,train,35,"[-0.218229472, -0.136474885]","[-0.055320525, -0.103062712]",0.12290894699999999,-0.006587827000000011,0.12290894699999999,False,0.32734238393483417,0.06011814788051209,0.161320525,0.243062712,0.12177052799999998,0.08177052799999998,0.08177052799999998,PASS
T_C_v12_train_036,train,36,"[-0.142423002, -0.065564607]","[-0.046312141, 0.064008337]",0.05611086099999999,0.08957294399999999,0.08957294399999999,False,0.39766009416950926,0.06436003724280236,0.152312141,0.09368785899999998,0.197576998,0.157576998,0.09368785899999998,PASS
T_C_v12_train_037,train,37,"[-0.147580495, -0.058503631]","[-0.013792447, -0.069827015]",0.09378804799999998,-0.028676615999999995,0.09378804799999998,False,0.30038320590624606,0.07395886631508712,0.11979244699999998,0.19850363099999999,0.192419505,0.15241950499999998,0.11979244699999998,PASS
T_C_v12_train_038,train,38,"[-0.155674885, -0.147680484]","[-0.070595214, 0.008539536]",0.04507967100000001,0.11622002000000001,0.11622002000000001,False,0.3817934135792103,0.0690947968820124,0.176595214,0.13146046399999997,0.18432511499999998,0.14432511499999998,0.13146046399999997,PASS
T_C_v12_train_039,train,39,"[-0.092690059, -0.03542998]","[0.043280012, -0.048166321]",0.09597007099999999,-0.027263659000000003,0.09597007099999999,False,0.35625930133086403,0.07839679864106602,0.09416632100000001,0.17542997999999996,0.247309941,0.207309941,0.09416632100000001,PASS
T_C_v12_train_040,train,40,"[-0.244600182, -0.13557418]","[-0.114705433, 0.015919556]",0.089894749,0.11149373599999998,0.11149373599999998,False,0.3822064041365556,0.06280776921947082,0.22070543299999995,0.12408044399999998,0.09539981799999998,0.05539981799999999,0.05539981799999999,PASS
T_C_v12_train_041,train,41,"[-0.09610792, -0.023996497]","[-0.04336202, 0.093631139]",0.012745899999999998,0.077627636,0.077627636,False,0.32485657005223056,0.07990564618310454,0.14936201999999998,0.09663797999999998,0.24389207999999998,0.20389207999999998,0.09663797999999998,PASS
T_C_v12_train_042,train,42,"[-0.096004026, 0.000309599]","[-0.032023756, 0.094812531]",0.023980270000000005,0.05450293200000001,0.05450293200000001,False,0.32009525880431244,0.061246629043941514,0.138023756,0.10797624399999997,0.24399597399999998,0.20399597399999997,0.10797624399999997,PASS
T_C_v12_train_043,train,43,"[-0.116316351, -0.003251899]","[0.022243028, -0.026720192]",0.098559379,-0.016531707,0.098559379,False,0.37055309823893395,0.07488218161258332,0.083756972,0.143251899,0.223683649,0.183683649,0.083756972,PASS
T_C_v12_train_044,train,44,"[-0.13323908, -0.116911354]","[0.005033874, -0.101584238]",0.098272954,-0.024672884,0.098272954,False,0.3043433780584838,0.07118523734300751,0.14758423799999998,0.24158423799999998,0.20676092,0.16676091999999998,0.14758423799999998,PASS
T_C_v12_train_045,train,45,"[-0.125396188, 0.007574254]","[-0.011115101, -0.014432303]",0.074281087,-0.017993443,0.074281087,False,0.30618462022826537,0.06013182088611863,0.11711510099999999,0.13242574599999998,0.214603812,0.174603812,0.11711510099999999,PASS
T_C_v12_train_046,train,46,"[-0.186176054, -0.184459138]","[-0.099845691, -0.022685269]",0.046330363000000006,0.12177386899999998,0.12177386899999998,False,0.35658148146344193,0.06919916905462462,0.205845691,0.162685269,0.153823946,0.11382394599999998,0.11382394599999998,PASS
T_C_v12_train_047,train,47,"[-0.158440964, -0.135444111]","[-0.073348555, 0.006513783]",0.04509240899999999,0.101957894,0.101957894,False,0.3618645350559817,0.06204409492566806,0.17934855499999997,0.133486217,0.181559036,0.141559036,0.133486217,PASS
T_C_v12_train_048,train,48,"[-0.126143089, -0.068929219]","[-0.042775651, 0.068637766]",0.043367438000000015,0.097566985,0.097566985,False,0.3980346738536921,0.07328662428319092,0.148775651,0.09722434899999999,0.21385691099999998,0.17385691099999998,0.09722434899999999,PASS
T_C_v12_train_049,train,49,"[-0.085797794, -0.090331514]","[-0.033159061, 0.036601698]",0.012638733,0.08693321200000001,0.08693321200000001,False,0.3541656219010674,0.06687391423712914,0.13915906099999997,0.106840939,0.249668486,0.209668486,0.106840939,PASS
T_C_v12_train_050,train,50,"[-0.239556075, -0.037591214]","[-0.05287312, -0.046756747]",0.146682955,-0.030834466999999997,0.146682955,False,0.3827476032997849,0.0742230772610486,0.15887311999999998,0.17759121399999997,0.10044392499999998,0.06044392499999998,0.06044392499999998,PASS
T_C_v12_train_051,train,51,"[-0.212053604, -0.025769469]","[-0.08731629, 0.089258485]",0.08473731400000001,0.07502795400000001,0.08473731400000001,False,0.375361463964409,0.0643456364059221,0.19331629,0.05268370999999997,0.127946396,0.08794639599999998,0.05268370999999997,PASS
T_C_v12_train_052,train,52,"[-0.167239876, -0.16932798]","[-0.110425861, -0.023214371]",0.01681401500000001,0.10611360899999997,0.10611360899999997,False,0.30350970049461934,0.07588513394116539,0.216425861,0.163214371,0.17067202,0.13067202,0.13067202,PASS
T_C_v12_train_053,train,53,"[-0.108862511, 0.018216706]","[-0.041614029, 0.110206535]",0.027248481999999997,0.051989828999999994,0.051989828999999994,False,0.30691009405614683,0.06441255413079212,0.14761402899999998,0.09838597099999999,0.229793465,0.189793465,0.09838597099999999,PASS
T_C_v12_train_054,train,54,"[-0.080875159, -0.152658816]","[0.059026521, -0.098521055]",0.09990167999999999,0.014137761000000006,0.09990167999999999,False,0.3599612816647883,0.0636590760154009,0.144521055,0.23852105499999995,0.187341184,0.147341184,0.144521055,PASS
T_C_v12_train_055,train,55,"[-0.110702155, -0.009097652]","[0.01297731, -0.037667412]",0.08367946500000001,-0.011430240000000001,0.08367946500000001,False,0.3189121224523359,0.07630826224120679,0.09302269,0.149097652,0.229297845,0.189297845,0.09302269,PASS
T_C_v12_train_056,train,56,"[-0.115854681, 0.065907816]","[-0.02010311, 0.14618318]",0.05575157100000001,0.040275364,0.05575157100000001,False,0.3611793127545308,0.06174522660072838,0.12610311000000002,0.07409218399999998,0.19381682,0.15381682,0.07409218399999998,PASS
T_C_v12_train_057,train,57,"[-0.101461838, 0.044171166]","[-0.025896094, 0.130847211]",0.03556574399999999,0.04667604499999999,0.04667604499999999,False,0.3276587219264214,0.06403464261962111,0.13189609400000002,0.095828834,0.209152789,0.169152789,0.095828834,PASS
T_C_v12_train_058,train,58,"[-0.111715328, 0.043249994]","[-0.016383086, 0.138280053]",0.055332242,0.05503005900000001,0.055332242,False,0.38580121621371327,0.067646145556127,0.12238308599999999,0.09675000599999997,0.20171994699999998,0.16171994699999998,0.09675000599999997,PASS
T_C_v12_train_059,train,59,"[-0.125136515, -0.135390948]","[-0.053776653, 0.026734609]",0.031359861999999995,0.122125557,0.122125557,False,0.3990322136936531,0.07852458888188768,0.159776653,0.11326539099999999,0.20460905199999999,0.16460905199999998,0.11326539099999999,PASS
T_C_v12_train_060,train,60,"[-0.092211561, 0.041231551]","[0.028156606, 0.002937704]",0.08036816699999999,-0.001706153000000002,0.08036816699999999,False,0.3704598395741232,0.07024249688992326,0.077843394,0.09876844899999998,0.247788439,0.207788439,0.077843394,PASS
T_C_v12_train_061,train,61,"[-0.086867171, -0.137750744]","[-0.036623359, 0.021107045]",0.010243812000000005,0.11885778899999999,0.11885778899999999,False,0.3948619123168548,0.0793590523132503,0.142623359,0.118892955,0.202249256,0.16224925599999998,0.118892955,PASS
T_C_v12_train_062,train,62,"[-0.152534028, -0.041251743]","[0.007852843, -0.043278354]",0.12038687099999998,-0.037973389,0.12038687099999998,False,0.3881015367347654,0.07180419101566138,0.098147157,0.181251743,0.187465972,0.147465972,0.098147157,PASS
T_C_v12_train_063,train,63,"[-0.16356273, 0.016582497]","[-0.069852122, 0.118951229]",0.053710607999999986,0.062368732,0.062368732,False,0.3323391208901947,0.07101295380820162,0.175852122,0.07014787799999997,0.17643727,0.13643727,0.07014787799999997,PASS
T_C_v12_train_064,train,64,"[-0.072564639, -0.152500367]","[-0.035601015, -0.008363113]",-0.0030363760000000004,0.10413725399999998,0.10413725399999998,False,0.3521535499808419,0.07087002881714964,0.141601015,0.148363113,0.187499633,0.147499633,0.141601015,PASS
T_C_v12_train_065,train,65,"[-0.140254564, -0.153340716]","[0.021405799, -0.111398441]",0.121660363,0.0019422749999999864,0.121660363,False,0.3567106645018213,0.07304734704939012,0.157398441,0.251398441,0.186659284,0.146659284,0.146659284,PASS
T_C_v12_train_066,train,66,"[-0.213844135, -0.175730038]","[-0.021338968, -0.128854942]",0.15250516699999997,0.006875096000000004,0.15250516699999997,False,0.36970608592951226,0.07810564750447503,0.174854942,0.26885494200000004,0.126155865,0.086155865,0.086155865,PASS
T_C_v12_train_067,train,67,"[-0.146989253, -0.001536337]","[-0.042463962, 0.10876402]",0.06452529099999998,0.07030035700000001,0.07030035700000001,False,0.39101778690541467,0.06697355372503845,0.148463962,0.09753603799999999,0.193010747,0.153010747,0.09753603799999999,PASS
T_C_v12_train_068,train,68,"[-0.181370792, -0.05044848]","[-0.07782973, 0.068477756]",0.06354106200000001,0.07892623599999998,0.07892623599999998,False,0.36135653686500896,0.06339117972786866,0.18382972999999997,0.07152224399999998,0.158629208,0.11862920799999999,0.07152224399999998,PASS
T_C_v12_train_069,train,69,"[-0.124130441, -0.160837952]","[0.037570671, -0.100605912]",0.12170111199999997,0.02023204,0.12170111199999997,False,0.38568882271059435,0.06544889025715613,0.146605912,0.240605912,0.179162048,0.13916204799999998,0.13916204799999998,PASS
T_C_v12_train_070,train,70,"[-0.186507264, -0.032991078]","[-0.015892328, -0.048171568]",0.130614936,-0.024819510000000003,0.130614936,False,0.38171347466590116,0.07973246496961522,0.12189232800000001,0.172991078,0.153492736,0.11349273599999998,0.11349273599999998,PASS
T_C_v12_train_071,train,71,"[-0.196397379, -0.051291067]","[-0.075003502, 0.076092692]",0.081393877,0.087383759,0.087383759,False,0.3947711822357126,0.06566040449374766,0.18100350199999998,0.06499649799999999,0.14360262099999999,0.10360262099999998,0.06499649799999999,PASS
T_C_v12_train_072,train,72,"[-0.095712049, -0.042060136]","[-0.035135083, 0.069213221]",0.020576965999999995,0.07127335700000001,0.07127335700000001,False,0.3396026952937258,0.06523270383668271,0.141135083,0.10486491699999997,0.24428795100000003,0.204287951,0.10486491699999997,PASS
T_C_v12_train_073,train,73,"[-0.235790751, -0.052025834]","[-0.136238414, 0.075403391]",0.05955233699999999,0.087429225,0.087429225,False,0.31270088108716315,0.07969010567025936,0.24223841399999996,0.064596609,0.10420924899999999,0.064209249,0.064209249,PASS
T_C_v12_train_074,train,74,"[-0.083204433, -0.058234257]","[-0.025734175, 0.069281438]",0.017470257999999995,0.08751569499999998,0.08751569499999998,False,0.37462969463379475,0.07336086262254461,0.131734175,0.11426582499999999,0.25679556699999995,0.216795567,0.11426582499999999,PASS
T_C_v12_train_075,train,75,"[-0.135866416, -0.13473422]","[-0.083359079, 0.00526804]",0.012507336999999986,0.10000225999999998,0.10000225999999998,False,0.3173103173886057,0.07601717511853581,0.18935907899999999,0.13473195999999998,0.204133584,0.164133584,0.13473195999999998,PASS
T_C_v12_train_076,train,76,"[-0.15993663, 0.003710126]","[-0.057895782, 0.116225107]",0.06204084799999999,0.072514981,0.072514981,False,0.370093612209222,0.07342974094482121,0.163895782,0.08210421799999998,0.18006337,0.14006337,0.08210421799999998,PASS
T_C_v12_train_077,train,77,"[-0.183573932, -0.201340611]","[2.919e-06, -0.144501166]",0.14357685099999998,0.016839445000000015,0.14357685099999998,False,0.36105372151360804,0.07898429421102174,0.19050116599999994,0.28450116599999997,0.138659389,0.09865938899999999,0.09865938899999999,PASS
T_C_v12_train_078,train,78,"[-0.185328226, -0.167608047]","[-0.00241961, -0.124939009]",0.14290861600000002,0.0026690380000000055,0.14290861600000002,False,0.36586411414000897,0.07961585573428057,0.17093900899999998,0.264939009,0.15467177399999998,0.11467177399999998,0.11467177399999998,PASS
T_C_v12_train_079,train,79,"[-0.228062623, -0.075563122]","[-0.133353103, 0.052108732]",0.05470951999999999,0.087671854,0.087671854,False,0.3106823080918008,0.0742013515001179,0.23935310299999996,0.087891268,0.11193737699999999,0.071937377,0.071937377,PASS
T_C_v12_train_080,train,80,"[-0.110720521, -0.150922333]","[0.047849131, -0.098255499]",0.118569652,0.012666833999999995,0.118569652,False,0.3822764270174007,0.06957613484606857,0.144255499,0.23825549899999995,0.189077667,0.149077667,0.144255499,PASS
T_C_v12_train_081,train,81,"[-0.22828993, -0.169654385]","[-0.057099039, -0.135291088]",0.131190891,-0.005636703000000014,0.131190891,False,0.31863085200720515,0.07102678041112827,0.181291088,0.275291088,0.11171006999999998,0.07171006999999999,0.07171006999999999,PASS
T_C_v12_train_082,train,82,"[-0.228312071, -0.199253156]","[-0.063787256, -0.15525997]",0.12452481499999998,0.003993185999999989,0.12452481499999998,False,0.30234526067274325,0.06668281612310598,0.20125997,0.29525997000000004,0.11168792899999998,0.07168792899999998,0.07168792899999998,PASS
T_C_v12_train_083,train,83,"[-0.075098366, 0.063487478]","[0.010831874, 0.149661194]",0.045930240000000004,0.046173716,0.046173716,False,0.3924273102485545,0.06554821831565673,0.095168126,0.076512522,0.190338806,0.150338806,0.076512522,PASS
T_C_v12_train_084,train,84,"[-0.179304741, -0.009035811]","[-0.079396748, 0.108893057]",0.059907992999999986,0.07792886800000001,0.07792886800000001,False,0.35069924169033584,0.07722060395247607,0.185396748,0.06060325199999997,0.160695259,0.120695259,0.06060325199999997,PASS
T_C_v12_train_085,train,85,"[-0.210766432, -0.190270953]","[-0.130784975, -0.038437682]",0.039981457000000005,0.11183327099999998,0.11183327099999998,False,0.3147553270612485,0.06917398040566311,0.236784975,0.17843768199999996,0.129233568,0.08923356799999999,0.08923356799999999,PASS
T_C_v12_train_086,train,86,"[-0.173078058, -0.047259722]","[-0.077452095, 0.068150579]",0.05562596300000001,0.07541030099999999,0.07541030099999999,False,0.3476608269879692,0.06336064735603668,0.18345209499999998,0.071849421,0.166921942,0.12692194199999998,0.071849421,PASS
T_C_v12_train_087,train,87,"[-0.100527497, -0.165264022]","[0.05402601, -0.12154779]",0.11455350699999997,0.003716232000000007,0.11455350699999997,False,0.34876456913549625,0.079544668331532,0.16754778999999997,0.26154778999999995,0.174735978,0.13473597799999998,0.13473597799999998,PASS
T_C_v12_train_088,train,88,"[-0.070570867, -0.016153299]","[0.05176239, -0.031431009]",0.08233325699999999,-0.024722289999999997,0.08233325699999999,False,0.3513504288707792,0.07183094357785515,0.07743100900000001,0.156153299,0.269429133,0.229429133,0.07743100900000001,PASS
T_C_v12_train_089,train,89,"[-0.09457883, -0.012609416]","[0.022704133, -0.029570576]",0.07728296300000001,-0.023038839999999998,0.07728296300000001,False,0.3221617412325091,0.06627876095333024,0.08329586699999998,0.15260941599999997,0.24542117,0.20542117,0.08329586699999998,PASS
T_C_v12_train_090,train,90,"[-0.144188117, -0.027045789]","[-0.056735776, 0.088828172]",0.047452341,0.07587396099999999,0.07587396099999999,False,0.3581884845574499,0.069401638931658,0.162735776,0.08326422399999997,0.195811883,0.15581188299999998,0.08326422399999997,PASS
T_C_v12_train_091,train,91,"[-0.189268492, -0.172533981]","[-0.004978816, -0.123678581]",0.144289676,0.008855400000000006,0.144289676,False,0.3710280299694438,0.07614141677442314,0.169678581,0.26367858099999997,0.150731508,0.11073150799999998,0.11073150799999998,PASS
T_C_v12_train_092,train,92,"[-0.132739412, -0.073791764]","[0.017268772, -0.064621497]",0.11000818399999998,-0.030829733000000005,0.11000818399999998,False,0.3597086752598122,0.07121881904649388,0.110621497,0.20462149699999996,0.207260588,0.167260588,0.110621497,PASS
T_C_v12_train_093,train,93,"[-0.157008704, -0.084613903]","[-0.065092457, 0.042994457]",0.05191624699999999,0.08760836,0.08760836,False,0.3672567531344803,0.06137504737071325,0.17109245699999998,0.097005543,0.182991296,0.142991296,0.097005543,PASS
T_C_v12_train_094,train,94,"[-0.150631123, -0.127775474]","[-0.089328667, 0.005817475]",0.021302456000000004,0.09359294899999998,0.09359294899999998,False,0.31263355026213363,0.07014237895062131,0.195328667,0.134182525,0.189368877,0.14936887699999998,0.134182525,PASS
T_C_v12_train_095,train,95,"[-0.160000781, -0.064302554]","[-0.076107733, 0.071059831]",0.04389304800000001,0.095362385,0.095362385,False,0.3575052719898409,0.0790236330025465,0.182107733,0.06894016899999997,0.179999219,0.13999921899999998,0.06894016899999997,PASS
T_C_v12_train_096,train,96,"[-0.13489567, -0.140946668]","[-0.057771586, 0.007313627]",0.037124083999999995,0.10826029499999998,0.10826029499999998,False,0.3765210697341343,0.06494748011906593,0.16377158599999997,0.132686373,0.199053332,0.159053332,0.132686373,PASS
T_C_v12_train_097,train,97,"[-0.126460604, -0.055535922]","[-0.051727796, 0.060185311]",0.03473280800000001,0.075721233,0.075721233,False,0.34647287420244127,0.06327132899878138,0.15772779599999998,0.08827220399999999,0.213539396,0.17353939599999998,0.08827220399999999,PASS
T_C_v12_train_098,train,98,"[-0.152287506, -0.079935488]","[0.016097048, -0.069698152]",0.12838455399999998,-0.029762664,0.12838455399999998,False,0.38565864878370887,0.07804093427810042,0.11569815200000001,0.209698152,0.187712494,0.147712494,0.11569815200000001,PASS
T_C_v12_train_099,train,99,"[-0.201999454, -0.013102676]","[-0.036826483, -0.023546109]",0.125172971,-0.029556567000000002,0.125172971,False,0.3770836690334591,0.06420961724754645,0.142826483,0.15310267599999997,0.138000546,0.098000546,0.098000546,PASS
T_C_v12_train_100,train,100,"[-0.229815769, -0.047550894]","[-0.057742919, -0.046827876]",0.13207285,-0.039276981999999995,0.13207285,False,0.36036370196015,0.06444955647253343,0.163742919,0.18682787599999998,0.11018423099999998,0.07018423099999999,0.07018423099999999,PASS
T_C_v12_train_101,train,101,"[-0.231522274, 0.02334782]","[-0.109910081, 0.130735732]",0.081612193,0.067387912,0.081612193,False,0.33815350223911955,0.07673739516117761,0.21591008099999998,0.030089918999999993,0.10847772599999998,0.06847772599999999,0.030089918999999993,PASS
T_C_v12_train_102,train,102,"[-0.236976504, -0.091546832]","[-0.061554428, -0.073303488]",0.135422076,-0.021756656000000006,0.135422076,False,0.3522353346805393,0.06309847656904716,0.16755442799999998,0.21330348799999996,0.10302349599999998,0.06302349599999998,0.06302349599999998,PASS
