boundary_error_sum,boundary_estimability,boundary_f1,boundary_fn,boundary_fp,boundary_mae,boundary_matched_count,boundary_precision,boundary_recall,boundary_tp,episodes,model,root_family_id,split,tolerance
0.0,estimable,0.5625,0,28,0.0,18,0.391304347826087,1.0,18,6,weak_zero_gold,u2_family_094,val,1
0.0,estimable,0.5625,0,28,0.0,18,0.391304347826087,1.0,18,6,weak_zero_gold,u2_family_094,val,2
1.0,estimable,0.2958579881656805,3,116,0.04,25,0.1773049645390071,0.8928571428571429,25,6,weak_zero_gold,u2_family_095,val,1
1.0,estimable,0.2958579881656805,3,116,0.04,25,0.1773049645390071,0.8928571428571429,25,6,weak_zero_gold,u2_family_095,val,2
1.0,estimable,0.4081632653061224,0,87,0.03333333333333333,30,0.2564102564102564,1.0,30,6,weak_zero_gold,u2_family_096,val,1
1.0,estimable,0.4081632653061224,0,87,0.03333333333333333,30,0.2564102564102564,1.0,30,6,weak_zero_gold,u2_family_096,val,2
0.0,estimable,0.3789473684210526,0,118,0.0,36,0.23376623376623376,1.0,36,6,weak_zero_gold,u2_family_097,val,1
0.0,estimable,0.3789473684210526,0,118,0.0,36,0.23376623376623376,1.0,36,6,weak_zero_gold,u2_family_097,val,2
2.0,estimable,0.5217391304347826,0,88,0.041666666666666664,48,0.35294117647058826,1.0,48,6,weak_zero_gold,u2_family_098,val,1
2.0,estimable,0.5217391304347826,0,88,0.041666666666666664,48,0.35294117647058826,1.0,48,6,weak_zero_gold,u2_family_098,val,2
1.0,estimable,0.38961038961038963,0,94,0.03333333333333333,30,0.24193548387096775,1.0,30,6,weak_zero_gold,u2_family_099,val,1
1.0,estimable,0.38961038961038963,0,94,0.03333333333333333,30,0.24193548387096775,1.0,30,6,weak_zero_gold,u2_family_099,val,2
0.0,estimable,0.6666666666666666,0,18,0.0,18,0.5,1.0,18,6,weak_zero_gold,u2_family_100,val,1
0.0,estimable,0.6666666666666666,0,18,0.0,18,0.5,1.0,18,6,weak_zero_gold,u2_family_100,val,2
7.0,estimable,0.4203821656050955,0,91,0.21212121212121213,33,0.2661290322580645,1.0,33,6,weak_zero_gold,u2_family_101,val,1
7.0,estimable,0.4203821656050955,0,91,0.21212121212121213,33,0.2661290322580645,1.0,33,6,weak_zero_gold,u2_family_101,val,2
1.0,estimable,0.2981366459627329,0,113,0.041666666666666664,24,0.17518248175182483,1.0,24,6,weak_zero_gold,u2_family_102,test,1
1.0,estimable,0.2981366459627329,0,113,0.041666666666666664,24,0.17518248175182483,1.0,24,6,weak_zero_gold,u2_family_102,test,2
0.0,estimable,0.39560439560439553,0,110,0.0,36,0.2465753424657534,1.0,36,6,weak_zero_gold,u2_family_103,test,1
0.0,estimable,0.39560439560439553,0,110,0.0,36,0.2465753424657534,1.0,36,6,weak_zero_gold,u2_family_103,test,2
1.0,estimable,0.42857142857142855,0,112,0.023809523809523808,42,0.2727272727272727,1.0,42,6,weak_zero_gold,u2_family_104,test,1
1.0,estimable,0.42857142857142855,0,112,0.023809523809523808,42,0.2727272727272727,1.0,42,6,weak_zero_gold,u2_family_104,test,2
1.0,estimable,0.2891566265060241,0,118,0.041666666666666664,24,0.16901408450704225,1.0,24,6,weak_zero_gold,u2_family_105,test,1
1.0,estimable,0.2891566265060241,0,118,0.041666666666666664,24,0.16901408450704225,1.0,24,6,weak_zero_gold,u2_family_105,test,2
0.0,estimable,0.6,0,24,0.0,18,0.42857142857142855,1.0,18,6,weak_zero_gold,u2_family_106,test,1
0.0,estimable,0.6,0,24,0.0,18,0.42857142857142855,1.0,18,6,weak_zero_gold,u2_family_106,test,2
1.0,estimable,0.2774566473988439,6,119,0.041666666666666664,24,0.16783216783216784,0.8,24,6,weak_zero_gold,u2_family_107,test,1
1.0,estimable,0.2774566473988439,6,119,0.041666666666666664,24,0.16783216783216784,0.8,24,6,weak_zero_gold,u2_family_107,test,2
0.0,estimable,0.37735849056603776,0,99,0.0,30,0.23255813953488372,1.0,30,6,weak_zero_gold,u2_family_108,test,1
0.0,estimable,0.37735849056603776,0,99,0.0,30,0.23255813953488372,1.0,30,6,weak_zero_gold,u2_family_108,test,2
0.0,estimable,0.39106145251396646,0,109,0.0,35,0.24305555555555555,1.0,35,6,weak_zero_gold,u2_family_109,test,1
0.0,estimable,0.39106145251396646,0,109,0.0,35,0.24305555555555555,1.0,35,6,weak_zero_gold,u2_family_109,test,2
0.0,estimable,0.4855491329479769,0,89,0.0,42,0.32061068702290074,1.0,42,6,weak_zero_gold,u2_family_110,test,1
0.0,estimable,0.4855491329479769,0,89,0.0,42,0.32061068702290074,1.0,42,6,weak_zero_gold,u2_family_110,test,2
0.0,estimable,0.38961038961038963,0,94,0.0,30,0.24193548387096775,1.0,30,6,weak_zero_gold,u2_family_111,test,1
0.0,estimable,0.38961038961038963,0,94,0.0,30,0.24193548387096775,1.0,30,6,weak_zero_gold,u2_family_111,test,2
0.0,estimable,0.6666666666666666,0,18,0.0,18,0.5,1.0,18,6,weak_zero_gold,u2_family_112,test,1
0.0,estimable,0.6666666666666666,0,18,0.0,18,0.5,1.0,18,6,weak_zero_gold,u2_family_112,test,2
1.0,estimable,0.39999999999999997,2,97,0.030303030303030304,33,0.25384615384615383,0.9428571428571428,33,6,weak_zero_gold,u2_family_113,test,1
5.0,estimable,0.42424242424242425,0,95,0.14285714285714285,35,0.2692307692307692,1.0,35,6,weak_zero_gold,u2_family_113,test,2
0.0,estimable,0.294478527607362,0,115,0.0,24,0.17266187050359713,1.0,24,6,weak_zero_gold,u2_family_114,test,1
0.0,estimable,0.294478527607362,0,115,0.0,24,0.17266187050359713,1.0,24,6,weak_zero_gold,u2_family_114,test,2
3.0,estimable,0.3131313131313131,0,136,0.0967741935483871,31,0.18562874251497005,1.0,31,6,weak_zero_gold,u2_family_115,test,1
3.0,estimable,0.3131313131313131,0,136,0.0967741935483871,31,0.18562874251497005,1.0,31,6,weak_zero_gold,u2_family_115,test,2
0.0,estimable,0.43076923076923085,0,111,0.0,42,0.27450980392156865,1.0,42,6,weak_zero_gold,u2_family_116,test,1
0.0,estimable,0.43076923076923085,0,111,0.0,42,0.27450980392156865,1.0,42,6,weak_zero_gold,u2_family_116,test,2
0.0,estimable,0.3,0,112,0.0,24,0.17647058823529413,1.0,24,6,weak_zero_gold,u2_family_117,test,1
0.0,estimable,0.3,0,112,0.0,24,0.17647058823529413,1.0,24,6,weak_zero_gold,u2_family_117,test,2
0.0,estimable,0.5806451612903226,0,26,0.0,18,0.4090909090909091,1.0,18,6,weak_zero_gold,u2_family_118,test,1
0.0,estimable,0.5806451612903226,0,26,0.0,18,0.4090909090909091,1.0,18,6,weak_zero_gold,u2_family_118,test,2
1.0,estimable,0.2774566473988439,4,121,0.041666666666666664,24,0.16551724137931034,0.8571428571428571,24,6,weak_zero_gold,u2_family_119,test,1
13.0,estimable,0.31213872832369943,1,118,0.48148148148148145,27,0.18620689655172415,0.9642857142857143,27,6,weak_zero_gold,u2_family_119,test,2
0.0,estimable,0.4,0,90,0.0,30,0.25,1.0,30,6,weak_plus_small_gold_calibration,u2_family_084,val,1
0.0,estimable,0.4,0,90,0.0,30,0.25,1.0,30,6,weak_plus_small_gold_calibration,u2_family_084,val,2
1.0,estimable,0.43636363636363634,0,93,0.027777777777777776,36,0.27906976744186046,1.0,36,6,weak_plus_small_gold_calibration,u2_family_085,val,1
1.0,estimable,0.43636363636363634,0,93,0.027777777777777776,36,0.27906976744186046,1.0,36,6,weak_plus_small_gold_calibration,u2_family_085,val,2
1.0,estimable,0.5274725274725275,0,86,0.020833333333333332,48,0.3582089552238806,1.0,48,6,weak_plus_small_gold_calibration,u2_family_086,val,1
1.0,estimable,0.5274725274725275,0,86,0.020833333333333332,48,0.3582089552238806,1.0,48,6,weak_plus_small_gold_calibration,u2_family_086,val,2
0.0,estimable,0.4347826086956522,0,78,0.0,30,0.2777777777777778,1.0,30,6,weak_plus_small_gold_calibration,u2_family_087,val,1
0.0,estimable,0.4347826086956522,0,78,0.0,30,0.2777777777777778,1.0,30,6,weak_plus_small_gold_calibration,u2_family_087,val,2
0.0,estimable,0.6545454545454547,0,19,0.0,18,0.4864864864864865,1.0,18,6,weak_plus_small_gold_calibration,u2_family_088,val,1
0.0,estimable,0.6545454545454547,0,19,0.0,18,0.4864864864864865,1.0,18,6,weak_plus_small_gold_calibration,u2_family_088,val,2
7.0,estimable,0.45000000000000007,0,88,0.19444444444444445,36,0.2903225806451613,1.0,36,6,weak_plus_small_gold_calibration,u2_family_089,val,1
7.0,estimable,0.45000000000000007,0,88,0.19444444444444445,36,0.2903225806451613,1.0,36,6,weak_plus_small_gold_calibration,u2_family_089,val,2
1.0,estimable,0.29629629629629634,0,114,0.041666666666666664,24,0.17391304347826086,1.0,24,6,weak_plus_small_gold_calibration,u2_family_090,val,1
1.0,estimable,0.29629629629629634,0,114,0.041666666666666664,24,0.17391304347826086,1.0,24,6,weak_plus_small_gold_calibration,u2_family_090,val,2
0.0,estimable,0.3409090909090909,0,116,0.0,30,0.2054794520547945,1.0,30,6,weak_plus_small_gold_calibration,u2_family_091,val,1
0.0,estimable,0.3409090909090909,0,116,0.0,30,0.2054794520547945,1.0,30,6,weak_plus_small_gold_calibration,u2_family_091,val,2
1.0,estimable,0.43750000000000006,0,108,0.023809523809523808,42,0.28,1.0,42,6,weak_plus_small_gold_calibration,u2_family_092,val,1
1.0,estimable,0.43750000000000006,0,108,0.023809523809523808,42,0.28,1.0,42,6,weak_plus_small_gold_calibration,u2_family_092,val,2
2.0,estimable,0.3018867924528302,0,111,0.08333333333333333,24,0.17777777777777778,1.0,24,6,weak_plus_small_gold_calibration,u2_family_093,val,1
2.0,estimable,0.3018867924528302,0,111,0.08333333333333333,24,0.17777777777777778,1.0,24,6,weak_plus_small_gold_calibration,u2_family_093,val,2
0.0,estimable,0.5625,0,28,0.0,18,0.391304347826087,1.0,18,6,weak_plus_small_gold_calibration,u2_family_094,val,1
0.0,estimable,0.5625,0,28,0.0,18,0.391304347826087,1.0,18,6,weak_plus_small_gold_calibration,u2_family_094,val,2
1.0,estimable,0.2958579881656805,3,116,0.04,25,0.1773049645390071,0.8928571428571429,25,6,weak_plus_small_gold_calibration,u2_family_095,val,1
1.0,estimable,0.2958579881656805,3,116,0.04,25,0.1773049645390071,0.8928571428571429,25,6,weak_plus_small_gold_calibration,u2_family_095,val,2
1.0,estimable,0.4081632653061224,0,87,0.03333333333333333,30,0.2564102564102564,1.0,30,6,weak_plus_small_gold_calibration,u2_family_096,val,1
1.0,estimable,0.4081632653061224,0,87,0.03333333333333333,30,0.2564102564102564,1.0,30,6,weak_plus_small_gold_calibration,u2_family_096,val,2
0.0,estimable,0.3789473684210526,0,118,0.0,36,0.23376623376623376,1.0,36,6,weak_plus_small_gold_calibration,u2_family_097,val,1
0.0,estimable,0.3789473684210526,0,118,0.0,36,0.23376623376623376,1.0,36,6,weak_plus_small_gold_calibration,u2_family_097,val,2
2.0,estimable,0.5217391304347826,0,88,0.041666666666666664,48,0.35294117647058826,1.0,48,6,weak_plus_small_gold_calibration,u2_family_098,val,1
2.0,estimable,0.5217391304347826,0,88,0.041666666666666664,48,0.35294117647058826,1.0,48,6,weak_plus_small_gold_calibration,u2_family_098,val,2
1.0,estimable,0.38961038961038963,0,94,0.03333333333333333,30,0.24193548387096775,1.0,30,6,weak_plus_small_gold_calibration,u2_family_099,val,1
1.0,estimable,0.38961038961038963,0,94,0.03333333333333333,30,0.24193548387096775,1.0,30,6,weak_plus_small_gold_calibration,u2_family_099,val,2
0.0,estimable,0.6666666666666666,0,18,0.0,18,0.5,1.0,18,6,weak_plus_small_gold_calibration,u2_family_100,val,1
0.0,estimable,0.6666666666666666,0,18,0.0,18,0.5,1.0,18,6,weak_plus_small_gold_calibration,u2_family_100,val,2
7.0,estimable,0.4203821656050955,0,91,0.21212121212121213,33,0.2661290322580645,1.0,33,6,weak_plus_small_gold_calibration,u2_family_101,val,1
7.0,estimable,0.4203821656050955,0,91,0.21212121212121213,33,0.2661290322580645,1.0,33,6,weak_plus_small_gold_calibration,u2_family_101,val,2
1.0,estimable,0.2981366459627329,0,113,0.041666666666666664,24,0.17518248175182483,1.0,24,6,weak_plus_small_gold_calibration,u2_family_102,test,1
1.0,estimable,0.2981366459627329,0,113,0.041666666666666664,24,0.17518248175182483,1.0,24,6,weak_plus_small_gold_calibration,u2_family_102,test,2
0.0,estimable,0.39560439560439553,0,110,0.0,36,0.2465753424657534,1.0,36,6,weak_plus_small_gold_calibration,u2_family_103,test,1
0.0,estimable,0.39560439560439553,0,110,0.0,36,0.2465753424657534,1.0,36,6,weak_plus_small_gold_calibration,u2_family_103,test,2
1.0,estimable,0.42857142857142855,0,112,0.023809523809523808,42,0.2727272727272727,1.0,42,6,weak_plus_small_gold_calibration,u2_family_104,test,1
1.0,estimable,0.42857142857142855,0,112,0.023809523809523808,42,0.2727272727272727,1.0,42,6,weak_plus_small_gold_calibration,u2_family_104,test,2
1.0,estimable,0.2891566265060241,0,118,0.041666666666666664,24,0.16901408450704225,1.0,24,6,weak_plus_small_gold_calibration,u2_family_105,test,1
1.0,estimable,0.2891566265060241,0,118,0.041666666666666664,24,0.16901408450704225,1.0,24,6,weak_plus_small_gold_calibration,u2_family_105,test,2
0.0,estimable,0.6,0,24,0.0,18,0.42857142857142855,1.0,18,6,weak_plus_small_gold_calibration,u2_family_106,test,1
0.0,estimable,0.6,0,24,0.0,18,0.42857142857142855,1.0,18,6,weak_plus_small_gold_calibration,u2_family_106,test,2
1.0,estimable,0.2774566473988439,6,119,0.041666666666666664,24,0.16783216783216784,0.8,24,6,weak_plus_small_gold_calibration,u2_family_107,test,1
1.0,estimable,0.2774566473988439,6,119,0.041666666666666664,24,0.16783216783216784,0.8,24,6,weak_plus_small_gold_calibration,u2_family_107,test,2
0.0,estimable,0.37735849056603776,0,99,0.0,30,0.23255813953488372,1.0,30,6,weak_plus_small_gold_calibration,u2_family_108,test,1
0.0,estimable,0.37735849056603776,0,99,0.0,30,0.23255813953488372,1.0,30,6,weak_plus_small_gold_calibration,u2_family_108,test,2
0.0,estimable,0.39106145251396646,0,109,0.0,35,0.24305555555555555,1.0,35,6,weak_plus_small_gold_calibration,u2_family_109,test,1
0.0,estimable,0.39106145251396646,0,109,0.0,35,0.24305555555555555,1.0,35,6,weak_plus_small_gold_calibration,u2_family_109,test,2
0.0,estimable,0.4855491329479769,0,89,0.0,42,0.32061068702290074,1.0,42,6,weak_plus_small_gold_calibration,u2_family_110,test,1
0.0,estimable,0.4855491329479769,0,89,0.0,42,0.32061068702290074,1.0,42,6,weak_plus_small_gold_calibration,u2_family_110,test,2
0.0,estimable,0.38961038961038963,0,94,0.0,30,0.24193548387096775,1.0,30,6,weak_plus_small_gold_calibration,u2_family_111,test,1
0.0,estimable,0.38961038961038963,0,94,0.0,30,0.24193548387096775,1.0,30,6,weak_plus_small_gold_calibration,u2_family_111,test,2
0.0,estimable,0.6666666666666666,0,18,0.0,18,0.5,1.0,18,6,weak_plus_small_gold_calibration,u2_family_112,test,1
0.0,estimable,0.6666666666666666,0,18,0.0,18,0.5,1.0,18,6,weak_plus_small_gold_calibration,u2_family_112,test,2
1.0,estimable,0.39999999999999997,2,97,0.030303030303030304,33,0.25384615384615383,0.9428571428571428,33,6,weak_plus_small_gold_calibration,u2_family_113,test,1
5.0,estimable,0.42424242424242425,0,95,0.14285714285714285,35,0.2692307692307692,1.0,35,6,weak_plus_small_gold_calibration,u2_family_113,test,2
0.0,estimable,0.294478527607362,0,115,0.0,24,0.17266187050359713,1.0,24,6,weak_plus_small_gold_calibration,u2_family_114,test,1
0.0,estimable,0.294478527607362,0,115,0.0,24,0.17266187050359713,1.0,24,6,weak_plus_small_gold_calibration,u2_family_114,test,2
3.0,estimable,0.3131313131313131,0,136,0.0967741935483871,31,0.18562874251497005,1.0,31,6,weak_plus_small_gold_calibration,u2_family_115,test,1
3.0,estimable,0.3131313131313131,0,136,0.0967741935483871,31,0.18562874251497005,1.0,31,6,weak_plus_small_gold_calibration,u2_family_115,test,2
0.0,estimable,0.43076923076923085,0,111,0.0,42,0.27450980392156865,1.0,42,6,weak_plus_small_gold_calibration,u2_family_116,test,1
0.0,estimable,0.43076923076923085,0,111,0.0,42,0.27450980392156865,1.0,42,6,weak_plus_small_gold_calibration,u2_family_116,test,2
0.0,estimable,0.3,0,112,0.0,24,0.17647058823529413,1.0,24,6,weak_plus_small_gold_calibration,u2_family_117,test,1
0.0,estimable,0.3,0,112,0.0,24,0.17647058823529413,1.0,24,6,weak_plus_small_gold_calibration,u2_family_117,test,2
0.0,estimable,0.5806451612903226,0,26,0.0,18,0.4090909090909091,1.0,18,6,weak_plus_small_gold_calibration,u2_family_118,test,1
0.0,estimable,0.5806451612903226,0,26,0.0,18,0.4090909090909091,1.0,18,6,weak_plus_small_gold_calibration,u2_family_118,test,2
1.0,estimable,0.2774566473988439,4,121,0.041666666666666664,24,0.16551724137931034,0.8571428571428571,24,6,weak_plus_small_gold_calibration,u2_family_119,test,1
13.0,estimable,0.31213872832369943,1,118,0.48148148148148145,27,0.18620689655172415,0.9642857142857143,27,6,weak_plus_small_gold_calibration,u2_family_119,test,2
8.0,estimable,0.5633802816901409,10,21,0.4,20,0.4878048780487805,0.6666666666666666,20,6,sensor_hysteresis_01,u2_family_084,val,1
10.0,estimable,0.5915492957746479,9,20,0.47619047619047616,21,0.5121951219512195,0.7,21,6,sensor_hysteresis_01,u2_family_084,val,2
6.0,estimable,0.5128205128205129,16,22,0.3,20,0.47619047619047616,0.5555555555555556,20,6,sensor_hysteresis_01,u2_family_085,val,1
8.0,estimable,0.5384615384615384,15,21,0.38095238095238093,21,0.5,0.5833333333333334,21,6,sensor_hysteresis_01,u2_family_085,val,2
7.0,estimable,0.5319148936170214,23,21,0.28,25,0.5434782608695652,0.5208333333333334,25,6,sensor_hysteresis_01,u2_family_086,val,1
11.0,estimable,0.5744680851063831,21,19,0.4074074074074074,27,0.5869565217391305,0.5625,27,6,sensor_hysteresis_01,u2_family_086,val,2
5.0,estimable,0.5671641791044775,11,18,0.2631578947368421,19,0.5135135135135135,0.6333333333333333,19,6,sensor_hysteresis_01,u2_family_087,val,1
11.0,estimable,0.6567164179104478,8,15,0.5,22,0.5945945945945946,0.7333333333333333,22,6,sensor_hysteresis_01,u2_family_087,val,2
5.0,estimable,0.7333333333333334,7,1,0.45454545454545453,11,0.9166666666666666,0.6111111111111112,11,6,sensor_hysteresis_01,u2_family_088,val,1
7.0,estimable,0.8,6,0,0.5833333333333334,12,1.0,0.6666666666666666,12,6,sensor_hysteresis_01,u2_family_088,val,2
7.0,estimable,0.38961038961038963,21,26,0.4666666666666667,15,0.36585365853658536,0.4166666666666667,15,6,sensor_hysteresis_01,u2_family_089,val,1
25.0,estimable,0.6233766233766234,12,17,1.0416666666666667,24,0.5853658536585366,0.6666666666666666,24,6,sensor_hysteresis_01,u2_family_089,val,2
5.0,estimable,0.4225352112676056,9,32,0.3333333333333333,15,0.3191489361702128,0.625,15,6,sensor_hysteresis_01,u2_family_090,val,1
9.0,estimable,0.4788732394366197,7,30,0.5294117647058824,17,0.3617021276595745,0.7083333333333334,17,6,sensor_hysteresis_01,u2_family_090,val,2
5.0,estimable,0.40506329113924044,14,33,0.3125,16,0.32653061224489793,0.5333333333333333,16,6,sensor_hysteresis_01,u2_family_091,val,1
15.0,estimable,0.5316455696202531,9,28,0.7142857142857143,21,0.42857142857142855,0.7,21,6,sensor_hysteresis_01,u2_family_091,val,2
1.0,estimable,0.41758241758241765,23,30,0.05263157894736842,19,0.3877551020408163,0.4523809523809524,19,6,sensor_hysteresis_01,u2_family_092,val,1
13.0,estimable,0.5494505494505494,17,24,0.52,25,0.5102040816326531,0.5952380952380952,25,6,sensor_hysteresis_01,u2_family_092,val,2
2.0,estimable,0.4057971014492754,10,31,0.14285714285714285,14,0.3111111111111111,0.5833333333333334,14,6,sensor_hysteresis_01,u2_family_093,val,1
2.0,estimable,0.4057971014492754,10,31,0.14285714285714285,14,0.3111111111111111,0.5833333333333334,14,6,sensor_hysteresis_01,u2_family_093,val,2
0.0,estimable,0.5882352941176471,8,6,0.0,10,0.625,0.5555555555555556,10,6,sensor_hysteresis_01,u2_family_094,val,1
4.0,estimable,0.7058823529411765,6,4,0.3333333333333333,12,0.75,0.6666666666666666,12,6,sensor_hysteresis_01,u2_family_094,val,2
5.0,estimable,0.3733333333333333,14,33,0.35714285714285715,14,0.2978723404255319,0.5,14,6,sensor_hysteresis_01,u2_family_095,val,1
11.0,estimable,0.4533333333333333,11,30,0.6470588235294118,17,0.3617021276595745,0.6071428571428571,17,6,sensor_hysteresis_01,u2_family_095,val,2
5.0,estimable,0.5714285714285715,10,20,0.25,20,0.5,0.6666666666666666,20,6,sensor_hysteresis_01,u2_family_096,val,1
7.0,estimable,0.6,9,19,0.3333333333333333,21,0.525,0.7,21,6,sensor_hysteresis_01,u2_family_096,val,2
7.0,estimable,0.48192771084337355,16,27,0.35,20,0.425531914893617,0.5555555555555556,20,6,sensor_hysteresis_01,u2_family_097,val,1
11.0,estimable,0.5301204819277109,14,25,0.5,22,0.46808510638297873,0.6111111111111112,22,6,sensor_hysteresis_01,u2_family_097,val,2
5.0,estimable,0.4731182795698925,26,23,0.22727272727272727,22,0.4888888888888889,0.4583333333333333,22,6,sensor_hysteresis_01,u2_family_098,val,1
13.0,estimable,0.5591397849462364,22,19,0.5,26,0.5777777777777777,0.5416666666666666,26,6,sensor_hysteresis_01,u2_family_098,val,2
6.0,estimable,0.5205479452054794,11,24,0.3157894736842105,19,0.4418604651162791,0.6333333333333333,19,6,sensor_hysteresis_01,u2_family_099,val,1
12.0,estimable,0.6027397260273971,8,21,0.5454545454545454,22,0.5116279069767442,0.7333333333333333,22,6,sensor_hysteresis_01,u2_family_099,val,2
4.0,estimable,0.7333333333333334,7,1,0.36363636363636365,11,0.9166666666666666,0.6111111111111112,11,6,sensor_hysteresis_01,u2_family_100,val,1
6.0,estimable,0.8,6,0,0.5,12,1.0,0.6666666666666666,12,6,sensor_hysteresis_01,u2_family_100,val,2
7.0,estimable,0.4722222222222222,16,22,0.4117647058823529,17,0.4358974358974359,0.5151515151515151,17,6,sensor_hysteresis_01,u2_family_101,val,1
17.0,estimable,0.611111111111111,11,17,0.7727272727272727,22,0.5641025641025641,0.6666666666666666,22,6,sensor_hysteresis_01,u2_family_101,val,2
5.0,estimable,0.4507042253521127,8,31,0.3125,16,0.3404255319148936,0.6666666666666666,16,6,sensor_hysteresis_01,u2_family_102,test,1
7.0,estimable,0.4788732394366197,7,30,0.4117647058823529,17,0.3617021276595745,0.7083333333333334,17,6,sensor_hysteresis_01,u2_family_102,test,2
3.0,estimable,0.4047619047619048,19,31,0.17647058823529413,17,0.3541666666666667,0.4722222222222222,17,6,sensor_hysteresis_01,u2_family_103,test,1
15.0,estimable,0.5476190476190476,13,25,0.6521739130434783,23,0.4791666666666667,0.6388888888888888,23,6,sensor_hysteresis_01,u2_family_103,test,2
6.0,estimable,0.4631578947368421,20,31,0.2727272727272727,22,0.41509433962264153,0.5238095238095238,22,6,sensor_hysteresis_01,u2_family_104,test,1
10.0,estimable,0.5052631578947369,18,29,0.4166666666666667,24,0.4528301886792453,0.5714285714285714,24,6,sensor_hysteresis_01,u2_family_104,test,2
5.0,estimable,0.38888888888888895,10,34,0.35714285714285715,14,0.2916666666666667,0.5833333333333334,14,6,sensor_hysteresis_01,u2_family_105,test,1
11.0,estimable,0.47222222222222227,7,31,0.6470588235294118,17,0.3541666666666667,0.7083333333333334,17,6,sensor_hysteresis_01,u2_family_105,test,2
0.0,estimable,0.4,12,6,0.0,6,0.5,0.3333333333333333,6,6,sensor_hysteresis_01,u2_family_106,test,1
12.0,estimable,0.8,6,0,1.0,12,1.0,0.6666666666666666,12,6,sensor_hysteresis_01,u2_family_106,test,2
5.0,estimable,0.35897435897435903,16,34,0.35714285714285715,14,0.2916666666666667,0.4666666666666667,14,6,sensor_hysteresis_01,u2_family_107,test,1
11.0,estimable,0.4358974358974359,13,31,0.6470588235294118,17,0.3541666666666667,0.5666666666666667,17,6,sensor_hysteresis_01,u2_family_107,test,2
8.0,estimable,0.5333333333333333,10,25,0.4,20,0.4444444444444444,0.6666666666666666,20,6,sensor_hysteresis_01,u2_family_108,test,1
14.0,estimable,0.6133333333333334,7,22,0.6086956521739131,23,0.5111111111111111,0.7666666666666667,23,6,sensor_hysteresis_01,u2_family_108,test,2
9.0,estimable,0.48192771084337344,15,28,0.45,20,0.4166666666666667,0.5714285714285714,20,6,sensor_hysteresis_01,u2_family_109,test,1
20.0,estimable,0.6024096385542168,10,23,0.8,25,0.5208333333333334,0.7142857142857143,25,6,sensor_hysteresis_01,u2_family_109,test,2
11.0,estimable,0.5977011494252873,16,19,0.4230769230769231,26,0.5777777777777777,0.6190476190476191,26,6,sensor_hysteresis_01,u2_family_110,test,1
