method,split,event_id,event,precision,recall,f1,mae,tp,fp,fn
causal_weak_plus_oracle30,val,3,contact_off_failure,1.0,1.0,1.0,0.0,25,0,0
causal_weak_plus_oracle30,val,4,recovery_start,1.0,1.0,1.0,0.0,25,0,0
causal_weak_plus_oracle30,val,5,contact_reestablished,1.0,1.0,1.0,0.0,23,0,0
causal_weak_plus_oracle30,val,6,detour_start,0.03167420814479638,0.11864406779661017,0.049999999999999996,1.5714285714285714,7,214,52
causal_weak_plus_oracle30,val,7,goal_enter,1.0,1.0,1.0,0.0,88,0,0
causal_weak_plus_oracle30,val,8,stable_success,0.0,0.0,0.0,nan,0,0,88
causal_weak_plus_oracle30,val,9,terminal_failure,0.23684210526315788,0.9,0.375,0.0,18,58,2
causal_weak_plus_oracle30,val,10,stagnation_onset,0.0,0.0,0.0,nan,0,0,15
causal_weak_plus_oracle30,test,1,contact_on,0.9908256880733946,1.0,0.9953917050691244,0.0,108,1,0
causal_weak_plus_oracle30,test,2,transport_on,0.0,0.0,0.0,nan,0,0,108
causal_weak_plus_oracle30,test,3,contact_off_failure,1.0,1.0,1.0,0.0,27,0,0
causal_weak_plus_oracle30,test,4,recovery_start,1.0,1.0,1.0,0.0,27,0,0
causal_weak_plus_oracle30,test,5,contact_reestablished,1.0,0.9583333333333334,0.9787234042553191,0.0,23,0,1
causal_weak_plus_oracle30,test,6,detour_start,0.0045045045045045045,0.041666666666666664,0.008130081300813007,0.0,1,221,23
causal_weak_plus_oracle30,test,7,goal_enter,1.0,1.0,1.0,0.0,87,0,0
causal_weak_plus_oracle30,test,8,stable_success,0.0,0.0,0.0,nan,0,0,87
causal_weak_plus_oracle30,test,9,terminal_failure,0.4090909090909091,0.8571428571428571,0.5538461538461539,0.0,18,26,3
causal_weak_plus_oracle30,test,10,stagnation_onset,0.0,0.0,0.0,nan,0,0,18
causal_weak_plus_oracle30,val,1,contact_on,0.8181818181818182,1.0,0.9,0.0,108,24,0
causal_weak_plus_oracle30,val,2,transport_on,0.0,0.0,0.0,nan,0,0,108
causal_weak_plus_oracle30,val,3,contact_off_failure,1.0,1.0,1.0,0.0,25,0,0
causal_weak_plus_oracle30,val,4,recovery_start,0.9615384615384616,1.0,0.9803921568627451,0.0,25,1,0
causal_weak_plus_oracle30,val,5,contact_reestablished,1.0,0.08695652173913043,0.16,0.0,2,0,21
causal_weak_plus_oracle30,val,6,detour_start,0.031746031746031744,0.06779661016949153,0.043243243243243246,1.5,4,122,55
causal_weak_plus_oracle30,val,7,goal_enter,1.0,1.0,1.0,0.0,88,0,0
causal_weak_plus_oracle30,val,8,stable_success,0.0,0.0,0.0,nan,0,0,88
causal_weak_plus_oracle30,val,9,terminal_failure,0.23684210526315788,0.9,0.375,0.0,18,58,2
causal_weak_plus_oracle30,val,10,stagnation_onset,0.0,0.0,0.0,nan,0,0,15
causal_weak_plus_oracle30,test,1,contact_on,0.8120300751879699,1.0,0.896265560165975,0.0,108,25,0
causal_weak_plus_oracle30,test,2,transport_on,0.0,0.0,0.0,nan,0,0,108
causal_weak_plus_oracle30,test,3,contact_off_failure,1.0,1.0,1.0,0.0,27,0,0
causal_weak_plus_oracle30,test,4,recovery_start,0.9310344827586207,1.0,0.9642857142857143,0.0,27,2,0
causal_weak_plus_oracle30,test,5,contact_reestablished,1.0,0.16666666666666666,0.2857142857142857,0.0,4,0,20
causal_weak_plus_oracle30,test,6,detour_start,0.006369426751592357,0.041666666666666664,0.011049723756906079,0.0,1,156,23
causal_weak_plus_oracle30,test,7,goal_enter,1.0,1.0,1.0,0.0,87,0,0
causal_weak_plus_oracle30,test,8,stable_success,0.0,0.0,0.0,nan,0,0,87
causal_weak_plus_oracle30,test,9,terminal_failure,0.4090909090909091,0.8571428571428571,0.5538461538461539,0.0,18,26,3
causal_weak_plus_oracle30,test,10,stagnation_onset,0.0,0.0,0.0,nan,0,0,18
causal_weak_plus_oracle30,val,1,contact_on,0.9818181818181818,1.0,0.9908256880733944,0.0,108,2,0
causal_weak_plus_oracle30,val,2,transport_on,0.0,0.0,0.0,nan,0,0,108
causal_weak_plus_oracle30,val,3,contact_off_failure,1.0,1.0,1.0,0.0,25,0,0
causal_weak_plus_oracle30,val,4,recovery_start,1.0,1.0,1.0,0.0,25,0,0
causal_weak_plus_oracle30,val,5,contact_reestablished,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.0,21,2,2
causal_weak_plus_oracle30,val,6,detour_start,0.04285714285714286,0.1016949152542373,0.06030150753768844,1.6666666666666667,6,134,53
causal_weak_plus_oracle30,val,7,goal_enter,1.0,1.0,1.0,0.0,88,0,0
causal_weak_plus_oracle30,val,8,stable_success,0.0,0.0,0.0,nan,0,0,88
causal_weak_plus_oracle30,val,9,terminal_failure,0.23684210526315788,0.9,0.375,0.0,18,58,2
causal_weak_plus_oracle30,val,10,stagnation_onset,0.0,0.0,0.0,nan,0,0,15
causal_weak_plus_oracle30,test,1,contact_on,0.9230769230769231,1.0,0.9600000000000001,0.0,108,9,0
causal_weak_plus_oracle30,test,2,transport_on,0.0,0.0,0.0,nan,0,0,108
causal_weak_plus_oracle30,test,3,contact_off_failure,1.0,1.0,1.0,0.0,27,0,0
causal_weak_plus_oracle30,test,4,recovery_start,1.0,1.0,1.0,0.0,27,0,0
causal_weak_plus_oracle30,test,5,contact_reestablished,0.8333333333333334,0.625,0.7142857142857143,0.0,15,3,9
causal_weak_plus_oracle30,test,6,detour_start,0.0,0.0,0.0,nan,0,166,24
causal_weak_plus_oracle30,test,7,goal_enter,1.0,1.0,1.0,0.0,87,0,0
causal_weak_plus_oracle30,test,8,stable_success,0.0,0.0,0.0,nan,0,0,87
causal_weak_plus_oracle30,test,9,terminal_failure,0.3829787234042553,0.8571428571428571,0.5294117647058824,0.0,18,29,3
causal_weak_plus_oracle30,test,10,stagnation_onset,0.0,0.0,0.0,nan,0,0,18
offline_teacher_to_causal,val,1,contact_on,0.9818181818181818,1.0,0.9908256880733944,0.0,108,2,0
offline_teacher_to_causal,val,2,transport_on,0.0,0.0,0.0,nan,0,0,108
offline_teacher_to_causal,val,3,contact_off_failure,1.0,1.0,1.0,0.0,25,0,0
offline_teacher_to_causal,val,4,recovery_start,1.0,1.0,1.0,0.0,25,0,0
offline_teacher_to_causal,val,5,contact_reestablished,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.0,21,2,2
offline_teacher_to_causal,val,6,detour_start,0.028037383177570093,0.05084745762711865,0.03614457831325301,1.6666666666666667,3,104,56
offline_teacher_to_causal,val,7,goal_enter,1.0,1.0,1.0,0.0,88,0,0
offline_teacher_to_causal,val,8,stable_success,0.0,0.0,0.0,nan,0,0,88
offline_teacher_to_causal,val,9,terminal_failure,0.23684210526315788,0.9,0.375,0.0,18,58,2
offline_teacher_to_causal,val,10,stagnation_onset,0.0,0.0,0.0,nan,0,0,15
offline_teacher_to_causal,test,1,contact_on,0.9310344827586207,1.0,0.9642857142857143,0.0,108,8,0
offline_teacher_to_causal,test,2,transport_on,0.0,0.0,0.0,nan,0,0,108
offline_teacher_to_causal,test,3,contact_off_failure,1.0,1.0,1.0,0.0,27,0,0
offline_teacher_to_causal,test,4,recovery_start,1.0,1.0,1.0,0.0,27,0,0
offline_teacher_to_causal,test,5,contact_reestablished,0.8421052631578947,0.6666666666666666,0.744186046511628,0.0,16,3,8
offline_teacher_to_causal,test,6,detour_start,0.008928571428571428,0.041666666666666664,0.014705882352941176,0.0,1,111,23
offline_teacher_to_causal,test,7,goal_enter,1.0,1.0,1.0,0.0,87,0,0
offline_teacher_to_causal,test,8,stable_success,0.0,0.0,0.0,nan,0,0,87
offline_teacher_to_causal,test,9,terminal_failure,0.4090909090909091,0.8571428571428571,0.5538461538461539,0.0,18,26,3
offline_teacher_to_causal,test,10,stagnation_onset,0.0,0.0,0.0,nan,0,0,18
offline_teacher_to_causal,val,1,contact_on,1.0,1.0,1.0,0.0,108,0,0
offline_teacher_to_causal,val,2,transport_on,0.0,0.0,0.0,nan,0,0,108
offline_teacher_to_causal,val,3,contact_off_failure,1.0,1.0,1.0,0.0,25,0,0
offline_teacher_to_causal,val,4,recovery_start,1.0,1.0,1.0,0.0,25,0,0
offline_teacher_to_causal,val,5,contact_reestablished,0.9583333333333334,1.0,0.9787234042553191,0.0,23,1,0
offline_teacher_to_causal,val,6,detour_start,0.05426356589147287,0.11864406779661017,0.07446808510638299,1.5714285714285714,7,122,52
offline_teacher_to_causal,val,7,goal_enter,1.0,1.0,1.0,0.0,88,0,0
offline_teacher_to_causal,val,8,stable_success,0.0,0.0,0.0,nan,0,0,88
offline_teacher_to_causal,val,9,terminal_failure,0.23376623376623376,0.9,0.37113402061855666,0.0,18,59,2
offline_teacher_to_causal,val,10,stagnation_onset,0.0,0.0,0.0,nan,0,0,15
offline_teacher_to_causal,test,1,contact_on,0.9310344827586207,1.0,0.9642857142857143,0.0,108,8,0
offline_teacher_to_causal,test,2,transport_on,0.0,0.0,0.0,nan,0,0,108
offline_teacher_to_causal,test,3,contact_off_failure,1.0,1.0,1.0,0.0,27,0,0
offline_teacher_to_causal,test,4,recovery_start,1.0,1.0,1.0,0.0,27,0,0
offline_teacher_to_causal,test,5,contact_reestablished,0.8421052631578947,0.6666666666666666,0.744186046511628,0.0,16,3,8
offline_teacher_to_causal,test,6,detour_start,0.0136986301369863,0.08333333333333333,0.023529411764705882,1.0,2,144,22
offline_teacher_to_causal,test,7,goal_enter,1.0,1.0,1.0,0.0,87,0,0
offline_teacher_to_causal,test,8,stable_success,0.0,0.0,0.0,nan,0,0,87
offline_teacher_to_causal,test,9,terminal_failure,0.4090909090909091,0.8571428571428571,0.5538461538461539,0.0,18,26,3
offline_teacher_to_causal,test,10,stagnation_onset,0.0,0.0,0.0,nan,0,0,18
offline_teacher_to_causal,val,1,contact_on,1.0,1.0,1.0,0.0,108,0,0
offline_teacher_to_causal,val,2,transport_on,0.0,0.0,0.0,nan,0,0,108
offline_teacher_to_causal,val,3,contact_off_failure,1.0,1.0,1.0,0.0,25,0,0
offline_teacher_to_causal,val,4,recovery_start,1.0,1.0,1.0,0.0,25,0,0
offline_teacher_to_causal,val,5,contact_reestablished,1.0,1.0,1.0,0.0,23,0,0
offline_teacher_to_causal,val,6,detour_start,0.030042918454935622,0.11864406779661017,0.04794520547945205,1.5714285714285714,7,226,52
offline_teacher_to_causal,val,7,goal_enter,1.0,1.0,1.0,0.0,88,0,0
offline_teacher_to_causal,val,8,stable_success,0.0,0.0,0.0,nan,0,0,88
offline_teacher_to_causal,val,9,terminal_failure,0.23376623376623376,0.9,0.37113402061855666,0.0,18,59,2
offline_teacher_to_causal,val,10,stagnation_onset,0.0,0.0,0.0,nan,0,0,15
offline_teacher_to_causal,test,1,contact_on,0.972972972972973,1.0,0.9863013698630138,0.0,108,3,0
offline_teacher_to_causal,test,2,transport_on,0.0,0.0,0.0,nan,0,0,108
offline_teacher_to_causal,test,3,contact_off_failure,1.0,1.0,1.0,0.0,27,0,0
offline_teacher_to_causal,test,4,recovery_start,1.0,1.0,1.0,0.0,27,0,0
offline_teacher_to_causal,test,5,contact_reestablished,1.0,0.875,0.9333333333333333,0.0,21,0,3
offline_teacher_to_causal,test,6,detour_start,0.007575757575757576,0.08333333333333333,0.013888888888888888,1.0,2,262,22
offline_teacher_to_causal,test,7,goal_enter,1.0,1.0,1.0,0.0,87,0,0
offline_teacher_to_causal,test,8,stable_success,0.0,0.0,0.0,nan,0,0,87
offline_teacher_to_causal,test,9,terminal_failure,0.4090909090909091,0.8571428571428571,0.5538461538461539,0.0,18,26,3
offline_teacher_to_causal,test,10,stagnation_onset,0.0,0.0,0.0,nan,0,0,18
