job_id	step	requested_step	actual_num_timesteps	zip_sha256	policy_state_dict_sha256	external_path
A_s317_GEOM	32768	32768	32768	4d2d2e1c8549a11f0662a50e7f4264437af71e63259054628ab38fe0ab592f7d	5373381ab01456c98686a92c53687027e45dd527a56210ccb9d1d378202e377d	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_GEOM/checkpoints/policy_32768.zip
A_s317_GEOM	65536	65536	65536	5ab8d201a17bd3a74c5b54d1a469745d4ff6ff4fde8248b510afa2085f46a071	3ea08f497b836e29197ac297d57d9ecdc4566c3b285e7a9ebbf26bbcd3d02e3b	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_GEOM/checkpoints/policy_65536.zip
A_s317_GEOM	131072	131072	131072	af849bb685d0ec118976e2e17e20cd40a2ebc9b22076e3c5e1ecb9185bc68dfb	65ccc213d620c93947db1b19723976c3fd0319f9ebe97d9f535772c80fc47bbb	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_GEOM/checkpoints/policy_131072.zip
A_s317_GEOM	262144	262144	262144	ba27abe61c3f39f7d94f97d49212cd567e8330042c5dc6b929bf334bf8718e35	96fab50ed28980669f8b391b5c72d00cfc125345fc5549ea5da2676c7a8c2334	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_GEOM/checkpoints/policy_262144.zip
A_s317_GEOM	524288	524288	524288	a982d82f05f857d8070f14b28a173485cf242d432841e61ed1ea7dc63f826e52	ce5f1b9d2b9a137d45530f860e9c591ab3c77a5560660243a83ca26f739fda19	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_GEOM/checkpoints/policy_524288.zip
A_s317_GRAPH1	0	0	0	2108eda003377b302e82118c25461be1a371234289502f142da79715af2e79c7	9c20daed49aaa677e0c756139fdadf0083608f322b04b32560915bee13d2b9c7	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_GRAPH1/checkpoints/policy_0.zip
A_s317_GRAPH1	32768	32768	32768	aa8af8fa5a03135fb1fd30dfae463df1d54a9e3e093ff3800cb7af7a6769d7b6	646fcd5a87b230fe26f631f88b1f07ff9016913e2388b52aa28d275f94ca3cc5	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_GRAPH1/checkpoints/policy_32768.zip
A_s317_GRAPH1	65536	65536	65536	a833d938e00c9bb83693ad56d57ea69a6e14455d632a9057f7e47caa7d1b8557	46af11eb6b85c7f22740f6c742bc819d54726dee056f5a5f94ce552fc4f5b1b8	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_GRAPH1/checkpoints/policy_65536.zip
A_s317_GRAPH1	131072	131072	131072	1b70ee06447c6e2a09e57c4f1c159af3c43d14f03de9a8e0c41daec8e36f461b	251890783ef95851304459e39cac52c329f92f77113bd3de0e6d6ea864d69ddc	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_GRAPH1/checkpoints/policy_131072.zip
A_s317_GRAPH1	262144	262144	262144	77854aa127543f962a45e861fc1914eac671f55cfa7544741313ebeb191a5182	e105e63923eab7068e4cb3b443cfd096af1a6ca74f57ed0df8bc431890d45d04	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_GRAPH1/checkpoints/policy_262144.zip
A_s317_GRAPH1	524288	524288	524288	bf62ef851f21bf7a90e4b529abe4ca39b79028fc32a3a6c4dd7eb62fad73a497	c0c7c03eff56fb4f84764f05e50e9a3771421431434885e12259077ad575b175	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_GRAPH1/checkpoints/policy_524288.zip
A_s317_RW2	0	0	0	04363ef4188efae960cc4c9c5ca59cad5eda43f40184e78b7bc4b7a3b12945ed	9c20daed49aaa677e0c756139fdadf0083608f322b04b32560915bee13d2b9c7	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_RW2/checkpoints/policy_0.zip
A_s317_RW2	32768	32768	32768	48f4ffd71df435d9676aa9fe0b6a4449369fdd511e9e0dfb9d926770a0b11671	e34995d4fffd832c7a1267ecde3ddf6372c86bd8ec4d72ab941d03065fe4006d	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_RW2/checkpoints/policy_32768.zip
A_s317_RW2	65536	65536	65536	61d88be0fc6e188f20123ea857227a3a8eeb803446b18bb60283e81afbbd0862	51960bff7778bcc5d81693ccb1b13ec99c106a7a700edfade19504f8c6e1a51b	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_RW2/checkpoints/policy_65536.zip
A_s317_RW2	131072	131072	131072	fc2fb4471a84c19c7dbb436d54a861fa42fbe83991db87e4c6926ab3608600eb	b5a132c9a86ec11f877cbd0fb6a9e384c39af1867dd239868179fcddf959566b	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_RW2/checkpoints/policy_131072.zip
A_s317_RW2	262144	262144	262144	98ca51ea7360686b0cf3e40e1f7d25ea24e6f1afbaebf641a7856556af88c946	93a963790ae3a96d18e0507f43a23dbe049277ae4bd4ef9cbc4fe7e5e519c6f2	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_RW2/checkpoints/policy_262144.zip
A_s317_RW2	524288	524288	524288	3d1d30f38b0ad82fbe77adb3451393be3d73cebd9a0d721ee67f42ca2b9aa0d2	e713cba272a0867b69a4a7003077e58208ec4c2a11960d79f75c5c335df5a2f0	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_RW2/checkpoints/policy_524288.zip
A_s317_TASK	0	0	0	9aa9325a13dc50261be47aad7cbcac59d8b86ea9740f06c5ea430a5a2e6deba9	9c20daed49aaa677e0c756139fdadf0083608f322b04b32560915bee13d2b9c7	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_TASK/checkpoints/policy_0.zip
A_s317_TASK	32768	32768	32768	1307cd4fa101f9efbc3b078ef0b65256f2c029db6abc8e6bcfde5a067b505fcb	34e4a26d001227b3b4480d46c8e2a916fad36ae8709e5f68d2379d4de864ba32	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_TASK/checkpoints/policy_32768.zip
A_s317_TASK	65536	65536	65536	0802ab7347f2a84f2c663b44b0de4dfe28b2c6233e23c4747769f4e9687d746a	1c62b420b4a9faaa720b2d8bc16f0a3a1cb2bbddbf0979ce26c328eb3031bde9	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_TASK/checkpoints/policy_65536.zip
A_s317_TASK	131072	131072	131072	15e8c268b842e9d401490ba0aa09be022b238d9b007a92b4c670ab238a9939cb	8159eb9a95327087767a7022f4b595206c3576c839f0921ff501e8aae9c6c648	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_TASK/checkpoints/policy_131072.zip
A_s317_TASK	262144	262144	262144	b41bd160b612bb969709302e43f37213ddb70e3359ad07c2d0d7a14c34580e07	940649cb203af6eed326cbebcd17a09c749a7fc09c4f4fada46efa8ee41def57	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_TASK/checkpoints/policy_262144.zip
A_s317_TASK	524288	524288	524288	bac9dcfbcc429db790289ab2470e097f9cdbde5f5977a506e0997a8e96ec6cad	2f079206a4ef047115de1d64a4cbc0d77cfd490b787affd274211dc5f79143d9	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s317_TASK/checkpoints/policy_524288.zip
A_s331_FLAT	0	0	0	c7c3058b61903d26557ba14e4ec8750f197fead0d2a47dd8be63ce8d8e1c5371	b7ff8c085c7dbde7c48e8d7a69a0971ab9e52f7a977fb6bf93c017b27a33a05a	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_FLAT/checkpoints/policy_0.zip
A_s331_FLAT	32768	32768	32768	bdfe65282ab05fbce300a34910a1af0917444d9eaf45667d140e177ef3b2483e	c1113bc0dbb2b17b711ae4893441a11e26c6ca83f09452c9d3cef92ea2a24ac9	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_FLAT/checkpoints/policy_32768.zip
A_s331_FLAT	65536	65536	65536	e39c39132e71f1cc331c4614a8fd048f09957ef0d5d4edf8fafb7d8aef76d380	c4d391b1bf27c8c02671abf5b12623ee8383eaec0d03bc68934eb5a0dce5a2d3	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_FLAT/checkpoints/policy_65536.zip
A_s331_FLAT	131072	131072	131072	8e8616b9af7e827c3213a1608310ba5527f2ed9b27257cc4be3ea2a26b2f6697	46569a1a03a3e538e7428ba5bfa75b310435864382efaf088356e485a81a98da	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_FLAT/checkpoints/policy_131072.zip
A_s331_FLAT	262144	262144	262144	3fdcd74e47510b6af3ff09d92572f129f13970c2803e64dceff4f13d74fba465	2282bd6fa6f7244aa1b19bb648a30c27fea9e5a675ddef1cb758f33b25f9e15e	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_FLAT/checkpoints/policy_262144.zip
A_s331_FLAT	524288	524288	524288	650e37653155337a1ec933d5596ccee57e58ab82ed43bd9032e01f507f734e3e	476ec78dc000079fa670e63345a57aea88105f3a9ef7c7a7cc8ecb8a369c7f24	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_FLAT/checkpoints/policy_524288.zip
A_s331_GEOM	0	0	0	f01c36c6f2442b772e6942c4b80a0f1c1750d65c740548141e665cbcc5c8dc6a	b7ff8c085c7dbde7c48e8d7a69a0971ab9e52f7a977fb6bf93c017b27a33a05a	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_GEOM/checkpoints/policy_0.zip
A_s331_GEOM	32768	32768	32768	fab76ce427beba42349117e5f5f5da60be2f36d3bcdafb9c6ea60bccb2235b5a	a3ea8e2f5850a0ebb07b5383995b1cac717cfa9a260d6d3ca9d522284189bf92	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_GEOM/checkpoints/policy_32768.zip
A_s331_GEOM	65536	65536	65536	c12e58f02b00bb8370eb0427b4768b831fc8c26bcb114d6480d83e1c6eb69324	2113b7309cd7773d8a1f2082770dc14fd95bdca43366ecc7fca555c4e076c07c	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_GEOM/checkpoints/policy_65536.zip
A_s331_GEOM	131072	131072	131072	c0d2d19024d64071c09adaa765a2f9042980ba6ee546dc5b84ca9829f7e722c8	2a988b40e684c3bf4be31bb300d2bac82b4db12bada9c67470ab7c2c646f2a72	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_GEOM/checkpoints/policy_131072.zip
A_s331_GEOM	262144	262144	262144	ebbcece7609c4a74f9b7a98181accc2d628d5c212f56d2fef80299dda69aceb9	df343dd0be6e6dbb5929d87a14b434eb9a3c92ff9e1532d04403c83f1124db89	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_GEOM/checkpoints/policy_262144.zip
A_s331_GEOM	524288	524288	524288	8d7ac800bd1e585fcf0b2c67e673fdc41c374303c3ed126a38c6f70998f2f7d0	2da08060892dc77cdd6c9ba70d1413107985596022963d0017b9d7052e43872f	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_GEOM/checkpoints/policy_524288.zip
A_s331_GRAPH1	0	0	0	b02d6c571d1e6503a4b783b82c9cd5c9db2a48e1c3e747416809facd775ad035	b7ff8c085c7dbde7c48e8d7a69a0971ab9e52f7a977fb6bf93c017b27a33a05a	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_GRAPH1/checkpoints/policy_0.zip
A_s331_GRAPH1	32768	32768	32768	7ce04c17ed30de22dd661d608a4392e981953503f97d63a1f2fe01e78ef945a0	3af754ff6dae2ac13dac90b611623f3a1ca17ceb497fb1a356b95cb9d63d042b	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_GRAPH1/checkpoints/policy_32768.zip
A_s331_GRAPH1	65536	65536	65536	6fdf16dbfd075d150b8c3cbbe3044ad8d7bc8741cdc91db983fe9049e8125373	124190bef26f92080e66c828c6a81a57e04156174ee76f267c84c553db23982d	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_GRAPH1/checkpoints/policy_65536.zip
A_s331_GRAPH1	131072	131072	131072	387748dde5e5ea23374dd8956fb17f295ca14266275ac852e1955bae7362bd88	ffbe63ee16de3473235be40ec0df3243db6f1499a27347ecc739bee1904b56a9	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_GRAPH1/checkpoints/policy_131072.zip
A_s331_GRAPH1	262144	262144	262144	25bafe503d66c93859f7bcfbd3e9143319aeba95402d19bcfacbc468eb3cde9f	ec9e1725c59aa419204bc66bf97ea8041e672ba6dcb4ebd3d7eeae0dd69413ff	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_GRAPH1/checkpoints/policy_262144.zip
A_s331_GRAPH1	524288	524288	524288	cbd77a579be66dc9bbd46d251ecc1518ae72efc9fa37b9c6bbba436c3a9d7607	327a8c7712822c883d082b7585c01e056baaf3e7c0869963e2c71161d62a6b3a	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_GRAPH1/checkpoints/policy_524288.zip
A_s331_RW2	0	0	0	58d921976077ac93b665b39a66f553e0aa8ab847f8345f8d2bb5ef77480609e7	b7ff8c085c7dbde7c48e8d7a69a0971ab9e52f7a977fb6bf93c017b27a33a05a	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_RW2/checkpoints/policy_0.zip
A_s331_RW2	32768	32768	32768	352b29ef55e78fc4427cb03a6f954cce711ce5187558f5b5d95e019ba2ac91f7	da57867bf79c70d2a34efa6cd5fb72c9b32929931a57a48463696aeb38bfd84e	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_RW2/checkpoints/policy_32768.zip
A_s331_RW2	65536	65536	65536	a73e1a02252e455240f0194b230c6a7006b2a8f151036f8fda2865200d4fbc6f	a0b18cac0251ed00fdf05d3102d57bc8f5810f252a4753af73f3186a37bcef62	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_RW2/checkpoints/policy_65536.zip
A_s331_RW2	131072	131072	131072	d1afec1d1f5e22d9b147b87cb5afed560a5ea7195db4cd1102fdebd8b6a3a8f3	6509ee80c29ca693eddb9ee8f4288049c969555fa1f16096ad14cd7591363197	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_RW2/checkpoints/policy_131072.zip
A_s331_RW2	262144	262144	262144	fa4b689627c03e0da98998a654161792b60b1d4dd4ac9447984b184f6a460ae5	6b266bbab1da6ab6a49e57ec3a48616d8336fc97026081e6a08424ad963c61fa	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_RW2/checkpoints/policy_262144.zip
A_s331_RW2	524288	524288	524288	da56e209a001236fc559d1fe1c75dc97840d35c3d2f01db0547914f86ab4a3e0	c5310102a425d0a6a178d9698d99087034635ac0ea67d1f1808628d1c42ec5a9	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_RW2/checkpoints/policy_524288.zip
A_s331_TASK	0	0	0	9248cfb30ff4b894e0c9d022360092d65ca7bb9a9e819fbaac7370b181d65c4c	b7ff8c085c7dbde7c48e8d7a69a0971ab9e52f7a977fb6bf93c017b27a33a05a	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_TASK/checkpoints/policy_0.zip
A_s331_TASK	32768	32768	32768	fbb5a188162f9354833d9d42c0ca96776627d7d7cee173b4a5957198f95a7f91	aa61b1f040c63663203c72370fd57f98dd0e70d7f2235a6b76a4ad7a2930e978	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_TASK/checkpoints/policy_32768.zip
A_s331_TASK	65536	65536	65536	9910202d1589fb94a8afbaf17ea07c07f676a1430136c41d180f925de356c7fa	e9d44803b2ff4f1bd3ca27034dfa11c91ed68a44b58a1fed30ad43bf56b2ab5b	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_TASK/checkpoints/policy_65536.zip
A_s331_TASK	131072	131072	131072	8edae41594f2cbd863fb5ffc8ac7bb75dfd5c6f96cd81943078be0a259cc7774	95553962949bae4c98c789e7c447fc9780dd2e2c91beac5c41f474ada9a5fa2a	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_TASK/checkpoints/policy_131072.zip
A_s331_TASK	262144	262144	262144	166ae53f2e6ba69280412cddf9d834d2e70ec1a0e50d1409be8b148348b34407	7c32ea88d735b24adb6f9b29cef501d6fe3567ba47ea41ebbb334ced499acb32	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_TASK/checkpoints/policy_262144.zip
A_s331_TASK	524288	524288	524288	e7e298f05bc85895f14719dea2bcf785ee796181ca082879b38540d05b72860e	b83817d9a7c647baf012425b521f7c5b93d623106f31f4b10c20de401e862a9c	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s331_TASK/checkpoints/policy_524288.zip
A_s347_FLAT	0	0	0	828a0c66995aa15f62d30de655ca2d6aea8ca023dc72b2ebe2b0fb716ad29065	4b81861b7e3fb34a9d6a4a632b80a48f63cbf5c2026f268afc486bce99758198	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_FLAT/checkpoints/policy_0.zip
A_s347_FLAT	32768	32768	32768	9c3a7eb62e595786a477bf00e9e3f62262b3ae1ee5990bf7447949a9ed595b82	7060348e6ce7ef4013721414ba6d32d6c486436025339092c458eddb2b78abca	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_FLAT/checkpoints/policy_32768.zip
A_s347_FLAT	65536	65536	65536	52f9317a4e60b31ec7d13f4283b325d847fb3e986fe5c5a42eb6bb9678b5633c	6c6c9acc57ca20787f4199aa412c247433dada8c6674c14381a917f0e371388a	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_FLAT/checkpoints/policy_65536.zip
A_s347_FLAT	131072	131072	131072	de597e60e44fa633812ac199dcb3a75263a9f83b660e72036db2a547290c2f94	b71cb223199d8a747ed4c3d08aaa247f3b1ea2c76f189ee9819a39cd2b0bdb12	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_FLAT/checkpoints/policy_131072.zip
A_s347_FLAT	262144	262144	262144	1654bacda11ae5dc0cc6a9dc97c012fe823d8cd71a837e57c2480070be99fbfd	810129c4f8e738a0d876499d00dc2f0753c42eb71a011ceba358d587c00e2f37	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_FLAT/checkpoints/policy_262144.zip
A_s347_FLAT	524288	524288	524288	82d86c811e699a1d5943d56e4812e353410aed97799e2d5ad08dedc89700609f	393673af07f94da891b3207410abfe8ab9a878f59bc9db92adc040ef3f455d21	/home/__compress_data/xushijie/graph_pathgraph_p2c_rl_data/run_v1/campaign_v1_attempt_03/training/A_s347_FLAT/checkpoints/policy_524288.zip
