sampling,budget,repeat,spearman_to_full100,bottom_jaccard_to_full100,bottom_overlap,bottom_mistakes
random,5,87,0.10455436345386974,0.13432835820895522,9,29
random,5,88,0.006624189566774273,0.1875,12,26
random,5,89,0.05937186338605106,0.16923076923076924,11,27
random,5,90,-0.019080785611588855,0.15151515151515152,10,28
random,5,91,0.08499376068144211,0.15151515151515152,10,28
random,5,92,0.2434012424382172,0.2459016393442623,15,23
random,5,93,0.19255757805930065,0.16923076923076924,11,27
random,5,94,0.15379072511732633,0.22580645161290322,14,24
random,5,95,0.2729973143802729,0.288135593220339,17,21
random,5,96,0.168520942408377,0.1875,12,26
random,5,97,0.2944568401920626,0.1875,12,26
random,5,98,0.42686094457857476,0.2459016393442623,15,23
random,5,99,0.23357431570951906,0.22580645161290322,14,24
random,5,100,0.129964327374332,0.22580645161290322,14,24
random,5,101,0.29480271545994635,0.288135593220339,17,21
random,5,102,0.21555997884057188,0.1875,12,26
random,5,103,0.20147064807530587,0.20634920634920634,13,25
random,5,104,0.2836957111466783,0.26666666666666666,16,22
random,5,105,0.35569202181048754,0.16923076923076924,11,27
random,5,106,0.11973896590076773,0.20634920634920634,13,25
random,5,107,0.23288256517375147,0.288135593220339,17,21
random,5,108,0.25344857987684133,0.22580645161290322,14,24
random,5,109,0.25975232618072325,0.22580645161290322,14,24
random,5,110,0.25057137237880805,0.20634920634920634,13,25
random,5,111,0.33075678864986574,0.2459016393442623,15,23
random,5,112,0.11650231939885523,0.11764705882352941,8,30
random,5,113,0.11713472858964273,0.2459016393442623,15,23
random,5,114,0.027432656050782628,0.15151515151515152,10,28
random,5,115,0.06682513631554676,0.22580645161290322,14,24
random,5,116,0.6008124677861272,0.46153846153846156,24,14
random,5,117,0.4443310365407048,0.3333333333333333,19,19
random,5,118,0.3517178471638228,0.26666666666666666,16,22
random,5,119,0.25568490084908996,0.2459016393442623,15,23
random,5,120,0.0361083606868676,0.22580645161290322,14,24
random,5,121,0.16276313647831162,0.22580645161290322,14,24
random,5,122,0.19278307517022492,0.2459016393442623,15,23
random,5,123,0.27029813091717986,0.2459016393442623,15,23
random,5,124,0.2177979952798199,0.22580645161290322,14,24
random,5,125,0.045762349781623864,0.08571428571428572,6,32
random,5,126,0.1674934894067222,0.20634920634920634,13,25
random,5,127,0.2315414507772021,0.11764705882352941,8,30
random,5,128,0.13409957138594256,0.20634920634920634,13,25
random,5,129,0.23833518704391943,0.13432835820895522,9,29
random,5,130,0.18380557740824136,0.2459016393442623,15,23
random,5,131,0.14715466728155605,0.22580645161290322,14,24
random,5,132,0.19746256408865262,0.22580645161290322,14,24
random,5,133,0.10661435585817759,0.1875,12,26
random,5,134,0.1563152754794781,0.26666666666666666,16,22
random,5,135,0.19418861731275264,0.2459016393442623,15,23
random,5,136,0.14209030735425768,0.1875,12,26
random,5,137,0.15899241787157858,0.16923076923076924,11,27
random,5,138,0.19149282478365848,0.2459016393442623,15,23
random,5,139,0.18664209369828827,0.2459016393442623,15,23
random,5,140,0.472833532268128,0.3333333333333333,19,19
random,5,141,0.194800680899547,0.08571428571428572,6,32
random,5,142,0.2373111249762635,0.2459016393442623,15,23
random,5,143,0.12854013509481055,0.13432835820895522,9,29
random,5,144,0.1103613379269186,0.2459016393442623,15,23
random,5,145,0.22961031386485098,0.20634920634920634,13,25
random,5,146,0.2977511325719556,0.2459016393442623,15,23
random,5,147,0.22112789246670106,0.13432835820895522,9,29
random,5,148,0.18792556221685705,0.2459016393442623,15,23
random,5,149,0.16748501207172506,0.1875,12,26
random,5,150,0.16793600629357353,0.20634920634920634,13,25
random,5,151,0.026437416922117034,0.15151515151515152,10,28
random,5,152,0.03795641971624665,0.08571428571428572,6,32
random,5,153,0.06871219108591271,0.15151515151515152,10,28
random,5,154,0.2564224289938421,0.288135593220339,17,21
random,5,155,0.27734110083281344,0.2459016393442623,15,23
random,5,156,0.08919343243903102,0.16923076923076924,11,27
random,5,157,0.17669309334563113,0.11764705882352941,8,30
random,5,158,0.14964022190272092,0.26666666666666666,16,22
random,5,159,0.4349873179068443,0.3103448275862069,18,20
random,5,160,0.31201848737216187,0.22580645161290322,14,24
random,5,161,0.27245476494045523,0.3103448275862069,18,20
random,5,162,0.16083708596695875,0.20634920634920634,13,25
random,5,163,0.20907142663375203,0.2459016393442623,15,23
random,5,164,0.2135423731112498,0.26666666666666666,16,22
random,5,165,0.48223998318096745,0.3333333333333333,19,19
random,5,166,0.17338184629574369,0.1875,12,26
random,5,167,0.3172625668013998,0.288135593220339,17,21
random,5,168,0.19503465534546838,0.2459016393442623,15,23
random,5,169,-0.02957403087106313,0.11764705882352941,8,30
random,5,170,0.214705463472859,0.26666666666666666,16,22
random,5,171,0.2746215717657272,0.3103448275862069,18,20
random,5,172,0.29852765645769475,0.26666666666666666,16,22
random,5,173,0.2879343786452541,0.26666666666666666,16,22
random,5,174,0.02062705151506931,0.15151515151515152,10,28
random,5,175,0.18905135230447878,0.22580645161290322,14,24
random,5,176,-0.14851443181509916,0.02702702702702703,2,36
random,5,177,0.19749816889564062,0.2459016393442623,15,23
random,5,178,0.09796916962808237,0.20634920634920634,13,25
random,5,179,0.07405969400211594,0.16923076923076924,11,27
random,5,180,-0.12422686704825978,0.11764705882352941,8,30
random,5,181,0.12836719746086864,0.16923076923076924,11,27
random,5,182,0.16842599625640886,0.20634920634920634,13,25
random,5,183,0.23941519952255652,0.26666666666666666,16,22
random,5,184,0.24471522936277573,0.26666666666666666,16,22
random,5,185,0.22577855844613845,0.20634920634920634,13,25
random,5,186,0.06661828934161626,0.15151515151515152,10,28
random,5,187,0.33940367034696045,0.2459016393442623,15,23
random,5,188,0.3344257792366329,0.26666666666666666,16,22
random,5,189,0.24029514689526088,0.2459016393442623,15,23
random,5,190,0.2315244961072078,0.26666666666666666,16,22
random,5,191,0.30382090442991616,0.288135593220339,17,21
random,5,192,0.15328886688549495,0.15151515151515152,10,28
random,5,193,0.3217402951468953,0.288135593220339,17,21
random,5,194,0.30545872555136594,0.2459016393442623,15,23
random,5,195,0.467152022353037,0.35714285714285715,20,18
random,5,196,0.15295655535360664,0.16923076923076924,11,27
random,5,197,0.2492438217182541,0.20634920634920634,13,25
random,5,198,0.2561765862789247,0.22580645161290322,14,24
random,5,199,0.2789026259392888,0.3103448275862069,18,20
random,10,0,0.4213116810894394,0.3103448275862069,18,20
random,10,1,0.5126397064807531,0.38181818181818183,21,17
random,10,2,0.12319093671160786,0.11764705882352941,8,30
random,10,3,0.4759311504760872,0.38181818181818183,21,17
random,10,4,0.2534994438868242,0.1875,12,26
random,10,5,0.41807164365352795,0.3333333333333333,19,19
random,10,6,0.2535486124298077,0.22580645161290322,14,24
random,10,7,0.34131615712231783,0.26666666666666666,16,22
random,10,8,0.24291125247538187,0.26666666666666666,16,22
random,10,9,0.09424931503133226,0.13432835820895522,9,29
random,10,10,0.06397844722350325,0.11764705882352941,8,30
random,10,11,0.27528958576350276,0.20634920634920634,13,25
random,10,12,0.4009796408322709,0.3103448275862069,18,20
random,10,13,0.3734571250305184,0.26666666666666666,16,22
random,10,14,0.4057778124406587,0.26666666666666666,16,22
random,10,15,0.15774455415999786,0.22580645161290322,14,24
random,10,16,0.41411781461085645,0.4074074074074074,22,16
random,10,17,0.38213452513360285,0.3333333333333333,19,19
random,10,18,0.532098581233215,0.3333333333333333,19,19
random,10,19,0.4689865176464206,0.35714285714285715,20,18
random,10,20,0.4602209532593658,0.4074074074074074,22,16
random,10,21,0.19499396413748205,0.16923076923076924,11,27
random,10,22,0.516122195697583,0.3333333333333333,19,19
random,10,23,0.3501020671133658,0.4074074074074074,22,16
random,10,24,0.3825024414724793,0.2459016393442623,15,23
random,10,25,0.17889720044489058,0.1875,12,26
random,10,26,0.5272258090768522,0.4074074074074074,22,16
random,10,27,0.2779819873585981,0.3333333333333333,19,19
random,10,28,0.18050958956134883,0.20634920634920634,13,25
random,10,29,0.19567893280525192,0.3103448275862069,18,20
random,10,30,0.43058079917532494,0.35714285714285715,20,18
random,10,31,0.2857540080839867,0.26666666666666666,16,22
random,10,32,0.4165915009630253,0.3333333333333333,19,19
random,10,33,0.5651635786561051,0.4074074074074074,22,16
random,10,34,0.3363518297479858,0.2459016393442623,15,23
random,10,35,0.12458121965114073,0.16923076923076924,11,27
random,10,36,0.07465649838591543,0.1875,12,26
random,10,37,0.5248284187396577,0.3103448275862069,18,20
random,10,38,0.27091528090497247,0.2459016393442623,15,23
random,10,39,0.3138326370615523,0.288135593220339,17,21
random,10,40,0.4650920299487291,0.26666666666666666,16,22
random,10,41,0.4520182839161219,0.35714285714285715,20,18
random,10,42,0.4895084502075252,0.26666666666666666,16,22
random,10,43,0.35529189159862196,0.26666666666666666,16,22
random,10,44,0.24093094702004722,0.288135593220339,17,21
random,10,45,0.10898800965738005,0.08571428571428572,6,32
random,10,46,0.4071409679082007,0.3333333333333333,19,19
random,10,47,0.11512220926131894,0.13432835820895522,9,29
random,10,48,0.3906203374657516,0.3103448275862069,18,20
random,10,49,0.23495612131405477,0.26666666666666666,16,22
random,10,50,0.6336112768901067,0.38181818181818183,21,17
random,10,51,0.24245686731953453,0.2459016393442623,15,23
random,10,52,0.43391917369720323,0.288135593220339,17,21
random,10,53,0.3552393321216396,0.1875,12,26
random,10,54,0.4258250142419229,0.35714285714285715,20,18
random,10,55,0.3511990342619971,0.288135593220339,17,21
random,10,56,0.5328513685809619,0.38181818181818183,21,17
random,10,57,0.30569439546428673,0.26666666666666666,16,22
random,10,58,0.1506744567723734,0.22580645161290322,14,24
random,10,59,0.6372785720098745,0.38181818181818183,21,17
random,10,60,0.511937783142989,0.35714285714285715,20,18
random,10,61,0.4978671025147167,0.38181818181818183,21,17
random,10,62,0.4103284458671297,0.2459016393442623,15,23
random,10,63,0.25408268453462823,0.26666666666666666,16,22
random,10,64,0.6333773024441853,0.35714285714285715,20,18
random,10,65,0.20876454710685513,0.16923076923076924,11,27
random,10,66,0.25739901798551396,0.20634920634920634,13,25
random,10,67,0.1665033366790549,0.22580645161290322,14,24
random,10,68,0.40984184683829317,0.3333333333333333,19,19
random,10,69,0.3039870601958604,0.1875,12,26
random,10,70,0.4122578873124814,0.3103448275862069,18,20
random,10,71,0.4670401215310746,0.3333333333333333,19,19
random,10,72,0.21836767219162848,0.13432835820895522,9,29
random,10,73,0.10172293356482111,0.20634920634920634,13,25
random,10,74,0.5562454222391017,0.38181818181818183,21,17
random,10,75,0.20458183001926053,0.2459016393442623,15,23
random,10,76,0.46228772753167136,0.26666666666666666,16,22
random,10,77,0.49187532213873003,0.35714285714285715,20,18
random,10,78,0.26197508341697645,0.2459016393442623,15,23
random,10,79,0.2524194314081871,0.26666666666666666,16,22
random,10,80,0.34467657271518876,0.22580645161290322,14,24
random,10,81,0.5108170794563655,0.3103448275862069,18,20
random,10,82,0.1550453706969048,0.16923076923076924,11,27
random,10,83,0.3701051867726447,0.3103448275862069,18,20
random,10,84,0.20072294712855715,0.26666666666666666,16,22
random,10,85,0.47384742153378734,0.38181818181818183,21,17
random,10,86,0.24283495646040745,0.288135593220339,17,21
random,10,87,0.2640978081002632,0.2459016393442623,15,23
random,10,88,0.3525435395925454,0.26666666666666666,16,22
random,10,89,0.17382436318259506,0.2459016393442623,15,23
random,10,90,0.30785102948756204,0.22580645161290322,14,24
random,10,91,0.3947674497463582,0.22580645161290322,14,24
random,10,92,0.3574061389469116,0.26666666666666666,16,22
random,10,93,0.4176392995686733,0.288135593220339,17,21
random,10,94,0.3850914195806094,0.3333333333333333,19,19
random,10,95,0.17372263516262923,0.16923076923076924,11,27
random,10,96,0.2064756666576242,0.2459016393442623,15,23
random,10,97,0.329035889645444,0.26666666666666666,16,22
random,10,98,0.5163188698695169,0.35714285714285715,20,18
random,10,99,0.06955483818462958,0.1875,12,26
random,10,100,0.418375132246426,0.3103448275862069,18,20
random,10,101,0.19253214605430924,0.16923076923076924,11,27
random,10,102,0.5348164148333018,0.38181818181818183,21,17
random,10,103,0.26912825868757295,0.26666666666666666,16,22
random,10,104,0.40773607682500074,0.26666666666666666,16,22
random,10,105,0.524577489623742,0.38181818181818183,21,17
random,10,106,0.4431306459051082,0.3333333333333333,19,19
random,10,107,0.058951387570192346,0.20634920634920634,13,25
random,10,108,0.4904782573311993,0.4074074074074074,22,16
random,10,109,0.42349544258470556,0.288135593220339,17,21
random,10,110,0.226773797574804,0.22580645161290322,14,24
random,10,111,0.2051718525350623,0.22580645161290322,14,24
random,10,112,0.4145603314977078,0.35714285714285715,20,18
random,10,113,0.4642731193880043,0.3333333333333333,19,19
random,10,114,0.37869781352575765,0.2459016393442623,15,23
random,10,115,0.3655392941431788,0.3333333333333333,19,19
random,10,116,0.29109472913219225,0.3103448275862069,18,20
random,10,117,0.22971543281881568,0.2459016393442623,15,23
random,10,118,0.28166284621436133,0.16923076923076924,11,27
random,10,119,0.45579917532485154,0.288135593220339,17,21
random,10,120,0.04835810975775168,0.05555555555555555,4,34
random,10,121,0.33206229823942707,0.3103448275862069,18,20
random,10,122,0.35447976290589484,0.26666666666666666,16,22
random,10,123,0.19261183300328247,0.15151515151515152,10,28
random,10,124,0.33917986870303557,0.26666666666666666,16,22
random,10,125,0.32534655345468355,0.3333333333333333,19,19
random,10,126,0.44706582481078594,0.2459016393442623,15,23
random,10,127,0.5962991346336436,0.35714285714285715,20,18
random,10,128,0.39555923283509214,0.26666666666666666,16,22
random,10,129,0.408678756476684,0.2459016393442623,15,23
random,10,130,0.30817316821745383,0.26666666666666666,16,22
random,10,131,0.322318449393701,0.3333333333333333,19,19
random,10,132,0.2180319697257413,0.16923076923076924,11,27
random,10,133,0.26621035998155335,0.288135593220339,17,21
random,10,134,0.39256164718009934,0.3103448275862069,18,20
random,10,135,0.16524190923147875,0.2459016393442623,15,23
random,10,136,0.3659106014160541,0.2459016393442623,15,23
random,10,137,0.3548358109757752,0.22580645161290322,14,24
random,10,138,0.34810989338903514,0.3333333333333333,19,19
random,10,139,0.3854033855085045,0.288135593220339,17,21
random,10,140,0.31410221631446167,0.35714285714285715,20,18
random,10,141,0.312732278978922,0.22580645161290322,14,24
random,10,142,0.6116854976534738,0.4339622641509434,23,15
random,10,143,0.28748507989040506,0.22580645161290322,14,24
random,10,144,0.40925691072348974,0.3333333333333333,19,19
random,10,145,0.2708271166210021,0.2459016393442623,15,23
random,10,146,0.28626095271681634,0.288135593220339,17,21
random,10,147,0.5669811192794943,0.4074074074074074,22,16
random,10,148,0.2937667851232944,0.2459016393442623,15,23
random,10,149,0.44425643599272996,0.3333333333333333,19,19
random,10,150,0.4640832270840681,0.3103448275862069,18,20
random,10,151,0.22503594390038797,0.1875,12,26
random,10,152,0.4028650001356374,0.35714285714285715,20,18
random,10,153,0.487506103681198,0.38181818181818183,21,17
random,10,154,0.16241726121042782,0.20634920634920634,13,25
random,10,155,0.20466151696823376,0.2459016393442623,15,23
random,10,156,0.27950621219108596,0.288135593220339,17,21
random,10,157,0.22534960529528258,0.1875,12,26
random,10,158,0.1835749938963188,0.22580645161290322,14,24
random,10,159,-0.00587479315302607,0.15151515151515152,10,28
random,10,160,0.2738908254889727,0.26666666666666666,16,22
random,10,161,0.25699888777364843,0.26666666666666666,16,22
random,10,162,0.23942028592355485,0.20634920634920634,13,25
random,10,163,0.1356441418224236,0.2459016393442623,15,23
random,10,164,0.33009047011908965,0.2459016393442623,15,23
random,10,165,0.1774747036323685,0.16923076923076924,11,27
random,10,166,0.101470308981906,0.20634920634920634,13,25
random,10,167,0.2430943629113203,0.20634920634920634,13,25
random,10,168,0.2385793342918374,0.20634920634920634,13,25
random,10,169,0.4968549087160568,0.3103448275862069,18,20
random,10,170,0.40988931991427724,0.3103448275862069,18,20
random,10,171,0.30389720044489055,0.2459016393442623,15,23
random,10,172,0.34365251064753277,0.3103448275862069,18,20
random,10,173,0.36586991020806775,0.35714285714285715,20,18
random,10,174,0.2786822152293628,0.1875,12,26
random,10,175,0.3879872772156363,0.38181818181818183,21,17
random,10,176,0.5593854271220465,0.4339622641509434,23,15
random,10,177,0.44707769307978196,0.3333333333333333,19,19
random,10,178,0.4426152239372813,0.35714285714285715,20,18
random,10,179,0.21814217508070427,0.22580645161290322,14,24
random,10,180,0.4127377044733202,0.3103448275862069,18,20
random,10,181,0.28461634972736893,0.288135593220339,17,21
random,10,182,0.4740966551827036,0.3333333333333333,19,19
random,10,183,0.3530826980983643,0.3103448275862069,18,20
random,10,184,0.301877899248569,0.22580645161290322,14,24
random,10,185,0.3054739847543608,0.26666666666666666,16,22
random,10,186,0.30491956704554707,0.35714285714285715,20,18
random,10,187,0.39938081545180815,0.3103448275862069,18,20
random,10,188,0.5035791308357974,0.38181818181818183,21,17
random,10,189,0.5485157881886988,0.3333333333333333,19,19
random,10,190,0.43726093915308045,0.38181818181818183,21,17
random,10,191,0.5268172015299896,0.35714285714285715,20,18
random,10,192,0.4024530016547759,0.3103448275862069,18,20
random,10,193,0.2738738708189784,0.22580645161290322,14,24
random,10,194,0.2339134091094051,0.1875,12,26
random,10,195,0.2994567723733826,0.288135593220339,17,21
random,10,196,0.4613196158749966,0.288135593220339,17,21
random,10,197,0.5014445378835147,0.3103448275862069,18,20
random,10,198,0.33034818110300307,0.26666666666666666,16,22
random,10,199,0.2965219189973687,0.2459016393442623,15,23
random,25,0,0.4722604644223205,0.35714285714285715,20,18
random,25,1,0.5906735751295337,0.38181818181818183,21,17
random,25,2,0.5456097577516752,0.38181818181818183,21,17
random,25,3,0.5171055665572526,0.35714285714285715,20,18
random,25,4,0.5752821257087053,0.4339622641509434,23,15
random,25,5,0.5716317852589318,0.38181818181818183,21,17
random,25,6,0.7432469549412691,0.49019607843137253,25,13
random,25,7,0.7160465778694085,0.5510204081632653,27,11
random,25,8,0.6828069473455769,0.4339622641509434,23,15
random,25,9,0.6673646339147655,0.49019607843137253,25,13
random,25,10,0.43765259202994883,0.38181818181818183,21,17
random,25,11,0.584217236795703,0.49019607843137253,25,13
random,25,12,0.6653317689824486,0.5833333333333334,28,10
random,25,13,0.5542939397227573,0.35714285714285715,20,18
random,25,14,0.5813281610286738,0.49019607843137253,25,13
random,25,15,0.609771315411117,0.4339622641509434,23,15
random,25,16,0.5072989854325476,0.4074074074074074,22,16
random,25,17,0.5560860483411552,0.3333333333333333,19,19
random,25,18,0.7529416352440117,0.6170212765957447,29,9
random,25,19,0.35409319643002474,0.288135593220339,17,21
random,25,20,0.688027290236823,0.46153846153846156,24,14
random,25,21,0.5003950438108673,0.38181818181818183,21,17
random,25,22,0.5204727640181213,0.35714285714285715,20,18
random,25,23,0.5930997884057185,0.46153846153846156,24,14
random,25,24,0.6308035835390501,0.38181818181818183,21,17
random,25,25,0.49093603342104564,0.3333333333333333,19,19
random,25,26,0.4693696931882919,0.52,26,12
random,25,27,0.7108686216531482,0.46153846153846156,24,14
random,25,28,0.516768168624366,0.3333333333333333,19,19
random,25,29,0.5049558500393349,0.35714285714285715,20,18
random,25,30,0.5277480129126767,0.38181818181818183,21,17
random,25,31,0.5424053251227519,0.38181818181818183,21,17
random,25,32,0.3070846784038196,0.288135593220339,17,21
random,25,33,0.6579768331389199,0.46153846153846156,24,14
random,25,34,0.6184334563112065,0.5510204081632653,27,11
random,25,35,0.696723340476901,0.49019607843137253,25,13
random,25,36,0.5587479315302608,0.4339622641509434,23,15
random,25,37,0.4872195697582943,0.35714285714285715,20,18
random,25,38,0.5307133846946804,0.49019607843137253,25,13
random,25,39,0.5989508450207526,0.288135593220339,17,21
random,25,40,0.46874406586550205,0.38181818181818183,21,17
random,25,41,0.5524001030843937,0.4074074074074074,22,16
random,25,42,0.6671323549358436,0.46153846153846156,24,14
random,25,43,0.7450967094376476,0.4074074074074074,22,16
random,25,44,0.3173693812223639,0.288135593220339,17,21
random,25,45,0.4267303936196186,0.3333333333333333,19,19
random,25,46,0.6709335919485664,0.38181818181818183,21,17
random,25,47,0.3655664216151697,0.35714285714285715,20,18
random,25,48,0.4957748962374197,0.3103448275862069,18,20
random,25,49,0.3586031386485094,0.3103448275862069,18,20
random,25,50,0.5276751078317012,0.3333333333333333,19,19
random,25,51,0.6627512682093157,0.46153846153846156,24,14
random,25,52,0.6021230637766868,0.46153846153846156,24,14
random,25,53,0.7127641537585112,0.38181818181818183,21,17
random,25,54,0.5157661476277027,0.52,26,12
random,25,55,0.7065790901445895,0.46153846153846156,24,14
random,25,56,0.41378550307896816,0.3333333333333333,19,19
random,25,57,0.6073891842769173,0.35714285714285715,20,18
random,25,58,0.5628068795268969,0.4074074074074074,22,16
random,25,59,0.4666145593142175,0.26666666666666666,16,22
random,25,60,0.6660014784472235,0.4074074074074074,22,16
random,25,61,0.593345631120636,0.46153846153846156,24,14
random,25,62,0.6152968423622603,0.49019607843137253,25,13
random,25,63,0.48451869082820176,0.3333333333333333,19,19
random,25,64,0.5382904267151345,0.3103448275862069,18,20
random,25,65,0.5102863982855439,0.38181818181818183,21,17
random,25,66,0.5816655589615604,0.4074074074074074,22,16
random,25,67,0.3536761115481648,0.2459016393442623,15,23
random,25,68,0.5963194802376367,0.38181818181818183,21,17
random,25,69,0.6938936060548518,0.49019607843137253,25,13
random,25,70,0.6138150042047582,0.4074074074074074,22,16
random,25,71,0.5951479125410304,0.4074074074074074,22,16
random,25,72,0.44309334563112074,0.288135593220339,17,21
random,25,73,0.44885454249518497,0.288135593220339,17,21
random,25,74,0.6063142581992784,0.4339622641509434,23,15
random,25,75,0.5257965303963325,0.4074074074074074,22,16
random,25,76,0.4926874508314571,0.38181818181818183,21,17
random,25,77,0.4327069147926105,0.2459016393442623,15,23
random,25,78,0.7134389496242847,0.52,26,12
random,25,79,0.6993479233920191,0.4339622641509434,23,15
random,25,80,0.5216833274557144,0.4339622641509434,23,15
random,25,81,0.5558707240322275,0.3333333333333333,19,19
random,25,82,0.39955036215175116,0.22580645161290322,14,24
random,25,83,0.6163242953639151,0.38181818181818183,21,17
random,25,84,0.5692496541247322,0.3103448275862069,18,20
random,25,85,0.5612046632124353,0.3333333333333333,19,19
random,25,86,0.7299409299297399,0.46153846153846156,24,14
random,25,87,0.39606109106692355,0.288135593220339,17,21
random,25,88,0.6298642948213657,0.4339622641509434,23,15
random,25,89,0.5671930526544232,0.4339622641509434,23,15
random,25,90,0.6784852019640291,0.4074074074074074,22,16
random,25,91,0.6618018066896346,0.4074074074074074,22,16
random,25,92,0.6128655426850772,0.4339622641509434,23,15
random,25,93,0.44460570219461254,0.4339622641509434,23,15
random,25,94,0.5915314814312455,0.4074074074074074,22,16
random,25,95,0.7961353525214986,0.5833333333333334,28,10
random,25,96,0.6298049534763857,0.35714285714285715,20,18
random,25,97,0.715083552613732,0.46153846153846156,24,14
random,25,98,0.6259257249816891,0.4339622641509434,23,15
random,25,99,0.5133399343515178,0.4339622641509434,23,15
random,25,100,0.6331178959932724,0.46153846153846156,24,14
random,25,101,0.4145382904267152,0.3103448275862069,18,20
random,25,102,0.4414741746466648,0.35714285714285715,20,18
